,Region,466,472,479,486,493,500
0,Belgium,,266,254,244,230,218
1,Bulgaria,,498,376,298,229,178
2,Czechia,,364,289,255,218,188
3,Denmark,,17,17,18,17,16
4,Germany,,1640,1647,1577,1418,1273
5,Estonia,,32,26,23,21,19
6,Ireland,,33,37,39,41,43
7,Greece,,499,458,407,355,310
8,Spain,,598,603,540,436,354
9,France,,1938,1650,1438,1218,1042
10,Croatia,,322,318,304,279,253
11,Italy,,1958,1813,1741,1642,1558
12,Cyprus,,14,17,15,15,13
13,Latvia,,42,46,51,55,60
14,Lithuania,,97,103,111,116,123
15,Luxembourg,,5,5,4,4,4
16,Hungary,,1020,705,541,437,350
17,Malta,,3,1,2,1,0
18,Netherlands,,160,161,153,137,120
19,Austria,,152,137,128,117,108
20,Poland,,2501,1661,1167,795,554
21,Portugal,,16,15,14,13,13
22,Romania,,818,598,459,354,272
23,Slovenia,,40,35,35,31,29
24,Slovakia,,265,217,195,181,167
25,Finland,,9,7,7,5,5
26,Sweden,,119,112,98,83,70
27,United Kingdom,,138,134,125,117,109
28,Iceland,,0,0,0,0,0
29,Liechtenstein,,0,0,0,0,0
30,Norway,,15,12,10,9,7
31,Switzerland,,81,78,68,58,49
