,Region,564,570,577,584,591,598
0,Belgium,,30,34,36,37,37
1,Bulgaria,,58,107,162,240,355
2,Czechia,,9,11,10,9,8
3,Denmark,,5,6,6,6,5
4,Germany,,212,311,409,484,568
5,Estonia,,5,7,8,8,9
6,Ireland,,19,24,25,23,21
7,Greece,,124,143,143,140,134
8,Spain,,621,646,584,514,429
9,France,,787,1366,1588,1683,1703
10,Croatia,,16,20,23,24,26
11,Italy,,299,490,591,633,659
12,Cyprus,,17,14,12,10,8
13,Latvia,,4,5,6,7,8
14,Lithuania,,15,29,45,57,68
15,Luxembourg,,2,1,1,1,1
16,Hungary,,8,8,8,8,8
17,Malta,,2,2,1,1,0
18,Netherlands,,32,20,14,10,7
19,Austria,,18,23,27,30,32
20,Poland,,27,32,37,42,48
21,Portugal,,90,78,69,59,49
22,Romania,,61,106,140,186,247
23,Slovenia,,3,4,5,6,7
24,Slovakia,,4,7,9,9,10
25,Finland,,4,6,8,8,8
26,Sweden,,3,5,6,8,9
27,United Kingdom,,538,431,403,354,305
28,Iceland,,0,0,0,0,0
29,Liechtenstein,,0,0,0,0,0
30,Norway,,4,4,5,6,6
31,Switzerland,,14,17,19,22,24
