,State,250,255,262,269,276
0,Washington,86638,3418,3601,3646,3669
1,Illinois,292082,11421,10648,10564,9820
2,California,812711,27871,29500,30876,32325
3,Arizona,217510,6805,7788,9024,9905
4,Massachusetts,131072,2205,2584,2656,2648
5,Wisconsin,117588,15121,15961,15930,16388
6,Texas,761198,40460,41294,40483,39713
7,Nebraska,44578,2161,2090,1958,1888
8,Utah,71442,7006,7428,7289,6893
9,Oregon,32994,1707,1746,1763,1748
10,Florida,701302,21522,24091,26845,29651
11,New York,456460,5161,5239,5176,5085
12,Rhode Island,24424,643,634,633,601
13,Georgia,315281,9880,9499,9774,10196
14,New Hampshire,8208,256,260,261,262
15,North Carolina,209718,12605,12433,10648,11351
16,New Jersey,204107,3082,2987,2841,2789
17,Colorado,69469,3443,3126,2649,2191
18,Maryland,123880,4172,4246,4523,4745
19,Nevada,79191,3030,3379,3658,3744
20,Tennessee,193732,9717,9366,9598,9333
21,Hawaii,12203,572,514,497,477
22,Indiana,118322,5679,5574,5453,5472
23,Kentucky,66939,4652,4819,4792,4846
24,Minnesota,97638,5550,5089,5210,4704
25,Oklahoma,85194,6814,6999,6964,7038
26,Pennsylvania,161594,5462,5401,5321,5258
27,South Carolina,146455,7542,7745,7807,7579
28,District of Columbia,15264,NaN,NaN,NaN,NaN
29,Kansas,57963,3958,3947,3845,3883
30,Missouri,126265,10383,10555,10778,10983
31,Vermont,1745,41,41,42,42
32,Virginia,146444,5746,5733,5672,5811
33,Connecticut,57147,1000,1026,1015,975
34,Iowa,87257,5546,5522,5414,5443
35,Louisiana,165091,5010,5391,5915,6430
36,Ohio,151802,6410,6483,6456,6539
37,Michigan,135702,4428,4428,4428,4428
38,South Dakota,21738,2269,2356,2662,2964
39,Arkansas,82049,5128,4999,4986,5048
40,Delaware,20389,738,723,701,713
41,Mississippi,97049,3963,3957,4077,4212
42,New Mexico,28985,1266,1348,1357,1315
43,North Dakota,20983,3200,3724,4200,4893
44,Wyoming,5754,524,506,536,595
45,Alaska,7597,557,558,566,558
46,Maine,5300,197,202,194,196
47,Alabama,152983,7786,7646,7808,7848
48,Idaho,40923,2409,2501,2537,2439
49,Montana,12413,1778,1876,2093,2326
50,Puerto Rico,47422,NaN,NaN,NaN,NaN
51,Virgin Islands,1318,NaN,NaN,NaN,NaN
52,Guam,2286,NaN,NaN,NaN,NaN
53,West Virginia,15516,1233,1291,1298,1367
54,Northern Mariana Islands,70,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
