,State,403,409,416,423,430
0,Washington,4956,133,122,118,112
1,Illinois,22735,270,219,185,157
2,California,52158,2005,1368,898,623
3,Arizona,15980,434,329,272,226
4,Massachusetts,16118,253,213,175,154
5,Wisconsin,7014,120,115,105,95
6,Texas,43697,1426,1288,1121,1016
7,Nebraska,2082,33,34,34,34
8,Utah,1935,71,69,60,62
9,Oregon,2208,38,40,40,44
10,Florida,30852,926,784,618,560
11,New York,47615,778,669,646,636
12,Rhode Island,2502,19,22,24,25
13,Georgia,17295,595,493,390,351
14,New Hampshire,1170,20,23,21,22
15,North Carolina,11212,350,360,335,304
16,New Jersey,23252,378,368,367,368
17,Colorado,5951,82,85,88,90
18,Maryland,7869,133,118,103,92
19,Nevada,4957,106,91,75,69
20,Tennessee,11411,231,216,175,165
21,Hawaii,438,6,5,6,6
22,Indiana,12573,234,209,162,151
23,Kentucky,4637,187,163,156,161
24,Minnesota,6551,68,69,69,73
25,Oklahoma,4428,159,145,130,130
26,Pennsylvania,23967,384,351,348,339
27,South Carolina,8546,249,217,181,168
28,District of Columbia,1017,15,13,12,11
29,Kansas,4692,168,154,134,126
30,Missouri,8280,265,219,186,148
31,Vermont,204,9,7,8,8
32,Virginia,8552,153,150,138,148
33,Connecticut,7622,115,121,140,153
34,Iowa,5471,165,154,156,155
35,Louisiana,9608,143,133,139,147
36,Ohio,17297,278,243,232,217
37,Michigan,16508,160,146,142,147
38,South Dakota,1888,18,17,16,17
39,Arkansas,5243,74,76,76,76
40,Delaware,1422,20,20,22,23
41,Mississippi,6681,82,79,75,74
42,New Mexico,3716,77,67,54,43
43,North Dakota,1475,8,7,7,7
44,Wyoming,671,9,8,8,8
45,Alaska,290,6,6,6,7
46,Maine,703,9,10,12,15
47,Alabama,9929,324,265,213,176
48,Idaho,1860,24,21,21,21
49,Montana,1357,17,18,17,18
50,Puerto Rico,2036,38,33,34,33
51,Virgin Islands,25,0,0,0,0
52,Guam,130,0,0,0,0
53,West Virginia,2300,42,36,40,41
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
