,County,340,346,353,360,367
0,01001,4029,173,202,195,187
1,01003,12825,656,788,794,792
2,01005,1406,40,54,58,61
3,01007,1746,108,103,96,89
4,01009,4465,154,204,209,208
5,01011,827,184,95,67,49
6,01013,1452,34,50,53,53
7,01015,9232,425,486,476,461
8,01017,2214,59,82,89,92
9,01019,1369,59,83,86,88
10,01021,2822,101,115,119,120
11,01023,487,12,17,19,21
12,01025,2299,91,89,82,75
13,01027,1108,42,41,39,36
14,01029,995,34,44,47,48
15,01031,3415,145,179,181,180
16,01033,4430,177,222,219,213
17,01035,824,16,24,26,27
18,01037,478,14,25,29,31
19,01039,2798,52,84,93,96
20,01041,905,36,41,40,39
21,01043,6752,306,378,383,379
22,01045,3182,114,148,154,156
23,01047,2689,58,92,98,102
24,01049,6725,217,268,272,268
25,01051,5994,259,321,314,304
26,01053,2522,74,97,99,100
27,01055,9635,495,508,466,429
28,01057,1386,69,69,63,58
29,01059,3151,85,90,83,76
30,01061,1590,71,87,88,87
31,01063,632,28,31,29,28
32,01065,1391,46,59,51,45
33,01067,1172,58,63,61,59
34,01069,6895,263,323,334,336
35,01071,4897,176,210,209,204
36,01073,49645,2711,3314,3324,3276
37,01075,1012,40,50,50,49
38,01077,6117,282,435,470,487
39,01079,1939,96,125,128,128
40,01081,9856,313,357,345,335
41,01083,6511,370,455,460,456
42,01085,918,11,17,18,18
43,01087,966,47,55,58,59
44,01089,21206,1583,1888,1952,1982
45,01091,1748,94,89,79,71
46,01093,1997,92,109,106,103
47,01095,8854,294,370,369,360
48,01097,24933,1067,1181,1159,1141
49,01099,1109,50,62,65,67
50,01101,15558,473,615,634,641
51,01103,10196,570,647,622,593
52,01105,827,22,25,24,23
53,01107,1675,73,79,75,71
54,01109,1905,60,75,80,83
55,01111,1216,38,48,53,57
56,01113,2697,133,130,132,134
57,01115,6232,323,374,368,358
58,01117,15020,758,909,901,883
59,01119,818,37,45,44,42
60,01121,4932,200,256,266,269
61,01123,2293,117,133,135,136
62,01125,17772,654,680,615,564
63,01127,5036,267,274,259,246
64,01129,1158,43,49,50,50
65,01131,852,21,27,27,27
66,01133,1891,97,100,89,81
67,02013,40,1,3,4,4
68,02016,189,28,22,20,20
69,02020,22469,752,605,553,513
70,02050,2188,113,73,59,49
71,02060,0,0,0,0,0
72,02068,60,1,3,4,5
73,02070,115,7,9,11,12
74,02090,4830,295,235,223,214
75,02100,22,0,1,2,2
76,02105,0,0,0,0,0
77,02110,1030,54,60,66,70
78,02122,3606,185,165,164,161
79,02130,233,13,16,20,22
80,02150,892,112,80,69,61
81,02158,692,15,20,22,22
82,02164,157,0,1,1,1
