,County,697,703,710,717,724,731,738
0,01001,NaN,83,115,130,130,119,105
1,01003,NaN,217,291,341,335,314,290
2,01005,NaN,0,0,0,0,0,0
3,01007,NaN,9,7,6,7,6,7
4,01009,NaN,105,130,139,136,127,114
5,01011,NaN,0,0,0,0,0,0
6,01013,NaN,21,20,20,23,21,19
7,01015,NaN,113,164,187,194,187,174
8,01017,NaN,30,39,43,52,47,47
9,01019,NaN,24,24,23,21,21,20
10,01021,NaN,69,74,77,71,70,66
11,01023,NaN,2,0,0,0,0,0
12,01025,NaN,6,3,3,4,3,5
13,01027,NaN,7,8,10,10,14,14
14,01029,NaN,7,4,6,7,7,7
15,01031,NaN,59,90,108,107,103,93
16,01033,NaN,46,50,50,52,49,46
17,01035,NaN,0,0,0,0,0,0
18,01037,NaN,7,12,15,19,21,21
19,01039,NaN,34,35,35,34,33,29
20,01041,NaN,7,7,7,7,7,7
21,01043,NaN,177,209,235,231,212,191
22,01045,NaN,51,64,66,66,63,60
23,01047,NaN,20,20,19,20,21,21
24,01049,NaN,71,72,77,75,76,76
25,01051,NaN,178,252,282,278,248,199
26,01053,NaN,16,24,29,29,29,31
27,01055,NaN,79,101,115,124,117,120
28,01057,NaN,14,13,13,11,11,9
29,01059,NaN,25,20,18,20,16,16
30,01061,NaN,30,37,41,41,40,34
31,01063,NaN,0,0,0,0,0,0
32,01065,NaN,13,7,7,7,7,7
33,01067,NaN,14,11,11,14,13,14
34,01069,NaN,181,273,307,301,271,234
35,01071,NaN,72,81,82,79,81,74
36,01073,NaN,1507,3670,5065,5062,4452,3668
37,01075,NaN,6,1,0,0,0,2
38,01077,NaN,60,37,28,25,25,26
39,01079,NaN,23,21,19,19,18,18
40,01081,NaN,166,217,239,250,250,235
41,01083,NaN,133,179,201,204,182,165
42,01085,NaN,0,0,0,0,0,0
43,01087,NaN,17,18,20,21,19,22
44,01089,NaN,639,1043,1260,1278,1155,1032
45,01091,NaN,0,0,0,0,0,0
46,01093,NaN,15,12,9,8,8,8
47,01095,NaN,162,255,302,308,289,260
48,01097,NaN,310,473,561,612,592,567
49,01099,NaN,1,0,0,0,3,6
50,01101,NaN,368,599,724,748,681,605
51,01103,NaN,259,367,429,431,377,332
52,01105,NaN,0,0,0,0,0,0
53,01107,NaN,12,13,13,12,12,13
54,01109,NaN,18,11,8,7,7,7
55,01111,NaN,9,4,0,0,0,0
56,01113,NaN,30,31,28,30,29,28
57,01115,NaN,175,245,282,279,255,238
58,01117,NaN,388,602,697,689,639,551
59,01119,NaN,0,0,0,0,0,1
60,01121,NaN,108,135,146,141,116,80
61,01123,NaN,119,197,228,213,161,102
62,01125,NaN,190,230,256,258,256,235
63,01127,NaN,88,94,93,98,90,87
64,01129,NaN,0,0,0,0,0,0
65,01131,NaN,0,0,0,0,0,0
66,01133,NaN,28,24,24,24,22,19
67,02013,NaN,0,0,0,0,0,0
68,02016,NaN,0,0,0,0,0,0
