,State,627,633
0,Washington,NaN,189
1,Illinois,NaN,141
2,California,NaN,819
3,Arizona,NaN,133
4,Massachusetts,NaN,92
5,Wisconsin,NaN,101
6,Texas,NaN,651
7,Nebraska,NaN,3
8,Utah,NaN,41
9,Oregon,NaN,42
10,Florida,NaN,1023
11,New York,NaN,198
12,Rhode Island,NaN,16
13,Georgia,NaN,1003
14,New Hampshire,NaN,13
15,North Carolina,NaN,477
16,New Jersey,NaN,138
17,Colorado,NaN,164
18,Maryland,NaN,131
19,Nevada,NaN,101
20,Tennessee,NaN,320
21,Hawaii,NaN,36
22,Indiana,NaN,279
23,Kentucky,NaN,283
24,Minnesota,NaN,156
25,Oklahoma,NaN,307
26,Pennsylvania,NaN,494
27,South Carolina,NaN,316
28,District of Columbia,NaN,21
29,Kansas,NaN,331
30,Missouri,NaN,213
31,Vermont,NaN,21
32,Virginia,NaN,246
33,Connecticut,NaN,73
34,Iowa,NaN,89
35,Louisiana,NaN,165
36,Ohio,NaN,392
37,Michigan,NaN,285
38,South Dakota,NaN,46
39,Arkansas,NaN,88
40,Delaware,NaN,26
41,Mississippi,NaN,143
42,New Mexico,NaN,50
43,North Dakota,NaN,21
44,Wyoming,NaN,43
45,Alaska,NaN,0
46,Maine,NaN,54
47,Alabama,NaN,372
48,Idaho,NaN,167
49,Montana,NaN,83
50,Puerto Rico,NaN,12
51,Virgin Islands,NaN,1
52,Guam,NaN,15
53,West Virginia,NaN,219
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
