,State,725,731
0,Washington,NaN,258
1,Illinois,NaN,893
2,California,NaN,880
3,Arizona,NaN,521
4,Massachusetts,NaN,461
5,Wisconsin,NaN,318
6,Texas,NaN,791
7,Nebraska,NaN,151
8,Utah,NaN,93
9,Oregon,NaN,187
10,Florida,NaN,502
11,New York,NaN,1526
12,Rhode Island,NaN,73
13,Georgia,NaN,414
14,New Hampshire,NaN,60
15,North Carolina,NaN,361
16,New Jersey,NaN,890
17,Colorado,NaN,191
18,Maryland,NaN,547
19,Nevada,NaN,146
20,Tennessee,NaN,494
21,Hawaii,NaN,21
22,Indiana,NaN,1116
23,Kentucky,NaN,116
24,Minnesota,NaN,178
25,Oklahoma,NaN,173
26,Pennsylvania,NaN,1367
27,South Carolina,NaN,201
28,District of Columbia,NaN,40
29,Kansas,NaN,83
30,Missouri,NaN,284
31,Vermont,NaN,21
32,Virginia,NaN,151
33,Connecticut,NaN,211
34,Iowa,NaN,221
35,Louisiana,NaN,116
36,Ohio,NaN,627
37,Michigan,NaN,801
38,South Dakota,NaN,32
39,Arkansas,NaN,109
40,Delaware,NaN,50
41,Mississippi,NaN,183
42,New Mexico,NaN,236
43,North Dakota,NaN,25
44,Wyoming,NaN,8
45,Alaska,NaN,3
46,Maine,NaN,104
47,Alabama,NaN,93
48,Idaho,NaN,58
49,Montana,NaN,54
50,Puerto Rico,NaN,169
51,Virgin Islands,NaN,1
52,Guam,NaN,0
53,West Virginia,NaN,139
54,Northern Mariana Islands,NaN,2
55,American Samoa,NaN,0
