,State,753,759
0,Washington,11316,18884
1,Illinois,34228,20981
2,California,82558,80836
3,Arizona,27180,14227
4,Massachusetts,22791,8595
5,Wisconsin,12877,8254
6,Texas,82270,62830
7,Nebraska,3815,1836
8,Utah,4261,4736
9,Oregon,6355,10516
10,Florida,67572,131079
11,New York,66523,18581
12,Rhode Island,3376,2005
13,Georgia,34076,12389
14,New Hampshire,2294,4281
15,North Carolina,21665,26405
16,New Jersey,32380,10208
17,Colorado,11601,8370
18,Maryland,13917,2556
19,Nevada,9334,2054
20,Tennessee,23326,16938
21,Hawaii,1262,2866
22,Indiana,22136,3696
23,Kentucky,13300,26123
24,Minnesota,11957,1877
25,Oklahoma,13847,2549
26,Pennsylvania,42203,20295
27,South Carolina,16136,12869
28,District of Columbia,1309,1081
29,Kansas,7720,715
30,Missouri,18217,12398
31,Vermont,566,1182
32,Virginia,17482,18368
33,Connecticut,10260,3469
34,Iowa,8829,3970
35,Louisiana,16176,7514
36,Ohio,35005,9402
37,Michigan,33463,7650
38,South Dakota,2730,898
39,Arkansas,10065,7351
40,Delaware,2643,1217
41,Mississippi,11558,5750
42,New Mexico,6658,5298
43,North Dakota,2201,2561
44,Wyoming,1667,1246
45,Alaska,1114,3337
46,Maine,1828,4491
47,Alabama,17571,14262
48,Idaho,4552,10138
49,Montana,3067,3707
50,Puerto Rico,4030,2188
51,Virgin Islands,105,296
52,Guam,306,4562
53,West Virginia,5992,8786
54,Northern Mariana Islands,23,1449
55,American Samoa,0,0
