,State,788,794
0,Washington,NaN,6305
1,Illinois,NaN,5326
2,California,NaN,27598
3,Arizona,NaN,3155
4,Massachusetts,NaN,5468
5,Wisconsin,NaN,1894
6,Texas,NaN,12619
7,Nebraska,NaN,1826
8,Utah,NaN,572
9,Oregon,NaN,1267
10,Florida,NaN,1261
11,New York,NaN,15997
12,Rhode Island,NaN,1382
13,Georgia,NaN,5425
14,New Hampshire,NaN,530
15,North Carolina,NaN,6048
16,New Jersey,NaN,6520
17,Colorado,NaN,8934
18,Maryland,NaN,1875
19,Nevada,NaN,29666
20,Tennessee,NaN,928
21,Hawaii,NaN,821
22,Indiana,NaN,1745
23,Kentucky,NaN,12022
24,Minnesota,NaN,4041
25,Oklahoma,NaN,3290
26,Pennsylvania,NaN,5466
27,South Carolina,NaN,822
28,District of Columbia,NaN,0
29,Kansas,NaN,136
30,Missouri,NaN,1853
31,Vermont,NaN,819
32,Virginia,NaN,5169
33,Connecticut,NaN,3204
34,Iowa,NaN,973
35,Louisiana,NaN,719
36,Ohio,NaN,2673
37,Michigan,NaN,7517
38,South Dakota,NaN,357
39,Arkansas,NaN,3536
40,Delaware,NaN,446
41,Mississippi,NaN,416
42,New Mexico,NaN,498
43,North Dakota,NaN,213
44,Wyoming,NaN,74
45,Alaska,NaN,1262
46,Maine,NaN,706
47,Alabama,NaN,1935
48,Idaho,NaN,2533
49,Montana,NaN,430
50,Puerto Rico,NaN,1651
51,Virgin Islands,NaN,26
52,Guam,NaN,224
53,West Virginia,NaN,834
54,Northern Mariana Islands,NaN,202
55,American Samoa,NaN,1027
