,State,655,661
0,Washington,NaN,149
1,Illinois,NaN,177
2,California,NaN,848
3,Arizona,NaN,196
4,Massachusetts,NaN,95
5,Wisconsin,NaN,88
6,Texas,NaN,565
7,Nebraska,NaN,38
8,Utah,NaN,93
9,Oregon,NaN,174
10,Florida,NaN,1073
11,New York,NaN,288
12,Rhode Island,NaN,0
13,Georgia,NaN,275
14,New Hampshire,NaN,68
15,North Carolina,NaN,45
16,New Jersey,NaN,115
17,Colorado,NaN,243
18,Maryland,NaN,90
19,Nevada,NaN,38
20,Tennessee,NaN,107
21,Hawaii,NaN,48
22,Indiana,NaN,213
23,Kentucky,NaN,130
24,Minnesota,NaN,179
25,Oklahoma,NaN,120
26,Pennsylvania,NaN,462
27,South Carolina,NaN,66
28,District of Columbia,NaN,3
29,Kansas,NaN,78
30,Missouri,NaN,227
31,Vermont,NaN,21
32,Virginia,NaN,186
33,Connecticut,NaN,19
34,Iowa,NaN,86
35,Louisiana,NaN,38
36,Ohio,NaN,336
37,Michigan,NaN,249
38,South Dakota,NaN,50
39,Arkansas,NaN,98
40,Delaware,NaN,25
41,Mississippi,NaN,52
42,New Mexico,NaN,55
43,North Dakota,NaN,23
44,Wyoming,NaN,33
45,Alaska,NaN,6
46,Maine,NaN,46
47,Alabama,NaN,280
48,Idaho,NaN,93
49,Montana,NaN,92
50,Puerto Rico,NaN,7
51,Virgin Islands,NaN,3
52,Guam,NaN,5
53,West Virginia,NaN,66
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
