,State,606,612
0,Washington,NaN,385
1,Illinois,NaN,350
2,California,NaN,973
3,Arizona,NaN,421
4,Massachusetts,NaN,114
5,Wisconsin,NaN,111
6,Texas,NaN,1715
7,Nebraska,NaN,52
8,Utah,NaN,77
9,Oregon,NaN,152
10,Florida,NaN,2982
11,New York,NaN,206
12,Rhode Island,NaN,35
13,Georgia,NaN,925
14,New Hampshire,NaN,9
15,North Carolina,NaN,801
16,New Jersey,NaN,156
17,Colorado,NaN,131
18,Maryland,NaN,100
19,Nevada,NaN,166
20,Tennessee,NaN,522
21,Hawaii,NaN,79
22,Indiana,NaN,375
23,Kentucky,NaN,336
24,Minnesota,NaN,103
25,Oklahoma,NaN,258
26,Pennsylvania,NaN,258
27,South Carolina,NaN,482
28,District of Columbia,NaN,0
29,Kansas,NaN,68
30,Missouri,NaN,226
31,Vermont,NaN,18
32,Virginia,NaN,283
33,Connecticut,NaN,65
34,Iowa,NaN,106
35,Louisiana,NaN,345
36,Ohio,NaN,182
37,Michigan,NaN,217
38,South Dakota,NaN,23
39,Arkansas,NaN,175
40,Delaware,NaN,22
41,Mississippi,NaN,266
42,New Mexico,NaN,98
43,North Dakota,NaN,13
44,Wyoming,NaN,68
45,Alaska,NaN,10
46,Maine,NaN,30
47,Alabama,NaN,513
48,Idaho,NaN,231
49,Montana,NaN,55
50,Puerto Rico,NaN,55
51,Virgin Islands,NaN,0
52,Guam,NaN,29
53,West Virginia,NaN,156
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
