,State,613,619
0,Washington,NaN,330
1,Illinois,NaN,225
2,California,NaN,599
3,Arizona,NaN,600
4,Massachusetts,NaN,85
5,Wisconsin,NaN,101
6,Texas,NaN,1549
7,Nebraska,NaN,53
8,Utah,NaN,90
9,Oregon,NaN,119
10,Florida,NaN,2807
11,New York,NaN,312
12,Rhode Island,NaN,11
13,Georgia,NaN,1046
14,New Hampshire,NaN,10
15,North Carolina,NaN,498
16,New Jersey,NaN,163
17,Colorado,NaN,101
18,Maryland,NaN,89
19,Nevada,NaN,199
20,Tennessee,NaN,490
21,Hawaii,NaN,70
22,Indiana,NaN,306
23,Kentucky,NaN,291
24,Minnesota,NaN,152
25,Oklahoma,NaN,295
26,Pennsylvania,NaN,446
27,South Carolina,NaN,335
28,District of Columbia,NaN,3
29,Kansas,NaN,171
30,Missouri,NaN,218
31,Vermont,NaN,13
32,Virginia,NaN,331
33,Connecticut,NaN,37
34,Iowa,NaN,106
35,Louisiana,NaN,351
36,Ohio,NaN,288
37,Michigan,NaN,226
38,South Dakota,NaN,33
39,Arkansas,NaN,92
40,Delaware,NaN,35
41,Mississippi,NaN,161
42,New Mexico,NaN,84
43,North Dakota,NaN,23
44,Wyoming,NaN,32
45,Alaska,NaN,58
46,Maine,NaN,35
47,Alabama,NaN,1163
48,Idaho,NaN,213
49,Montana,NaN,67
50,Puerto Rico,NaN,33
51,Virgin Islands,NaN,0
52,Guam,NaN,0
53,West Virginia,NaN,186
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
