,State,690,696
0,Washington,NaN,128
1,Illinois,NaN,337
2,California,NaN,372
3,Arizona,NaN,728
4,Massachusetts,NaN,165
5,Wisconsin,NaN,363
6,Texas,NaN,285
7,Nebraska,NaN,73
8,Utah,NaN,86
9,Oregon,NaN,158
10,Florida,NaN,341
11,New York,NaN,470
12,Rhode Island,NaN,13
13,Georgia,NaN,96
14,New Hampshire,NaN,102
15,North Carolina,NaN,172
16,New Jersey,NaN,120
17,Colorado,NaN,224
18,Maryland,NaN,0
19,Nevada,NaN,179
20,Tennessee,NaN,629
21,Hawaii,NaN,24
22,Indiana,NaN,399
23,Kentucky,NaN,645
24,Minnesota,NaN,280
25,Oklahoma,NaN,50
26,Pennsylvania,NaN,868
27,South Carolina,NaN,129
28,District of Columbia,NaN,1
29,Kansas,NaN,153
30,Missouri,NaN,1015
31,Vermont,NaN,14
32,Virginia,NaN,108
33,Connecticut,NaN,103
34,Iowa,NaN,95
35,Louisiana,NaN,44
36,Ohio,NaN,431
37,Michigan,NaN,945
38,South Dakota,NaN,64
39,Arkansas,NaN,177
40,Delaware,NaN,33
41,Mississippi,NaN,39
42,New Mexico,NaN,49
43,North Dakota,NaN,57
44,Wyoming,NaN,42
45,Alaska,NaN,0
46,Maine,NaN,63
47,Alabama,NaN,98
48,Idaho,NaN,76
49,Montana,NaN,121
50,Puerto Rico,NaN,0
51,Virgin Islands,NaN,0
52,Guam,NaN,0
53,West Virginia,NaN,152
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
