,State,634,640
0,Washington,NaN,236
1,Illinois,NaN,161
2,California,NaN,578
3,Arizona,NaN,122
4,Massachusetts,NaN,51
5,Wisconsin,NaN,140
6,Texas,NaN,901
7,Nebraska,NaN,38
8,Utah,NaN,67
9,Oregon,NaN,357
10,Florida,NaN,947
11,New York,NaN,264
12,Rhode Island,NaN,1
13,Georgia,NaN,412
14,New Hampshire,NaN,23
15,North Carolina,NaN,415
16,New Jersey,NaN,119
17,Colorado,NaN,162
18,Maryland,NaN,117
19,Nevada,NaN,130
20,Tennessee,NaN,227
21,Hawaii,NaN,27
22,Indiana,NaN,162
23,Kentucky,NaN,256
24,Minnesota,NaN,130
25,Oklahoma,NaN,113
26,Pennsylvania,NaN,690
27,South Carolina,NaN,295
28,District of Columbia,NaN,0
29,Kansas,NaN,36
30,Missouri,NaN,160
31,Vermont,NaN,10
32,Virginia,NaN,339
33,Connecticut,NaN,61
34,Iowa,NaN,126
35,Louisiana,NaN,125
36,Ohio,NaN,515
37,Michigan,NaN,316
38,South Dakota,NaN,8
39,Arkansas,NaN,187
40,Delaware,NaN,21
41,Mississippi,NaN,63
42,New Mexico,NaN,75
43,North Dakota,NaN,56
44,Wyoming,NaN,36
45,Alaska,NaN,21
46,Maine,NaN,13
47,Alabama,NaN,241
48,Idaho,NaN,219
49,Montana,NaN,88
50,Puerto Rico,NaN,16
51,Virgin Islands,NaN,4
52,Guam,NaN,8
53,West Virginia,NaN,214
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
