,State,704,710
0,Washington,NaN,119
1,Illinois,NaN,399
2,California,NaN,458
3,Arizona,NaN,285
4,Massachusetts,NaN,267
5,Wisconsin,NaN,415
6,Texas,NaN,384
7,Nebraska,NaN,36
8,Utah,NaN,35
9,Oregon,NaN,12
10,Florida,NaN,286
11,New York,NaN,413
12,Rhode Island,NaN,25
13,Georgia,NaN,204
14,New Hampshire,NaN,54
15,North Carolina,NaN,177
16,New Jersey,NaN,221
17,Colorado,NaN,293
18,Maryland,NaN,0
19,Nevada,NaN,136
20,Tennessee,NaN,727
21,Hawaii,NaN,7
22,Indiana,NaN,614
23,Kentucky,NaN,125
24,Minnesota,NaN,301
25,Oklahoma,NaN,177
26,Pennsylvania,NaN,969
27,South Carolina,NaN,137
28,District of Columbia,NaN,0
29,Kansas,NaN,32
30,Missouri,NaN,124
31,Vermont,NaN,4
32,Virginia,NaN,218
33,Connecticut,NaN,64
34,Iowa,NaN,152
35,Louisiana,NaN,36
36,Ohio,NaN,493
37,Michigan,NaN,925
38,South Dakota,NaN,0
39,Arkansas,NaN,147
40,Delaware,NaN,30
41,Mississippi,NaN,46
42,New Mexico,NaN,262
43,North Dakota,NaN,10
44,Wyoming,NaN,15
45,Alaska,NaN,93
46,Maine,NaN,113
47,Alabama,NaN,52
48,Idaho,NaN,35
49,Montana,NaN,5
50,Puerto Rico,NaN,12
51,Virgin Islands,NaN,1
52,Guam,NaN,1
53,West Virginia,NaN,101
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
