,State,641,647
0,Washington,NaN,225
1,Illinois,NaN,187
2,California,NaN,1160
3,Arizona,NaN,408
4,Massachusetts,NaN,62
5,Wisconsin,NaN,125
6,Texas,NaN,1275
7,Nebraska,NaN,167
8,Utah,NaN,53
9,Oregon,NaN,101
10,Florida,NaN,548
11,New York,NaN,246
12,Rhode Island,NaN,15
13,Georgia,NaN,695
14,New Hampshire,NaN,29
15,North Carolina,NaN,263
16,New Jersey,NaN,131
17,Colorado,NaN,206
18,Maryland,NaN,52
19,Nevada,NaN,88
20,Tennessee,NaN,449
21,Hawaii,NaN,8
22,Indiana,NaN,202
23,Kentucky,NaN,259
24,Minnesota,NaN,139
25,Oklahoma,NaN,1430
26,Pennsylvania,NaN,518
27,South Carolina,NaN,218
28,District of Columbia,NaN,3
29,Kansas,NaN,59
30,Missouri,NaN,152
31,Vermont,NaN,1
32,Virginia,NaN,248
33,Connecticut,NaN,2
34,Iowa,NaN,80
35,Louisiana,NaN,113
36,Ohio,NaN,852
37,Michigan,NaN,436
38,South Dakota,NaN,54
39,Arkansas,NaN,104
40,Delaware,NaN,16
41,Mississippi,NaN,51
42,New Mexico,NaN,63
43,North Dakota,NaN,40
44,Wyoming,NaN,71
45,Alaska,NaN,108
46,Maine,NaN,27
47,Alabama,NaN,339
48,Idaho,NaN,215
49,Montana,NaN,114
50,Puerto Rico,NaN,7
51,Virgin Islands,NaN,0
52,Guam,NaN,5
53,West Virginia,NaN,93
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
