,State,774,780
0,Washington,NaN,13738
1,Illinois,NaN,6706
2,California,NaN,12231
3,Arizona,NaN,2704
4,Massachusetts,NaN,4885
5,Wisconsin,NaN,2546
6,Texas,NaN,15452
7,Nebraska,NaN,9626
8,Utah,NaN,1156
9,Oregon,NaN,3240
10,Florida,NaN,16737
11,New York,NaN,12691
12,Rhode Island,NaN,894
13,Georgia,NaN,5742
14,New Hampshire,NaN,706
15,North Carolina,NaN,9793
16,New Jersey,NaN,7403
17,Colorado,NaN,3944
18,Maryland,NaN,2329
19,Nevada,NaN,5293
20,Tennessee,NaN,4495
21,Hawaii,NaN,829
22,Indiana,NaN,1731
23,Kentucky,NaN,7035
24,Minnesota,NaN,14897
25,Oklahoma,NaN,3482
26,Pennsylvania,NaN,4904
27,South Carolina,NaN,1556
28,District of Columbia,NaN,444
29,Kansas,NaN,2333
30,Missouri,NaN,5063
31,Vermont,NaN,986
32,Virginia,NaN,9193
33,Connecticut,NaN,2269
34,Iowa,NaN,5095
35,Louisiana,NaN,939
36,Ohio,NaN,4984
37,Michigan,NaN,10017
38,South Dakota,NaN,423
39,Arkansas,NaN,3245
40,Delaware,NaN,552
41,Mississippi,NaN,688
42,New Mexico,NaN,1614
43,North Dakota,NaN,574
44,Wyoming,NaN,405
45,Alaska,NaN,1270
46,Maine,NaN,9294
47,Alabama,NaN,3270
48,Idaho,NaN,7609
49,Montana,NaN,6220
50,Puerto Rico,NaN,733
51,Virgin Islands,NaN,37
52,Guam,NaN,783
53,West Virginia,NaN,2354
54,Northern Mariana Islands,NaN,521
55,American Samoa,NaN,161
