,State,767,773
0,Washington,NaN,3661
1,Illinois,NaN,8858
2,California,NaN,45831
3,Arizona,NaN,5596
4,Massachusetts,NaN,5179
5,Wisconsin,NaN,3071
6,Texas,NaN,18225
7,Nebraska,NaN,331
8,Utah,NaN,1893
9,Oregon,NaN,2155
10,Florida,NaN,18322
11,New York,NaN,10690
12,Rhode Island,NaN,837
13,Georgia,NaN,5227
14,New Hampshire,NaN,2776
15,North Carolina,NaN,14347
16,New Jersey,NaN,6299
17,Colorado,NaN,9831
18,Maryland,NaN,3958
19,Nevada,NaN,1941
20,Tennessee,NaN,4730
21,Hawaii,NaN,1025
22,Indiana,NaN,3237
23,Kentucky,NaN,8134
24,Minnesota,NaN,2601
25,Oklahoma,NaN,3042
26,Pennsylvania,NaN,7710
27,South Carolina,NaN,3299
28,District of Columbia,NaN,348
29,Kansas,NaN,1445
30,Missouri,NaN,7388
31,Vermont,NaN,1054
32,Virginia,NaN,9134
33,Connecticut,NaN,1253
34,Iowa,NaN,1705
35,Louisiana,NaN,3976
36,Ohio,NaN,6074
37,Michigan,NaN,12634
38,South Dakota,NaN,446
39,Arkansas,NaN,3423
40,Delaware,NaN,934
41,Mississippi,NaN,2343
42,New Mexico,NaN,1378
43,North Dakota,NaN,683
44,Wyoming,NaN,297
45,Alaska,NaN,1032
46,Maine,NaN,12327
47,Alabama,NaN,3497
48,Idaho,NaN,11204
49,Montana,NaN,2923
50,Puerto Rico,NaN,4063
51,Virgin Islands,NaN,135
52,Guam,NaN,1403
53,West Virginia,NaN,4691
54,Northern Mariana Islands,NaN,1020
55,American Samoa,NaN,29
