,State,662,668
0,Washington,NaN,158
1,Illinois,NaN,95
2,California,NaN,771
3,Arizona,NaN,146
4,Massachusetts,NaN,82
5,Wisconsin,NaN,137
6,Texas,NaN,686
7,Nebraska,NaN,40
8,Utah,NaN,41
9,Oregon,NaN,210
10,Florida,NaN,232
11,New York,NaN,216
12,Rhode Island,NaN,6
13,Georgia,NaN,310
14,New Hampshire,NaN,18
15,North Carolina,NaN,141
16,New Jersey,NaN,109
17,Colorado,NaN,237
18,Maryland,NaN,79
19,Nevada,NaN,134
20,Tennessee,NaN,123
21,Hawaii,NaN,48
22,Indiana,NaN,166
23,Kentucky,NaN,321
24,Minnesota,NaN,205
25,Oklahoma,NaN,771
26,Pennsylvania,NaN,443
27,South Carolina,NaN,129
28,District of Columbia,NaN,1
29,Kansas,NaN,272
30,Missouri,NaN,145
31,Vermont,NaN,8
32,Virginia,NaN,150
33,Connecticut,NaN,36
34,Iowa,NaN,86
35,Louisiana,NaN,22
36,Ohio,NaN,0
37,Michigan,NaN,331
38,South Dakota,NaN,18
39,Arkansas,NaN,48
40,Delaware,NaN,21
41,Mississippi,NaN,14
42,New Mexico,NaN,52
43,North Dakota,NaN,24
44,Wyoming,NaN,110
45,Alaska,NaN,170
46,Maine,NaN,33
47,Alabama,NaN,96
48,Idaho,NaN,114
49,Montana,NaN,72
50,Puerto Rico,NaN,17
51,Virgin Islands,NaN,1
52,Guam,NaN,9
53,West Virginia,NaN,121
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
