,State,620,626
0,Washington,NaN,264
1,Illinois,NaN,200
2,California,NaN,643
3,Arizona,NaN,556
4,Massachusetts,NaN,119
5,Wisconsin,NaN,99
6,Texas,NaN,1816
7,Nebraska,NaN,94
8,Utah,NaN,104
9,Oregon,NaN,133
10,Florida,NaN,1324
11,New York,NaN,350
12,Rhode Island,NaN,33
13,Georgia,NaN,674
14,New Hampshire,NaN,2
15,North Carolina,NaN,441
16,New Jersey,NaN,151
17,Colorado,NaN,94
18,Maryland,NaN,104
19,Nevada,NaN,156
20,Tennessee,NaN,351
21,Hawaii,NaN,55
22,Indiana,NaN,370
23,Kentucky,NaN,374
24,Minnesota,NaN,147
25,Oklahoma,NaN,179
26,Pennsylvania,NaN,405
27,South Carolina,NaN,623
28,District of Columbia,NaN,3
29,Kansas,NaN,139
30,Missouri,NaN,222
31,Vermont,NaN,15
32,Virginia,NaN,327
33,Connecticut,NaN,136
34,Iowa,NaN,75
35,Louisiana,NaN,216
36,Ohio,NaN,386
37,Michigan,NaN,232
38,South Dakota,NaN,37
39,Arkansas,NaN,147
40,Delaware,NaN,33
41,Mississippi,NaN,156
42,New Mexico,NaN,62
43,North Dakota,NaN,13
44,Wyoming,NaN,56
45,Alaska,NaN,95
46,Maine,NaN,13
47,Alabama,NaN,413
48,Idaho,NaN,235
49,Montana,NaN,96
50,Puerto Rico,NaN,17
51,Virgin Islands,NaN,3
52,Guam,NaN,13
53,West Virginia,NaN,211
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
