,State,739,745
0,Washington,10699,400
1,Illinois,33121,911
2,California,79801,1358
3,Arizona,26206,629
4,Massachusetts,21909,515
5,Wisconsin,12291,425
6,Texas,79374,1338
7,Nebraska,3666,188
8,Utah,4107,99
9,Oregon,6086,167
10,Florida,64955,1660
11,New York,64778,1643
12,Rhode Island,3302,73
13,Georgia,32868,763
14,New Hampshire,2205,90
15,North Carolina,20595,487
16,New Jersey,31412,569
17,Colorado,11061,321
18,Maryland,13465,316
19,Nevada,8913,238
20,Tennessee,22142,283
21,Hawaii,1180,26
22,Indiana,21301,506
23,Kentucky,12890,205
24,Minnesota,11532,258
25,Oklahoma,13210,270
26,Pennsylvania,40563,969
27,South Carolina,15266,156
28,District of Columbia,1284,24
29,Kansas,7519,196
30,Missouri,17403,133
31,Vermont,533,21
32,Virginia,16127,372
33,Connecticut,9985,288
34,Iowa,8501,266
35,Louisiana,15631,310
36,Ohio,33537,0
37,Michigan,32197,568
38,South Dakota,2637,32
39,Arkansas,9616,161
40,Delaware,2531,48
41,Mississippi,10831,109
42,New Mexico,6417,262
43,North Dakota,2140,27
44,Wyoming,1625,29
45,Alaska,1085,34
46,Maine,1738,21
47,Alabama,17086,448
48,Idaho,4405,99
49,Montana,2993,25
50,Puerto Rico,3854,192
51,Virgin Islands,99,1
52,Guam,285,7
53,West Virginia,5743,196
54,Northern Mariana Islands,23,1
55,American Samoa,0,0
