,State,599,605
0,Washington,NaN,318
1,Illinois,NaN,231
2,California,NaN,622
3,Arizona,NaN,350
4,Massachusetts,NaN,78
5,Wisconsin,NaN,160
6,Texas,NaN,2116
7,Nebraska,NaN,12
8,Utah,NaN,71
9,Oregon,NaN,153
10,Florida,NaN,2574
11,New York,NaN,309
12,Rhode Island,NaN,22
13,Georgia,NaN,977
14,New Hampshire,NaN,16
15,North Carolina,NaN,424
16,New Jersey,NaN,127
17,Colorado,NaN,128
18,Maryland,NaN,104
19,Nevada,NaN,129
20,Tennessee,NaN,176
21,Hawaii,NaN,44
22,Indiana,NaN,161
23,Kentucky,NaN,152
24,Minnesota,NaN,49
25,Oklahoma,NaN,221
26,Pennsylvania,NaN,191
27,South Carolina,NaN,523
28,District of Columbia,NaN,2
29,Kansas,NaN,102
30,Missouri,NaN,314
31,Vermont,NaN,0
32,Virginia,NaN,182
33,Connecticut,NaN,0
34,Iowa,NaN,13
35,Louisiana,NaN,344
36,Ohio,NaN,320
37,Michigan,NaN,183
38,South Dakota,NaN,18
39,Arkansas,NaN,194
40,Delaware,NaN,7
41,Mississippi,NaN,481
42,New Mexico,NaN,54
43,North Dakota,NaN,17
44,Wyoming,NaN,21
45,Alaska,NaN,17
46,Maine,NaN,21
47,Alabama,NaN,142
48,Idaho,NaN,127
49,Montana,NaN,21
50,Puerto Rico,NaN,173
51,Virgin Islands,NaN,5
52,Guam,NaN,6
53,West Virginia,NaN,165
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
