,State,816,822
0,Washington,NaN,8483
1,Illinois,NaN,16245
2,California,NaN,20101
3,Arizona,NaN,1157
4,Massachusetts,NaN,16239
5,Wisconsin,NaN,5686
6,Texas,NaN,38383
7,Nebraska,NaN,791
8,Utah,NaN,661
9,Oregon,NaN,2944
10,Florida,NaN,870
11,New York,NaN,47557
12,Rhode Island,NaN,3220
13,Georgia,NaN,6208
14,New Hampshire,NaN,1916
15,North Carolina,NaN,5058
16,New Jersey,NaN,16312
17,Colorado,NaN,11325
18,Maryland,NaN,4884
19,Nevada,NaN,1050
20,Tennessee,NaN,2193
21,Hawaii,NaN,1450
22,Indiana,NaN,1454
23,Kentucky,NaN,2632
24,Minnesota,NaN,5117
25,Oklahoma,NaN,2323
26,Pennsylvania,NaN,9753
27,South Carolina,NaN,341
28,District of Columbia,NaN,2233
29,Kansas,NaN,50
30,Missouri,NaN,1064
31,Vermont,NaN,2001
32,Virginia,NaN,8216
33,Connecticut,NaN,6356
34,Iowa,NaN,1229
35,Louisiana,NaN,1021
36,Ohio,NaN,5615
37,Michigan,NaN,8263
38,South Dakota,NaN,73
39,Arkansas,NaN,408
40,Delaware,NaN,1194
41,Mississippi,NaN,255
42,New Mexico,NaN,1048
43,North Dakota,NaN,305
44,Wyoming,NaN,64
45,Alaska,NaN,1076
46,Maine,NaN,2821
47,Alabama,NaN,1003
48,Idaho,NaN,484
49,Montana,NaN,163
50,Puerto Rico,NaN,8523
51,Virgin Islands,NaN,114
52,Guam,NaN,139
53,West Virginia,NaN,621
54,Northern Mariana Islands,NaN,9
55,American Samoa,NaN,46
