,State,669,675
0,Washington,NaN,187
1,Illinois,NaN,156
2,California,NaN,799
3,Arizona,NaN,281
4,Massachusetts,NaN,125
5,Wisconsin,NaN,119
6,Texas,NaN,454
7,Nebraska,NaN,69
8,Utah,NaN,86
9,Oregon,NaN,269
10,Florida,NaN,474
11,New York,NaN,236
12,Rhode Island,NaN,27
13,Georgia,NaN,347
14,New Hampshire,NaN,62
15,North Carolina,NaN,185
16,New Jersey,NaN,82
17,Colorado,NaN,308
18,Maryland,NaN,44
19,Nevada,NaN,126
20,Tennessee,NaN,66
21,Hawaii,NaN,47
22,Indiana,NaN,179
23,Kentucky,NaN,281
24,Minnesota,NaN,189
25,Oklahoma,NaN,4
26,Pennsylvania,NaN,636
27,South Carolina,NaN,91
28,District of Columbia,NaN,1
29,Kansas,NaN,119
30,Missouri,NaN,173
31,Vermont,NaN,13
32,Virginia,NaN,145
33,Connecticut,NaN,50
34,Iowa,NaN,109
35,Louisiana,NaN,61
36,Ohio,NaN,280
37,Michigan,NaN,643
38,South Dakota,NaN,39
39,Arkansas,NaN,42
40,Delaware,NaN,4
41,Mississippi,NaN,36
42,New Mexico,NaN,87
43,North Dakota,NaN,49
44,Wyoming,NaN,32
45,Alaska,NaN,183
46,Maine,NaN,49
47,Alabama,NaN,37
48,Idaho,NaN,73
49,Montana,NaN,76
50,Puerto Rico,NaN,2
51,Virgin Islands,NaN,1
52,Guam,NaN,3
53,West Virginia,NaN,130
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
