,State,795,801
0,Washington,NaN,3795
1,Illinois,NaN,8265
2,California,NaN,18995
3,Arizona,NaN,3416
4,Massachusetts,NaN,7078
5,Wisconsin,NaN,2382
6,Texas,NaN,40457
7,Nebraska,NaN,6
8,Utah,NaN,689
9,Oregon,NaN,1252
10,Florida,NaN,6521
11,New York,NaN,18449
12,Rhode Island,NaN,1061
13,Georgia,NaN,2256
14,New Hampshire,NaN,859
15,North Carolina,NaN,6661
16,New Jersey,NaN,7404
17,Colorado,NaN,7463
18,Maryland,NaN,1715
19,Nevada,NaN,542
20,Tennessee,NaN,1331
21,Hawaii,NaN,413
22,Indiana,NaN,1005
23,Kentucky,NaN,16740
24,Minnesota,NaN,2252
25,Oklahoma,NaN,845
26,Pennsylvania,NaN,4354
27,South Carolina,NaN,1311
28,District of Columbia,NaN,0
29,Kansas,NaN,319
30,Missouri,NaN,4266
31,Vermont,NaN,1073
32,Virginia,NaN,4699
33,Connecticut,NaN,3568
34,Iowa,NaN,712
35,Louisiana,NaN,676
36,Ohio,NaN,3207
37,Michigan,NaN,5966
38,South Dakota,NaN,141
39,Arkansas,NaN,1715
40,Delaware,NaN,746
41,Mississippi,NaN,593
42,New Mexico,NaN,868
43,North Dakota,NaN,34
44,Wyoming,NaN,112
45,Alaska,NaN,1150
46,Maine,NaN,836
47,Alabama,NaN,582
48,Idaho,NaN,534
49,Montana,NaN,366
50,Puerto Rico,NaN,1554
51,Virgin Islands,NaN,95
52,Guam,NaN,169
53,West Virginia,NaN,327
54,Northern Mariana Islands,NaN,6
55,American Samoa,NaN,1706
