,State,676,682
0,Washington,NaN,110
1,Illinois,NaN,176
2,California,NaN,286
3,Arizona,NaN,330
4,Massachusetts,NaN,101
5,Wisconsin,NaN,106
6,Texas,NaN,461
7,Nebraska,NaN,16
8,Utah,NaN,49
9,Oregon,NaN,448
10,Florida,NaN,0
11,New York,NaN,177
12,Rhode Island,NaN,4
13,Georgia,NaN,615
14,New Hampshire,NaN,38
15,North Carolina,NaN,136
16,New Jersey,NaN,125
17,Colorado,NaN,177
18,Maryland,NaN,72
19,Nevada,NaN,40
20,Tennessee,NaN,231
21,Hawaii,NaN,9
22,Indiana,NaN,343
23,Kentucky,NaN,410
24,Minnesota,NaN,173
25,Oklahoma,NaN,72
26,Pennsylvania,NaN,154
27,South Carolina,NaN,71
28,District of Columbia,NaN,0
29,Kansas,NaN,7
30,Missouri,NaN,140
31,Vermont,NaN,0
32,Virginia,NaN,113
33,Connecticut,NaN,32
34,Iowa,NaN,56
35,Louisiana,NaN,25
36,Ohio,NaN,659
37,Michigan,NaN,602
38,South Dakota,NaN,22
39,Arkansas,NaN,33
40,Delaware,NaN,15
41,Mississippi,NaN,28
42,New Mexico,NaN,89
43,North Dakota,NaN,27
44,Wyoming,NaN,0
45,Alaska,NaN,53
46,Maine,NaN,83
47,Alabama,NaN,39
48,Idaho,NaN,39
49,Montana,NaN,117
50,Puerto Rico,NaN,10
51,Virgin Islands,NaN,0
52,Guam,NaN,0
53,West Virginia,NaN,135
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
