,State,697,703
0,Washington,NaN,71
1,Illinois,NaN,346
2,California,NaN,398
3,Arizona,NaN,792
4,Massachusetts,NaN,205
5,Wisconsin,NaN,266
6,Texas,NaN,425
7,Nebraska,NaN,22
8,Utah,NaN,62
9,Oregon,NaN,280
10,Florida,NaN,178
11,New York,NaN,389
12,Rhode Island,NaN,44
13,Georgia,NaN,117
14,New Hampshire,NaN,51
15,North Carolina,NaN,149
16,New Jersey,NaN,152
17,Colorado,NaN,199
18,Maryland,NaN,0
19,Nevada,NaN,51
20,Tennessee,NaN,372
21,Hawaii,NaN,20
22,Indiana,NaN,440
23,Kentucky,NaN,98
24,Minnesota,NaN,278
25,Oklahoma,NaN,182
26,Pennsylvania,NaN,620
27,South Carolina,NaN,85
28,District of Columbia,NaN,7
29,Kansas,NaN,103
30,Missouri,NaN,855
31,Vermont,NaN,19
32,Virginia,NaN,234
33,Connecticut,NaN,110
34,Iowa,NaN,190
35,Louisiana,NaN,37
36,Ohio,NaN,626
37,Michigan,NaN,933
38,South Dakota,NaN,37
39,Arkansas,NaN,135
40,Delaware,NaN,27
41,Mississippi,NaN,24
42,New Mexico,NaN,134
43,North Dakota,NaN,44
44,Wyoming,NaN,17
45,Alaska,NaN,51
46,Maine,NaN,80
47,Alabama,NaN,85
48,Idaho,NaN,47
49,Montana,NaN,53
50,Puerto Rico,NaN,13
51,Virgin Islands,NaN,1
52,Guam,NaN,2
53,West Virginia,NaN,43
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
