,State,670,675,682,689,696
0,Washington,NaN,11680,11206,11497,11928
1,Illinois,NaN,29985,35233,36834,37307
2,California,NaN,34166,34886,35588,36325
3,Arizona,NaN,27118,28813,29744,29348
4,Massachusetts,NaN,16755,22123,25181,27029
5,Wisconsin,NaN,24688,27218,26284,27445
6,Texas,NaN,23910,25281,27544,30478
7,Nebraska,NaN,6923,6846,6764,6765
8,Utah,NaN,11134,10995,10865,10633
9,Oregon,NaN,5457,5265,5205,5374
10,Florida,NaN,10697,12397,13771,13806
11,New York,NaN,45033,51015,50745,53069
12,Rhode Island,NaN,3106,3423,3784,4277
13,Georgia,NaN,8250,8602,9545,10100
14,New Hampshire,NaN,6168,6611,6310,5731
15,North Carolina,NaN,13426,14075,14762,15569
16,New Jersey,NaN,14329,17752,19138,21243
17,Colorado,NaN,22394,21531,21797,22001
18,Maryland,NaN,6473,7301,7552,8353
19,Nevada,NaN,4372,4491,4572,4746
20,Tennessee,NaN,9464,10758,11722,13132
21,Hawaii,NaN,886,987,1110,1324
22,Indiana,NaN,19158,21760,21412,21679
23,Kentucky,NaN,10257,10494,10601,10235
24,Minnesota,NaN,29478,30491,31007,28992
25,Oklahoma,NaN,6125,6227,6448,6551
26,Pennsylvania,NaN,39574,43036,41694,41390
27,South Carolina,NaN,4739,4667,4646,5557
28,District of Columbia,NaN,671,711,727,658
29,Kansas,NaN,8208,9224,9073,9280
30,Missouri,NaN,17080,21641,24454,27632
31,Vermont,NaN,2627,2810,2947,2775
32,Virginia,NaN,10673,11167,11254,13657
33,Connecticut,NaN,5040,5773,6839,8726
34,Iowa,NaN,9567,10366,10596,10366
35,Louisiana,NaN,2903,3369,3330,3853
36,Ohio,NaN,38123,41801,37973,40691
37,Michigan,NaN,63826,79218,74874,63592
38,South Dakota,NaN,2964,3167,3273,3342
39,Arkansas,NaN,4279,5085,5806,5933
40,Delaware,NaN,2350,2265,1930,2218
41,Mississippi,NaN,2262,2362,2468,2708
42,New Mexico,NaN,10047,10025,9894,9978
43,North Dakota,NaN,3258,3113,2970,2902
44,Wyoming,NaN,1709,1568,1507,1503
45,Alaska,NaN,2609,2239,2087,1951
46,Maine,NaN,4188,4997,4970,5002
47,Alabama,NaN,3331,3368,3550,3718
48,Idaho,NaN,2921,2520,2147,2402
49,Montana,NaN,3549,3269,3071,2961
50,Puerto Rico,NaN,862,897,945,1020
51,Virgin Islands,NaN,79,77,74,69
52,Guam,NaN,143,104,76,59
53,West Virginia,NaN,5801,5796,5629,5561
54,Northern Mariana Islands,NaN,40,45,52,59
55,American Samoa,NaN,0,0,0,0
