,State,186,192,199,206,213,220
0,Washington,52635,6262,7579,8984,10069,10583
1,Illinois,172663,11043,14000,17357,20324,22061
2,California,452288,67264,79178,88619,91605,88121
3,Arizona,162014,13232,12538,11670,10535,9235
4,Massachusetts,110037,2527,3547,5225,7299,9142
5,Wisconsin,48827,7951,9160,10108,10633,10692
6,Texas,394084,59319,63444,64239,61435,56040
7,Nebraska,24618,1936,2232,2488,2624,2628
8,Utah,37973,4638,5003,5217,5227,5036
9,Oregon,16758,4212,4912,5520,5981,6223
10,Florida,423855,53160,53805,51813,47416,41577
11,New York,411736,9988,14320,20335,26267,30746
12,Rhode Island,18224,32,47,81,135,177
13,Georgia,167953,22748,23659,23547,22622,21094
14,New Hampshire,6436,324,404,522,659,804
15,North Carolina,115718,17035,17529,17453,16898,15990
16,New Jersey,179363,2652,3111,3708,4357,4970
17,Colorado,44318,3989,5303,6728,7916,8662
18,Maryland,83748,4508,4772,4947,5012,4972
19,Nevada,42843,6274,6200,6101,5804,5285
20,Tennessee,93936,13325,13917,13978,13585,12807
21,Hawaii,1683,935,1291,1645,1945,2187
22,Indiana,62372,6709,7811,8785,9460,9790
23,Kentucky,27082,4819,6262,7602,8457,8691
24,Minnesota,51153,4745,5162,5486,5674,5698
25,Oklahoma,31285,8555,9519,10063,10129,9785
26,Pennsylvania,111745,8597,10425,13751,17806,21282
27,South Carolina,81199,12783,12441,11742,10805,9758
28,District of Columbia,11780,411,509,623,733,817
29,Kansas,25290,4638,5381,5911,6162,6120
30,Missouri,42160,7388,8681,9737,10385,10533
31,Vermont,1400,139,201,274,340,395
32,Virginia,84567,7472,9069,10661,11828,12309
33,Connecticut,48776,1108,1342,1626,1935,2207
34,Iowa,42357,4028,4438,4716,4794,4711
35,Louisiana,107574,10983,11767,12445,12145,10910
36,Ohio,84073,14472,17403,19996,21762,22452
37,Michigan,86661,8211,11205,14740,17837,19736
38,South Dakota,8395,546,529,518,494,466
39,Arkansas,38623,5522,5944,6134,6063,5739
40,Delaware,14290,796,854,896,914,913
41,Mississippi,52154,6871,7105,7033,6676,6142
42,New Mexico,19042,2723,3236,3852,4239,4303
43,North Dakota,5876,841,915,953,949,920
44,Wyoming,2475,414,505,591,657,688
45,Alaska,2525,881,1034,1167,1260,1300
46,Maine,3814,241,298,387,498,610
47,Alabama,79294,12848,12859,12393,11575,10564
48,Idaho,18178,4619,5147,5298,5056,4583
49,Montana,3341,883,1065,1225,1332,1369
50,Puerto Rico,15143,800,888,1122,1466,1772
51,Virgin Islands,352,9,13,18,24,30
52,Guam,337,17,18,19,20,21
53,West Virginia,5889,1079,1407,1878,2386,2741
54,Northern Mariana Islands,40,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
