,State,256,262,269,276,283,290
0,Washington,89874,3041,2692,2381,2104,1859
1,Illinois,304235,11949,11478,11015,10560,10116
2,California,832713,17263,15278,13515,11952,10566
3,Arizona,220754,3467,3481,3494,3505,3513
4,Massachusetts,134947,3860,4346,4890,5497,6172
5,Wisconsin,132663,17266,18372,19559,20720,21856
6,Texas,790194,26159,26305,26416,26500,26556
7,Nebraska,47807,3045,3213,3384,3556,3728
8,Utah,77618,7773,8491,9244,10029,10836
9,Oregon,34770,1824,1692,1568,1453,1346
10,Florida,716459,8774,7225,5948,4895,4028
11,New York,464582,10425,13425,17273,22194,28469
12,Rhode Island,25076,847,883,919,956,993
13,Georgia,322925,8088,7207,6418,5712,5081
14,New Hampshire,8645,444,541,660,804,979
15,North Carolina,217496,7596,7195,6809,6440,6087
16,New Jersey,208202,4598,5290,6081,6985,8014
17,Colorado,73054,3721,3562,3421,3281,3145
18,Maryland,127290,3792,3763,3733,3700,3665
19,Nevada,82100,2555,2560,2563,2564,2561
20,Tennessee,201210,7416,6557,5782,5096,4487
21,Hawaii,12804,628,548,478,416,363
22,Indiana,125146,6517,6555,6585,6608,6624
23,Kentucky,72617,4998,5084,5165,5240,5309
24,Minnesota,103826,6070,6261,6449,6634,6814
25,Oklahoma,90748,8367,8974,9598,10235,10879
26,Pennsylvania,168126,5214,5167,5118,5067,5014
27,South Carolina,151582,7691,7983,8272,8555,8829
28,District of Columbia,15519,243,225,208,193,179
29,Kansas,60980,4289,4395,4495,4589,4676
30,Missouri,134079,9683,9724,9747,9752,9739
31,Vermont,1785,32,31,30,29,28
32,Virginia,151870,6047,5913,5776,5639,5501
33,Connecticut,58297,1261,1336,1415,1497,1584
34,Iowa,92744,7225,7805,8406,9023,9649
35,Louisiana,168294,3062,2797,2554,2330,2125
36,Ohio,158907,6321,6129,5940,5753,5569
37,Michigan,141271,6100,6220,6337,6451,6563
38,South Dakota,24418,2691,2605,2516,2420,2321
39,Arkansas,87013,6880,7455,8053,8670,9300
40,Delaware,21243,678,677,675,673,670
41,Mississippi,100488,2213,1937,1695,1482,1295
42,New Mexico,30477,1037,870,735,620,523
43,North Dakota,23550,3715,4258,4843,5462,6100
44,Wyoming,6504,832,820,811,798,785
45,Alaska,9413,898,1031,1181,1351,1541
46,Maine,5519,244,261,279,299,320
47,Alabama,159169,4472,4042,3650,3293,2969
48,Idaho,43964,2469,2198,1976,1769,1583
49,Montana,14635,2394,2494,2515,2544,2564
50,Puerto Rico,50675,4424,4176,3971,3768,3576
51,Virgin Islands,1327,NaN,NaN,NaN,NaN,NaN
52,Guam,2617,NaN,NaN,NaN,NaN,NaN
53,West Virginia,16635,1404,1473,1543,1615,1688
54,Northern Mariana Islands,73,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
