,State,214,220,227,234,241,248
0,Washington,71012,3561,3198,2870,2576,2311
1,Illinois,221594,16987,19249,21769,24566,27653
2,California,669280,46924,44004,41217,38563,36043
3,Arizona,198103,3146,2113,1419,952,639
4,Massachusetts,118237,3266,3566,3892,4245,4626
5,Wisconsin,70462,4977,4764,4556,4354,4157
6,Texas,594035,41578,38158,34972,32011,29268
7,Nebraska,31889,2490,2710,2943,3191,3452
8,Utah,49115,2211,1980,1773,1586,1418
9,Oregon,24937,1896,1826,1758,1692,1627
10,Florida,600571,32279,27596,23564,20100,17131
11,New York,429737,4920,4968,5016,5063,5108
12,Rhode Island,21022,868,956,1051,1155,1267
13,Georgia,253949,19214,18071,16964,15898,14874
14,New Hampshire,7107,56,34,24,18,15
15,North Carolina,160106,8825,8202,7617,7068,6554
16,New Jersey,189494,2877,3004,3136,3273,3413
17,Colorado,55123,1880,1614,1384,1187,1018
18,Maryland,104102,3778,3355,2978,2642,2343
19,Nevada,65601,4329,3857,3432,3050,2708
20,Tennessee,143937,8739,7600,6603,5730,4969
21,Hawaii,6600,3163,4803,7253,10854,16031
22,Indiana,85932,6758,7041,7327,7614,7902
23,Kentucky,43066,4377,4475,4570,4662,4750
24,Minnesota,69584,4381,4289,4195,4100,4004
25,Oklahoma,53165,4189,3805,3452,3130,2835
26,Pennsylvania,133679,4502,4148,3821,3519,3240
27,South Carolina,111988,5598,4851,4199,3633,3140
28,District of Columbia,13590,380,352,326,302,279
29,Kansas,37658,3129,3155,3177,3196,3210
30,Missouri,75783,7261,6866,6485,6118,5766
31,Vermont,1557,63,68,73,79,85
32,Virginia,112960,6308,6006,5714,5433,5162
33,Connecticut,51519,958,1029,1103,1183,1269
34,Iowa,56446,3294,3241,3186,3128,3067
35,Louisiana,142943,4477,3418,2609,1990,1517
36,Ohio,114802,6731,6330,5949,5589,5248
37,Michigan,106808,5330,5425,5519,5610,5699
38,South Dakota,11276,827,913,1007,1109,1219
39,Arkansas,56574,3157,2743,2381,2065,1790
40,Delaware,16895,865,914,965,1018,1072
41,Mississippi,77894,4325,3695,3154,2689,2290
42,New Mexico,24396,860,724,610,513,432
43,North Dakota,9876,1010,1051,1092,1133,1173
44,Wyoming,3578,262,257,253,248,243
45,Alaska,4741,418,375,337,302,271
46,Maine,4336,87,79,72,65,59
47,Alabama,115060,6063,5152,4373,3709,3143
48,Idaho,29845,2697,2552,2412,2276,2145
49,Montana,6429,831,844,857,870,882
50,Puerto Rico,29896,4559,4884,5230,5597,5988
51,Virgin Islands,980,NaN,NaN,NaN,NaN,NaN
52,Guam,767,NaN,NaN,NaN,NaN,NaN
53,West Virginia,9273,744,703,663,625,590
54,Northern Mariana Islands,54,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
