,State,193,199,206,213,220,227
0,Washington,58173,8849,10650,12794,15335,18331
1,Illinois,183224,12988,15386,18197,21481,25300
2,California,512175,62434,60581,58672,56738,54783
3,Arizona,178467,17264,16041,14871,13756,12699
4,Massachusetts,112109,2436,2664,2912,3183,3476
5,Wisconsin,54924,9868,11933,14389,17292,20697
6,Texas,448145,58803,57932,56959,55878,54700
7,Nebraska,26702,2663,3249,3956,4802,5808
8,Utah,41175,4301,4343,4379,4407,4429
9,Oregon,19097,2663,2849,3045,3251,3469
10,Florida,487132,84052,87667,90996,93978,96556
11,New York,416298,5269,5420,5574,5730,5889
12,Rhode Island,19022,436,344,276,221,177
13,Georgia,193177,22570,21368,20173,19010,17879
14,New Hampshire,6634,69,57,47,39,32
15,North Carolina,128450,15355,16264,17194,18143,19105
16,New Jersey,182350,1480,1457,1435,1413,1391
17,Colorado,47709,6561,8482,10941,14074,18041
18,Maryland,90274,8296,10187,12479,15243,18555
19,Nevada,50205,10495,12202,14113,16225,18525
20,Tennessee,109627,25225,31026,37916,45975,55217
21,Hawaii,2242,535,735,1009,1384,1895
22,Indiana,67857,8244,10085,12311,14992,18201
23,Kentucky,31185,6889,9013,11757,15277,19752
24,Minnesota,55947,6430,7506,8747,10172,11802
25,Oklahoma,38225,8816,10695,12926,15553,18612
26,Pennsylvania,118033,8670,10013,11554,13316,15327
27,South Carolina,91788,12290,12314,12305,12262,12186
28,District of Columbia,12274,620,717,828,955,1100
29,Kansas,27871,5212,6321,7642,9208,11046
30,Missouri,52184,14234,19126,25580,33996,44805
31,Vermont,1426,69,77,86,95,107
32,Virginia,91782,10805,13153,15977,19357,23380
33,Connecticut,49810,1120,1306,1523,1775,2068
34,Iowa,45723,4310,4637,4980,5338,5711
35,Louisiana,119747,12389,11558,10770,10009,9282
36,Ohio,93031,10103,10504,10911,11322,11735
37,Michigan,91758,8369,10470,13079,16309,20292
38,South Dakota,8955,523,555,588,623,660
39,Arkansas,43810,7288,8183,9158,10209,11331
40,Delaware,14949,962,1048,1141,1239,1345
41,Mississippi,60553,12058,14510,17345,20568,24159
42,New Mexico,21016,2640,2984,3367,3792,4260
43,North Dakota,6660,751,764,776,788,798
44,Wyoming,2808,474,564,670,795,941
45,Alaska,3280,1442,2076,2974,4232,5966
46,Maine,3958,106,95,86,77,69
47,Alabama,91444,19668,23507,27912,32885,38390
48,Idaho,21110,4136,4414,4698,4984,5270
49,Montana,4193,542,491,444,402,363
50,Puerto Rico,18411,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,421,NaN,NaN,NaN,NaN,NaN
52,Guam,368,NaN,NaN,NaN,NaN,NaN
53,West Virginia,6858,1026,1093,1162,1236,1313
54,Northern Mariana Islands,45,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
