,State,340,346,353,360,367,374
0,Washington,236719,14360,13234,12174,11179,10250
1,Illinois,937909,44322,39729,35486,31597,28055
2,California,2156389,519218,701313,918858,1156715,1384011
3,Arizona,494337,43063,41515,39755,37819,35751
4,Massachusetts,352736,53556,62849,72795,83044,93099
5,Wisconsin,508580,17983,15373,13103,11141,9453
6,Texas,1690986,122805,129249,135249,140676,145403
7,Nebraska,161974,5653,4674,3855,3172,2606
8,Utah,264874,15697,14607,13519,12448,11408
9,Oregon,109725,6954,6206,5532,4924,4378
10,Florida,1271979,101672,113757,126350,139195,151970
11,New York,922145,78107,79301,80191,80667,80736
12,Rhode Island,82066,4075,3151,2427,1865,1431
13,Georgia,632299,69101,83209,99031,116227,134183
14,New Hampshire,40809,3961,3326,2796,2344,1962
15,North Carolina,516828,57803,66156,75053,84297,93617
16,New Jersey,461221,32496,32335,32034,31597,31033
17,Colorado,325018,17508,15163,13096,11283,9702
18,Maryland,267198,17272,16948,16576,16160,15706
19,Nevada,217509,12663,10892,9327,7963,6779
20,Tennessee,564080,82295,98060,114253,129640,142714
21,Hawaii,21350,814,835,855,876,896
22,Indiana,493841,37252,35268,33180,31032,28862
23,Kentucky,257062,17548,16203,14901,13651,12463
24,Minnesota,409061,13340,10325,7977,6155,4744
25,Oklahoma,279139,21654,21454,21113,20638,20042
26,Pennsylvania,613272,56768,52167,47694,43434,39405
27,South Carolina,296179,31017,36707,42991,49735,56724
28,District of Columbia,28202,2621,3016,3451,3921,4422
29,Kansas,212989,13087,12087,11111,10168,9267
30,Missouri,391946,18946,17308,15762,14312,12962
31,Vermont,7029,1667,2085,2597,3215,3951
32,Virginia,333576,33026,36680,40513,44465,48466
33,Connecticut,172743,12854,11687,10587,9559,8605
34,Iowa,275299,6724,5374,4288,3417,2719
35,Louisiana,299722,18634,18744,18760,18687,18524
36,Ohio,670525,58044,54046,50063,46144,42339
37,Michigan,516326,23978,20365,17261,14604,12338
38,South Dakota,97390,2903,2396,1971,1618,1325
39,Arkansas,214877,16322,16184,15974,15657,15247
40,Delaware,55057,5119,5051,4950,4822,4668
41,Mississippi,206388,19369,21545,23724,25832,27783
42,New Mexico,137968,8313,7354,6480,5691,4983
43,North Dakota,91464,1709,1290,972,731,550
44,Wyoming,43200,1377,1061,816,627,481
45,Alaska,45781,2135,1742,1418,1152,934
46,Maine,21880,4772,6001,7497,9290,11399
47,Alabama,345628,39285,45593,52191,58805,65081
48,Idaho,136215,8905,8577,8212,7819,7404
49,Montana,79780,3025,2525,2103,1748,1450
50,Puerto Rico,73227,7052,7658,8310,9010,9761
51,Virgin Islands,1979,NaN,NaN,NaN,NaN,NaN
52,Guam,7266,NaN,NaN,NaN,NaN,NaN
53,West Virginia,80710,8804,8796,8737,8627,8470
54,Northern Mariana Islands,122,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
