,State,389,395,402,409,416,423
0,Washington,328047,6508,5311,4275,3391,2649
1,Illinois,1162154,16175,13309,10779,8585,6722
2,California,3485841,45853,30944,20583,13482,8691
3,Arizona,797270,13123,9147,6273,4230,2804
4,Massachusetts,557777,12037,9141,6814,4978,3563
5,Wisconsin,607213,4999,3727,2735,1973,1398
6,Texas,2565258,64123,49019,36903,27386,20031
7,Nebraska,197236,2261,1829,1462,1153,899
8,Utah,361294,5306,4079,3100,2329,1729
9,Oregon,150281,3498,3023,2580,2174,1807
10,Florida,1827373,42037,34459,27880,22262,17541
11,New York,1539870,47392,38504,30820,24299,18868
12,Rhode Island,120821,2960,2503,2091,1725,1406
13,Georgia,964737,20734,15935,12063,8992,6598
14,New Hampshire,70785,1851,1432,1097,831,623
15,North Carolina,821894,24901,20491,16587,13200,10322
16,New Jersey,745987,20599,17169,14077,11347,8990
17,Colorado,413836,6267,5154,4189,3363,2666
18,Maryland,370983,6058,4630,3497,2610,1923
19,Nevada,288348,3313,2430,1757,1252,878
20,Tennessee,757418,10569,8196,6273,4737,3529
21,Hawaii,27058,380,301,236,182,139
22,Indiana,648875,7320,5405,3936,2823,1995
23,Kentucky,388798,9936,8029,6398,5026,3893
24,Minnesota,473567,4961,4309,3688,3109,2579
25,Oklahoma,413542,9932,8031,6384,4987,3828
26,Pennsylvania,896996,22798,19169,15884,12965,10421
27,South Carolina,487293,18439,15716,13153,10806,8713
28,District of Columbia,38918,806,647,512,400,308
29,Kansas,288475,3423,2473,1766,1245,867
30,Missouri,487338,4910,3700,2752,2020,1461
31,Vermont,13677,953,925,887,839,781
32,Virginia,549999,17804,14450,11525,9025,6933
33,Connecticut,267337,5033,3730,2723,1957,1384
34,Iowa,329258,3743,3015,2385,1851,1409
35,Louisiana,419891,7687,6035,4677,3576,2698
36,Ohio,939350,17719,14100,11062,8553,6514
37,Michigan,628956,7477,6053,4836,3810,2959
38,South Dakota,110315,672,519,395,297,220
39,Arkansas,313028,6577,5221,4070,3113,2334
40,Delaware,83003,1929,1529,1193,914,689
41,Mississippi,287436,4508,3392,2514,1835,1317
42,New Mexico,180571,2265,1698,1252,907,646
43,North Dakota,98597,285,206,146,103,71
44,Wyoming,53136,636,508,398,307,233
45,Alaska,56405,699,551,425,321,238
46,Maine,42529,1137,849,627,458,330
47,Alabama,480931,6032,3877,2461,1540,950
48,Idaho,167483,1488,1104,810,587,419
49,Montana,97401,1326,1089,880,699,545
50,Puerto Rico,97609,1381,1059,805,606,451
51,Virgin Islands,2524,NaN,NaN,NaN,NaN,NaN
52,Guam,7689,NaN,NaN,NaN,NaN,NaN
53,West Virginia,127588,2416,1798,1317,950,674
54,Northern Mariana Islands,134,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
