,State,298,304,311,318,325,332
0,Washington,130040,19401,30457,47449,73087,110627
1,Illinois,573616,111731,148483,193596,246190,303235
2,California,1032095,56919,68230,81591,97290,115613
3,Arizona,275436,19298,24753,31587,40042,50337
4,Massachusetts,188275,23148,32011,43938,59695,79978
5,Wisconsin,329924,53391,60436,67418,73982,79730
6,Texas,1073590,68606,78006,88374,99712,111987
7,Nebraska,98161,19216,24585,30824,37678,44638
8,Utah,153808,25257,31767,39348,47821,56784
9,Oregon,56880,10064,14951,22077,32308,46664
10,Florida,885201,45315,52766,61233,70779,81440
11,New York,560200,40485,58406,83806,119377,168284
12,Rhode Island,41529,6416,8260,10506,13159,16165
13,Georgia,424989,17959,20568,23496,26759,30373
14,New Hampshire,14682,3043,4792,7498,11614,17714
15,North Carolina,312235,19108,20296,21506,22730,23959
16,New Jersey,279274,28652,38880,52389,69927,92163
17,Colorado,163417,39952,55273,75273,100327,129923
18,Maryland,165930,15819,22646,32203,45387,63164
19,Nevada,120183,11393,13688,16340,19359,22729
20,Tennessee,310937,31495,39209,48396,59103,71247
21,Hawaii,16759,546,526,507,488,469
22,Indiana,251597,44081,56179,70692,87536,106251
23,Kentucky,137586,16435,18703,21164,23798,26569
24,Minnesota,223581,45561,60031,77769,98554,121440
25,Oklahoma,154128,19731,25946,33749,43315,54637
26,Pennsylvania,268696,42612,58734,80365,108861,145463
27,South Carolina,195507,7150,7181,7200,7208,7203
28,District of Columbia,18977,1102,1377,1716,2131,2634
29,Kansas,117564,23157,31040,40892,52651,65813
30,Missouri,244541,37736,47831,59913,73934,89566
31,Vermont,2889,855,1625,3069,5733,10496
32,Virginia,201960,10987,11907,12881,13908,14987
33,Connecticut,88645,13163,17756,23765,31473,41102
34,Iowa,186314,48482,69468,95591,124370,150314
35,Louisiana,204513,6001,6329,6663,7004,7348
36,Ohio,298096,53844,71821,94884,123770,158788
37,Michigan,275792,61311,84501,114868,153240,199352
38,South Dakota,65381,12093,13941,15698,17208,18313
39,Arkansas,133040,11419,12986,14683,16492,18385
40,Delaware,28803,2147,2613,3168,3824,4589
41,Mississippi,134309,7050,7592,8149,8716,9287
42,New Mexico,64201,13024,16856,21549,27115,33445
43,North Dakota,63796,12623,14718,16651,18202,19157
44,Wyoming,22494,6160,7918,9962,12200,14451
45,Alaska,23814,4825,5974,7307,8807,10426
46,Maine,8944,2588,4582,8058,13996,23801
47,Alabama,217822,12919,13984,15081,16199,17326
48,Idaho,82245,11118,12982,15002,17131,19296
49,Montana,47158,7791,8631,9459,10244,10951
50,Puerto Rico,42479,4619,5367,6233,7234,8389
51,Virgin Islands,1434,NaN,NaN,NaN,NaN,NaN
52,Guam,5924,NaN,NaN,NaN,NaN,NaN
53,West Virginia,33659,5153,6321,7715,9360,11272
54,Northern Mariana Islands,102,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
