,State,242,248,255,262,269,276
0,Washington,82548,2101,1862,1649,1461,1293
1,Illinois,276443,11804,11101,10430,9792,9185
2,California,786168,21701,19193,16967,14992,13242
3,Arizona,214021,4419,4746,5094,5462,5851
4,Massachusetts,127540,3166,3296,3430,3567,3708
5,Wisconsin,101227,8589,9489,10462,11509,12628
6,Texas,713007,23216,20660,18372,16327,14501
7,Nebraska,41083,2632,2778,2928,3079,3232
8,Utah,63772,4841,5664,6611,7694,8927
9,Oregon,30801,1231,1143,1062,986,915
10,Florida,683754,12152,9945,8135,6653,5439
11,New York,449900,4746,4752,4756,4758,4760
12,Rhode Island,23620,848,894,942,991,1041
13,Georgia,306155,10514,9425,8442,7555,6756
14,New Hampshire,7947,347,436,547,685,858
15,North Carolina,199085,7840,7399,6978,6576,6193
16,New Jersey,199762,2945,3042,3141,3241,3343
17,Colorado,64837,2294,2329,2363,2397,2430
18,Maryland,120156,4479,4647,4817,4989,5162
19,Nevada,75804,1820,1536,1296,1093,922
20,Tennessee,183514,6674,5994,5377,4820,4318
21,Hawaii,11403,1032,946,866,792,725
22,Indiana,111505,6788,6897,6999,7095,7183
23,Kentucky,61542,4717,4796,4869,4938,5001
24,Minnesota,90017,3778,3441,3133,2851,2592
25,Oklahoma,76807,6497,6829,7163,7497,7828
26,Pennsylvania,154867,4883,4790,4696,4603,4509
27,South Carolina,137708,7343,7721,8103,8489,8874
28,District of Columbia,14955,266,244,225,206,190
29,Kansas,52700,4137,4262,4384,4502,4614
30,Missouri,114170,8875,8847,8804,8747,8676
31,Vermont,1715,38,37,36,35,34
32,Virginia,140395,6475,6365,6252,6135,6016
33,Connecticut,55527,1060,1116,1175,1236,1300
34,Iowa,80410,6187,6729,7299,7895,8512
35,Louisiana,161219,3570,3243,2944,2671,2421
36,Ohio,144309,6611,6405,6202,6002,5806
37,Michigan,128087,5794,5906,6016,6124,6229
38,South Dakota,18696,2470,2729,3002,3289,3586
39,Arkansas,75723,5924,6491,7093,7728,8392
40,Delaware,19566,589,576,563,550,537
41,Mississippi,93364,2724,2371,2063,1793,1557
42,New Mexico,27579,460,390,330,280,237
43,North Dakota,17958,2965,3479,4057,4697,5392
44,Wyoming,4872,260,257,253,250,247
45,Alaska,6822,421,400,380,361,343
46,Maine,5077,207,221,236,252,269
47,Alabama,144962,4835,4310,3838,3414,3036
48,Idaho,37491,1499,1355,1225,1106,998
49,Montana,10299,903,918,932,945,957
50,Puerto Rico,41838,2719,2778,2840,2901,2963
51,Virgin Islands,1269,NaN,NaN,NaN,NaN,NaN
52,Guam,2074,NaN,NaN,NaN,NaN,NaN
53,West Virginia,14062,1180,1227,1275,1325,1374
54,Northern Mariana Islands,68,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
