,State,270,276,283,290,297,304
0,Washington,98201,4799,5247,5730,6252,6814
1,Illinois,347631,25413,30137,35618,41934,49145
2,California,875692,23286,23514,23727,23925,24108
3,Arizona,231149,5362,5948,6591,7296,8065
4,Massachusetts,143660,5565,6388,7322,8382,9581
5,Wisconsin,166186,21111,22743,24383,26002,27572
6,Texas,854006,38577,43129,48121,53577,59508
7,Nebraska,58068,5963,6969,8103,9369,10760
8,Utah,94394,9717,10614,11544,12499,13464
9,Oregon,39532,2150,2001,1862,1732,1610
10,Florida,755020,14941,14291,13660,13047,12454
11,New York,484281,14688,18230,22595,27959,34525
12,Rhode Island,27691,1536,1829,2172,2571,3035
13,Georgia,340558,6321,5619,4991,4432,3934
14,New Hampshire,9625,716,881,1084,1331,1632
15,North Carolina,246028,14824,16505,18339,20331,22484
16,New Jersey,219647,7285,8652,10261,12151,14362
17,Colorado,85279,6961,8046,9282,10686,12273
18,Maryland,135657,3819,3799,3776,3750,3722
19,Nevada,90261,5747,7066,8659,10568,12835
20,Tennessee,228744,9506,8319,7321,6427,5638
21,Hawaii,14031,590,563,537,513,489
22,Indiana,147582,13213,15729,18663,22061,25960
23,Kentucky,87607,9085,10363,11784,13354,15074
24,Minnesota,122812,10210,11412,12722,14142,15669
25,Oklahoma,107299,9223,9813,10409,11006,11596
26,Pennsylvania,186754,12791,15556,18886,22882,27655
27,South Carolina,163990,6114,6094,6067,6030,5986
28,District of Columbia,16370,524,608,704,814,940
29,Kansas,70268,4499,4594,4682,4763,4836
30,Missouri,158955,14832,16735,18819,21076,23499
31,Vermont,1937,93,115,144,179,222
32,Virginia,166138,7751,8411,9117,9869,10667
33,Connecticut,62830,3706,4952,6602,8776,11624
34,Iowa,107334,8046,8598,9157,9716,10271
35,Louisiana,175781,2793,2578,2379,2194,2022
36,Ohio,181787,15297,19063,23702,29386,36303
37,Michigan,161105,13084,16111,19793,24249,29607
38,South Dakota,33269,5289,6221,7247,8344,9481
39,Arkansas,99066,6885,7246,7603,7954,8293
40,Delaware,23093,1068,1148,1232,1320,1412
41,Mississippi,110006,6848,8362,10168,12304,14799
42,New Mexico,36788,5026,7222,10318,14621,20481
43,North Dakota,31978,4636,5209,5800,6391,6963
44,Wyoming,9025,1631,1950,2320,2746,3228
45,Alaska,12038,1836,2324,2928,3668,4562
46,Maine,5937,266,284,302,321,342
47,Alabama,172626,9801,11191,12737,14447,16321
48,Idaho,53092,6622,8308,10352,12788,15631
49,Montana,22821,4120,4234,4356,4455,4535
50,Puerto Rico,57293,2530,2138,1808,1528,1291
51,Virgin Islands,1335,NaN,NaN,NaN,NaN,NaN
52,Guam,3538,NaN,NaN,NaN,NaN,NaN
53,West Virginia,20081,1434,1461,1488,1513,1537
54,Northern Mariana Islands,86,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
