,State,375,381,388,395,402,409
0,Washington,311597,11696,10708,9690,8652,7612
1,Illinois,1126301,25388,21735,18400,15394,12721
2,California,3324264,94730,65143,44297,29721,19657
3,Arizona,758404,35171,28854,23258,18415,14319
4,Massachusetts,524025,20851,16709,13247,10387,8051
5,Wisconsin,592140,9577,8072,6738,5564,4542
6,Texas,2376344,111992,99263,86636,74467,63043
7,Nebraska,190713,3336,2765,2269,1844,1484
8,Utah,346624,11469,10189,8934,7727,6592
9,Oregon,142416,4978,4442,3922,3422,2948
10,Florida,1721377,63619,55131,47166,39823,33171
11,New York,1419907,73574,63063,53273,44331,36321
12,Rhode Island,114438,4400,3858,3340,2856,2410
13,Georgia,909445,35490,28617,22681,17628,13413
14,New Hampshire,65695,3450,2870,2363,1925,1551
15,North Carolina,757526,34819,29682,24890,20479,16502
16,New Jersey,696829,32716,29887,26894,23813,20732
17,Colorado,396185,9002,7572,6302,5185,4216
18,Maryland,354473,11927,10045,8370,6892,5604
19,Nevada,278308,5757,4267,3128,2264,1616
20,Tennessee,727861,15045,11360,8499,6304,4636
21,Hawaii,26072,634,534,446,369,302
22,Indiana,626682,12859,9719,7257,5350,3889
23,Kentucky,362881,15297,12976,10862,8966,7295
24,Minnesota,461807,5606,4416,3449,2667,2041
25,Oklahoma,389472,14065,11579,9381,7478,5862
26,Pennsylvania,846046,32605,28412,24480,20842,17528
27,South Carolina,443386,24249,21165,18151,15278,12608
28,District of Columbia,36872,1545,1429,1303,1170,1034
29,Kansas,276956,6390,4804,3581,2642,1928
30,Missouri,473977,10365,9020,7776,6636,5603
31,Vermont,11965,1083,1091,1087,1069,1039
32,Virginia,504779,29706,26277,22885,19593,16464
33,Connecticut,250023,13380,12323,11149,9889,8586
34,Iowa,319408,5551,4647,3856,3170,2583
35,Louisiana,400626,12085,9794,7843,6201,4839
36,Ohio,895792,32884,28634,24621,20889,17479
37,Michigan,610138,11313,9394,7717,6263,5016
38,South Dakota,108250,1088,863,677,526,404
39,Arkansas,295268,10012,8302,6781,5444,4291
40,Delaware,78071,2975,2417,1933,1519,1171
41,Mississippi,275001,10578,9449,8316,7198,6121
42,New Mexico,174064,4590,3885,3236,2648,2126
43,North Dakota,97629,508,376,275,200,143
44,Wyoming,51912,941,773,627,503,398
45,Alaska,54351,1054,855,681,531,404
46,Maine,39324,2262,1823,1455,1149,897
47,Alabama,459639,12697,10178,8059,6293,4841
48,Idaho,162683,3415,2899,2438,2031,1673
49,Montana,93949,1807,1522,1269,1046,852
50,Puerto Rico,93624,2529,2059,1662,1330,1053
51,Virgin Islands,2398,NaN,NaN,NaN,NaN,NaN
52,Guam,7579,NaN,NaN,NaN,NaN,NaN
53,West Virginia,121001,4730,3835,3061,2404,1858
54,Northern Mariana Islands,132,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
