,State,291,297,304,311,318,325
0,Washington,117331,7234,8142,9153,10273,11510
1,Illinois,487987,76758,101640,132883,170848,214973
2,California,972713,39947,45120,50886,57293,64386
3,Arizona,259264,15051,19395,24892,31782,40310
4,Massachusetts,171399,13424,16892,21181,26440,32823
5,Wisconsin,281910,39227,44242,49381,54479,59334
6,Texas,1003478,57989,65724,74267,83636,93826
7,Nebraska,83969,14369,18561,23617,29478,35916
8,Utah,132621,18400,22714,27743,33451,39707
9,Oregon,50448,4076,4595,5173,5814,6523
10,Florida,843897,38869,45385,52839,61308,70857
11,New York,529036,19903,23474,27640,32482,38085
12,Rhode Island,36380,4799,6202,7943,10057,12547
13,Georgia,406061,13541,15075,16753,18579,20558
14,New Hampshire,12488,1389,1772,2257,2867,3631
15,North Carolina,293339,20027,22095,24312,26672,29165
16,New Jersey,254595,17088,21528,27024,33772,41969
17,Colorado,130984,26443,36313,49366,66190,87120
18,Maryland,153996,7573,8660,9884,11257,12789
19,Nevada,110022,8617,10151,11903,13883,16090
20,Tennessee,281851,22092,24687,27454,30369,33395
21,Hawaii,16179,528,506,485,464,445
22,Indiana,210374,31950,40538,50972,63369,77675
23,Kentucky,120838,13863,15753,17817,20045,22418
24,Minnesota,180862,28725,36945,47045,59149,73184
25,Oklahoma,136258,9707,10081,10437,10771,11078
26,Pennsylvania,235014,22521,27305,33008,39759,47685
27,South Carolina,185688,6662,6671,6669,6657,6636
28,District of Columbia,18001,662,742,831,929,1038
29,Kansas,104622,14585,19744,26441,34896,45173
30,Missouri,212869,22784,26418,30453,34865,39608
31,Vermont,2392,225,290,373,480,616
32,Virginia,192175,9815,10590,11409,12271,13175
33,Connecticut,78125,8432,10994,14268,18406,23559
34,Iowa,154778,28349,39980,55163,73824,94826
35,Louisiana,192981,3989,4034,4075,4113,4146
36,Ohio,250268,38817,51794,68636,90131,116948
37,Michigan,229073,41821,57504,78340,105388,139385
38,South Dakota,55404,10714,12706,14746,16688,18349
39,Arkansas,121866,7722,8030,8323,8598,8850
40,Delaware,26603,1217,1290,1365,1442,1520
41,Mississippi,126689,6505,7023,7559,8109,8669
42,New Mexico,54881,10106,13234,17163,21979,27696
43,North Dakota,54305,11050,13368,15733,17922,19663
44,Wyoming,17310,4168,5279,6595,8100,9739
45,Alaska,19826,3870,4840,5995,7336,8845
46,Maine,7693,1793,3451,6605,12504,23185
47,Alabama,204665,11907,12934,14002,15103,16224
48,Idaho,72961,9817,11629,13649,15846,18164
49,Montana,39679,7509,8547,9623,10702,11740
50,Puerto Rico,38100,5924,6654,7469,8378,9390
51,Virgin Islands,1405,NaN,NaN,NaN,NaN,NaN
52,Guam,5077,NaN,NaN,NaN,NaN,NaN
53,West Virginia,28404,3823,4612,5545,6639,7907
54,Northern Mariana Islands,100,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
