,County,278,283,290
0,01001,2074,32,20
1,01003,6694,654,589
2,01005,1033,78,85
3,01007,843,0,0
4,01009,1942,33,20
5,01011,649,,0
6,01013,1013,0,0
7,01015,4621,65,36
8,01017,1352,2,0
9,01019,745,15,9
10,01021,1893,21,15
11,01023,392,0,0
12,01025,1353,199,214
13,01027,749,8,5
14,01029,573,9,6
15,01031,1795,30,19
16,01033,2041,0,12
17,01035,561,21,24
18,01037,205,0,0
19,01039,1755,4,4
20,01041,609,8,4
21,01043,2508,75,62
22,01045,1772,28,16
23,01047,1872,0,0
24,01049,3461,15,24
25,01051,3227,22,20
26,01053,1730,0,1
27,01055,4312,58,32
28,01057,584,9,6
29,01059,2061,18,10
30,01061,916,26,26
31,01063,346,,0
32,01065,777,36,36
33,01067,719,1,0
34,01069,4180,0,0
35,01071,2175,30,19
36,01073,23443,16,0
37,01075,506,8,5
38,01077,2313,0,0
39,01079,861,19,12
40,01081,6550,94,33
41,01083,2893,55,23
42,01085,714,,0
43,01087,537,0,0
44,01089,9394,212,40
45,01091,1025,1,0
46,01093,1097,40,43
47,01095,4411,127,153
48,01097,16934,14812,18247
49,01099,648,21,24
50,01101,10298,4,0
51,01103,4182,68,44
52,01105,593,,21
53,01107,860,0,0
54,01109,1344,0,0
55,01111,829,13,8
56,01113,1953,6,4
57,01115,2999,,NaN
58,01117,7436,85,66
59,01119,473,,2
60,01121,2674,0,0
61,01123,1330,5,9
62,01125,10414,119,87
63,01127,2823,85,91
64,01129,749,603,760
65,01131,570,,12
66,01133,937,13,9
67,02013,16,,3
68,02016,97,,4
69,02020,7454,644,586
70,02050,393,131,91
71,02060,0,,1
72,02068,25,,NaN
73,02070,51,,2
74,02090,2079,26,70
75,02100,12,,1
76,02105,0,,NaN
77,02110,526,23,32
78,02122,914,113,137
79,02130,81,,NaN
80,02150,97,6,0
81,02158,192,,NaN
82,02164,104,,12
83,02170,1165,194,237
84,02180,129,,23
85,02185,251,,4
86,02188,234,,2
87,02195,17,,NaN
88,02198,35,,NaN
89,02220,75,,7
90,02230,8,,NaN
91,02240,73,,0
92,02261,161,,4
93,02275,19,,NaN
94,02282,36,,NaN
95,02290,112,,NaN
96,04001,3885,2,15
97,04003,2121,104,98
98,04005,5090,220,178
99,04007,1863,28,19
100,04009,1151,44,35
101,04011,102,,171
102,04012,613,12,12
103,04013,154722,6947,5897
104,04015,4272,92,119
105,04017,6307,21,0
106,04019,27575,440,495
107,04021,11743,548,717
108,04023,2981,21,27
109,04025,2893,179,162
110,04027,13646,842,665
111,05001,668,31,31
112,05003,537,52,55
113,05005,658,65,67
114,05007,8098,332,337
115,05009,1032,21,18
116,05011,369,0,0
117,05013,49,,1
118,05015,992,16,12
119,05017,1049,,0
120,05019,495,13,6
121,05021,482,6,6
122,05023,455,12,16
123,05025,233,,93
124,05027,696,33,35
125,05029,344,0,5
126,05031,4472,0,14
127,05033,2018,228,220
128,05035,2367,159,160
129,05037,579,10,5
130,05039,179,,6
131,05041,410,,0
132,05043,429,22,23
133,05045,3320,34,29
134,05047,522,90,87
135,05049,319,7,6
136,05051,2448,399,410
137,05053,360,4,7
138,05055,1466,352,319
139,05057,547,0,2
140,05059,2203,116,122
141,05061,578,46,47
142,05063,1457,98,100
143,05065,556,8,6
144,05067,750,22,18
145,05069,4160,137,131
146,05071,1013,111,109
147,05073,170,,22
148,05075,808,67,69
149,05077,1110,,3
150,05079,2306,,0
151,05081,447,41,42
152,05083,592,3,3
153,05085,1723,35,42
154,05087,426,20,22
155,05089,151,7,7
156,05091,1419,358,312
157,05093,2267,0,0
158,05095,212,,0
159,05097,182,,2
160,05099,299,25,24
161,05101,306,,4
162,05103,377,0,2
163,05105,137,,9
164,05107,741,0,0
165,05109,266,22,23
166,05111,1039,14,10
167,05113,354,12,9
168,05115,2707,37,22
169,05117,207,5,4
170,05119,11830,356,416
171,05121,640,10,8
172,05123,1750,,NaN
173,05125,2790,204,226
174,05127,213,77,60
175,05129,198,,106
176,05131,4820,20,24
177,05133,1341,8,0
178,05135,358,42,40
179,05137,398,39,40
180,05139,1120,0,0
181,05141,209,6,4
182,05143,11392,0,0
183,05145,1452,244,258
184,05147,116,,1
185,05149,1339,12,9
186,06001,23391,1598,1884
187,06003,3,,0
188,06005,330,31,38
189,06007,3087,66,105
190,06009,342,7,13
191,06011,550,7,11
192,06013,18694,358,483
193,06015,178,21,25
194,06017,1328,3,38
195,06019,30858,1604,1963
196,06021,657,14,15
197,06023,567,20,41
198,06025,12882,178,145
199,06027,227,125,130
200,06029,33881,430,232
201,06031,8246,45,64
202,06033,695,12,18
203,06035,766,15,22
204,06037,300614,49588,44707
205,06039,5020,310,327
206,06041,7089,154,117
207,06043,78,8,7
208,06045,1129,52,19
209,06047,9465,90,111
210,06049,29,,16
211,06051,180,8,6
212,06053,11399,189,215
213,06055,1962,140,156
214,06057,616,59,48
215,06059,58725,1528,1940
216,06061,4178,462,461
217,06063,68,9,10
218,06065,66732,3637,4023
219,06067,25445,1979,2567
220,06069,1442,162,204
221,06071,62774,600,494
222,06073,54941,1825,2258
223,06075,12152,250,476
224,06077,21630,308,377
225,06079,4141,121,173
226,06081,11149,248,374
227,06083,9814,381,425
228,06085,24313,1831,2041
229,06087,2802,162,125
230,06089,1889,107,38
231,06091,6,,1
232,06093,193,38,52
233,06095,7384,266,102
234,06097,9402,611,649
235,06099,17686,308,362
236,06101,1837,57,18
237,06103,880,274,259
238,06105,26,24,23
239,06107,17495,205,227
240,06109,271,49,62
241,06111,14300,292,366
242,06113,3207,93,109
243,06115,1293,72,72
244,08001,13724,,NaN
245,08003,307,19,23
246,08005,12481,593,666
247,08007,66,,23
248,08009,30,,28
249,08011,15,,14
250,08013,5454,,NaN
251,08014,930,,NaN
252,08015,393,73,70
253,08017,15,,10
254,08019,70,,21
255,08021,66,,3
256,08023,36,,11
257,08025,91,,2
258,08027,20,,2
259,08029,201,15,22
260,08031,17787,1081,870
261,08033,3,,1
262,08035,3868,182,253
263,08037,1426,228,245
264,08039,215,15,25
265,08041,9898,1194,1234
266,08043,669,28,24
267,08045,1153,121,127
268,08047,28,,37
269,08049,149,9,7
270,08051,306,,12
271,08053,3,,0
272,08055,33,,3
273,08057,9,,1
274,08059,8333,,NaN
275,08061,4,,0
276,08063,130,,112
277,08065,133,,6
278,08067,354,10,26
279,08069,4013,401,350
280,08071,70,18,16
281,08073,24,,2
282,08075,1213,119,96
283,08077,1357,87,110
284,08079,21,,0
285,08081,62,24,27
286,08083,200,41,47
287,08085,463,150,133
288,08087,854,27,33
289,08089,138,15,19
290,08091,38,,19
291,08093,92,4,6
292,08095,48,,18
293,08097,278,,8
294,08099,172,160,169
295,08101,1982,259,249
296,08103,28,,6
297,08105,121,,8
298,08107,204,10,11
299,08109,135,,19
300,08111,11,,1
301,08113,102,,2
302,08115,40,,11
303,08117,678,160,156
304,08119,220,30,33
305,08121,96,,22
306,08123,6004,,NaN
307,08125,213,,5
308,09001,22893,614,733
309,09003,17516,691,531
310,09005,2192,108,127
311,09007,1937,96,115
312,09009,16594,438,480
313,09011,3660,57,6
314,09013,1724,115,108
315,09015,1394,54,82
316,10001,3447,107,84
317,10003,12776,446,321
318,10005,7854,221,209
319,11001,NaN,413,487
320,12001,10114,67,34
321,12003,1752,41,44
322,12005,6667,409,339
323,12007,1222,0,0
324,12009,11083,677,687
325,12011,83962,3066,3107
326,12013,702,8,7
327,12015,3553,132,143
328,12017,3178,290,342
329,12019,5966,177,191
330,12021,14135,400,378
331,12023,4214,41,6
332,12027,1654,43,39
333,12029,886,18,18
334,12031,34462,2278,2258
335,12033,13328,431,463
336,12035,2085,57,31
337,12037,755,73,55
338,12039,3053,3,0
339,12041,604,14,10
340,12043,597,8,2
341,12045,935,0,2
342,12047,901,36,42
343,12049,1582,16,10
344,12051,2199,51,55
345,12053,3629,89,111
346,12055,2576,86,84
347,12057,47080,1318,1298
348,12059,886,52,51
349,12061,3737,197,198
350,12063,3102,3,0
351,12065,661,85,77
352,12067,1273,,7
353,12069,8479,303,288
354,12071,22887,478,518
355,12073,12060,0,0
356,12075,1124,9,0
357,12077,533,,21
358,12079,1075,13,11
359,12081,13023,350,301
360,12083,10706,87,170
361,12085,5296,72,110
362,12086,182523,3170,3199
363,12087,2199,87,80
