,County,347,353,360,367,374
0,01001,4305,124,63,54,40
1,01003,14064,815,981,825,959
2,01005,1530,121,109,128,116
3,01007,1882,130,130,132,132
4,01009,4746,287,302,327,339
5,01011,900,90,164,98,141
6,01013,1546,95,77,57,60
7,01015,9731,584,757,713,729
8,01017,2402,142,193,195,227
9,01019,1438,93,88,78,85
10,01021,3032,147,180,231,211
11,01023,493,17,13,12,18
12,01025,2461,142,139,305,331
13,01027,1158,53,50,52,49
14,01029,1048,68,55,55,60
15,01031,3723,229,235,202,258
16,01033,4766,317,322,309,291
17,01035,866,26,36,27,23
18,01037,525,34,29,38,36
19,01039,2955,139,127,138,153
20,01041,968,36,35,32,20
21,01043,7258,457,481,506,491
22,01045,3423,162,202,186,201
23,01047,2837,148,195,201,256
24,01049,7022,206,416,101,74
25,01051,6671,420,491,351,445
26,01053,2719,176,153,160,195
27,01055,10324,543,439,277,276
28,01057,1460,95,99,108,100
29,01059,3336,153,155,168,170
30,01061,1732,82,92,101,99
31,01063,688,26,23,41,33
32,01065,1501,73,59,41,32
33,01067,1296,86,88,75,79
34,01069,7525,489,517,428,470
35,01071,5254,256,311,277,357
36,01073,54012,3470,3633,3925,3984
37,01075,1074,67,68,58,70
38,01077,6682,454,437,428,387
39,01079,2115,161,162,156,154
40,01081,10560,505,565,548,582
41,01083,7037,414,504,474,545
42,01085,962,31,25,28,29
43,01087,1021,48,51,56,57
44,01089,23364,1460,1855,1894,1839
45,01091,1830,37,15,15,23
46,01093,2152,135,129,155,167
47,01095,9314,306,382,293,286
48,01097,26677,1254,1329,1412,1422
49,01099,1233,53,69,68,80
50,01101,16446,659,524,556,370
51,01103,10974,743,816,768,766
52,01105,887,39,35,28,33
53,01107,1774,112,123,99,114
54,01109,2037,147,185,181,197
55,01111,1276,44,46,45,43
56,01113,2866,228,249,330,315
57,01115,6752,,,,NaN
58,01117,16186,794,847,691,545
59,01119,865,45,47,44,65
60,01121,5274,262,355,365,356
61,01123,2411,120,123,117,125
62,01125,19043,1100,1143,1161,1147
63,01127,5374,352,345,326,321
64,01129,1224,61,58,59,64
65,01131,896,44,35,42,35
66,01133,2031,121,130,125,120
67,02013,39,4,0,0,2
68,02016,209,1,11,4,11
69,02020,23281,730,908,690,582
70,02050,2676,213,209,136,34
71,02060,0,0,0,0,0
72,02068,60,,,,NaN
73,02070,126,3,1,3,1
74,02090,5048,175,215,180,183
75,02100,22,0,3,2,4
76,02105,0,,,,NaN
77,02110,1059,47,48,42,33
78,02122,3658,99,127,90,100
79,02130,245,,,,NaN
80,02150,931,46,173,125,86
81,02158,877,,,,NaN
82,02164,160,0,3,1,3
83,02170,6527,239,346,453,831
84,02180,280,12,9,9,8
85,02185,824,56,87,61,45
86,02188,405,18,9,9,10
87,02195,31,,,,NaN
88,02198,72,,,,NaN
89,02220,270,8,9,8,8
90,02230,17,,,,NaN
91,02240,407,23,11,7,10
92,02261,360,8,13,9,10
93,02275,25,,,,NaN
94,02282,54,,,,NaN
95,02290,209,,,,NaN
96,04001,7758,289,309,416,463
97,04003,7873,621,735,782,415
98,04005,11691,695,647,823,778
99,04007,4684,299,340,346,374
100,04009,3414,199,222,286,298
101,04011,415,30,30,25,23
102,04012,1609,128,135,136,102
103,04013,342994,23551,24985,23462,17694
104,04015,13590,1105,1373,1274,1310
105,04017,11865,686,770,640,871
106,04019,74108,4936,6622,6539,4905
107,04021,29093,2585,2788,2223,1494
108,04023,6262,342,395,376,374
109,04025,12107,1089,739,629,579
110,04027,28921,2438,2307,1987,1870
111,05001,1338,72,81,67,65
112,05003,1311,75,86,91,90
113,05005,2182,167,149,109,106
114,05007,18801,849,1095,1055,1092
115,05009,2647,173,186,212,138
116,05011,975,42,52,36,26
117,05013,244,,,,NaN
118,05015,2123,89,108,119,112
119,05017,1432,49,48,54,43
120,05019,1419,67,74,71,78
121,05021,1343,98,87,92,81
122,05023,1326,62,65,58,74
123,05025,583,26,32,30,24
124,05027,1597,81,85,88,113
125,05029,1414,85,86,100,87
126,05031,10299,556,673,593,533
127,05033,4648,252,315,261,261
128,05035,4421,202,161,128,151
129,05037,1465,59,69,66,78
130,05039,495,18,24,11,6
131,05041,977,35,49,38,53
132,05043,1505,93,145,177,94
133,05045,7991,333,463,491,515
134,05047,1131,73,72,73,59
135,05049,911,61,40,43,45
136,05051,5984,332,378,413,383
137,05053,1117,66,66,25,34
138,05055,4523,141,184,136,135
139,05057,1269,71,74,58,66
140,05059,3709,186,168,176,163
141,05061,1124,53,56,45,50
142,05063,2857,176,183,157,151
143,05065,1352,50,93,73,94
144,05067,2839,278,215,138,153
145,05069,6846,224,104,69,67
146,05071,1927,78,84,87,78
147,05073,350,,,,NaN
148,05075,1621,82,85,80,78
149,05077,1459,42,38,12,17
150,05079,2848,16,21,23,12
151,05081,840,50,51,56,60
152,05083,1499,89,152,130,115
153,05085,4342,243,265,300,310
154,05087,1058,59,44,26,28
155,05089,667,71,55,62,63
156,05091,2818,134,160,152,161
157,05093,4462,183,212,243,219
158,05095,510,18,24,24,23
159,05097,517,29,40,41,45
160,05099,605,31,35,31,41
161,05101,564,23,31,36,31
162,05103,1427,74,85,101,106
163,05105,468,32,31,25,20
164,05107,1296,50,72,44,57
165,05109,709,38,42,53,40
166,05111,2450,135,109,108,112
167,05113,1294,97,96,109,102
168,05115,5726,284,369,282,345
169,05117,564,23,23,24,22
170,05119,25760,1374,1739,1196,1502
171,05121,1486,75,93,88,79
172,05123,2821,,,,NaN
173,05125,7888,448,500,324,279
174,05127,619,31,38,37,41
175,05129,514,31,39,29,38
176,05131,9982,445,487,515,459
177,05133,2105,80,79,61,56
178,05135,1182,75,74,55,82
179,05137,780,76,86,60,31
180,05139,2569,156,156,155,158
181,05141,780,45,53,60,58
182,05143,22196,971,1096,1221,962
183,05145,5033,242,174,209,293
184,05147,394,19,22,18,25
185,05149,2498,80,140,127,137
186,06001,54518,6514,5906,5106,6092
187,06003,68,5,7,7,8
188,06005,2613,354,246,181,165
189,06007,7750,809,828,717,832
190,06009,1230,157,165,153,166
191,06011,1351,138,117,102,89
192,06013,41993,4520,5050,5219,4779
193,06015,769,77,127,131,75
194,06017,5959,564,530,590,512
195,06019,68740,6171,6745,8104,7825
196,06021,1546,139,150,128,106
197,06023,1815,214,300,375,367
198,06025,22867,1162,955,559,389
199,06027,635,107,90,98,83
200,06029,70358,7245,6703,5912,4831
201,06031,16515,1189,1400,1261,1370
202,06033,1925,234,148,181,157
203,06035,4691,444,370,264,293
204,06037,818639,94483,79387,41774,46300
205,06039,11039,1150,1175,1176,1231
206,06041,10012,620,1076,1024,781
207,06043,267,31,39,41,37
208,06045,2611,198,301,308,308
209,06047,19444,1913,2081,1925,1482
210,06049,326,28,31,33,37
211,06051,911,66,71,95,85
212,06053,28991,2623,2347,2253,1563
213,06055,5994,604,519,537,460
214,06057,2706,193,232,248,230
215,06059,168457,14234,12101,9979,7590
216,06061,14182,1439,1387,1228,1098
217,06063,486,42,46,53,57
218,06065,192069,19921,15236,9845,8982
219,06067,67810,7089,6318,5893,5700
220,06069,3853,458,403,326,324
221,06071,206939,17363,13664,8391,9851
222,06073,168020,13430,13014,9760,11617
223,06075,24414,2057,2382,2865,2135
224,06077,47310,5741,5497,5392,5101
225,06079,11467,1080,1072,1227,938
226,06081,25483,2423,2797,2613,2451
227,06083,18135,1514,1807,1603,1748
228,06085,74359,8517,7274,6731,6049
229,06087,9340,1035,868,920,789
230,06089,8154,546,683,874,767
231,06091,47,5,5,5,5
232,06093,1176,73,143,123,153
233,06095,19805,1675,1820,1384,1609
234,06097,19761,1849,1970,1852,1883
235,06099,35800,3104,2856,2739,2752
236,06101,6621,341,357,337,224
237,06103,3344,247,282,314,259
238,06105,276,16,39,42,47
239,06107,34479,3486,3993,3231,2516
240,06109,2962,276,239,239,225
241,06111,43397,4757,3580,2780,2938
242,06113,8571,793,645,829,824
243,06115,3930,416,391,330,350
244,08001,40737,,,,NaN
245,08003,955,55,50,51,58
246,08005,38799,1350,1631,1833,1416
247,08007,502,26,27,18,23
248,08009,198,11,10,7,5
249,08011,1141,8,8,4,4
250,08013,14889,,,,NaN
251,08014,2859,,,,NaN
252,08015,1105,56,27,40,43
253,08017,89,3,3,3,7
254,08019,291,14,15,14,22
255,08021,319,17,22,20,19
256,08023,163,9,14,13,11
257,08025,1660,66,54,18,21
258,08027,150,7,10,6,11
259,08029,1678,108,117,109,111
260,08031,48433,1731,2047,2320,2176
261,08033,52,2,2,3,4
262,08035,15970,718,1626,964,910
263,08037,3426,176,245,306,316
264,08039,1006,53,89,110,79
265,08041,42029,1381,1185,1056,1154
266,08043,4751,248,249,153,169
267,08045,3991,222,253,313,186
268,08047,129,7,8,7,12
269,08049,679,37,42,76,71
270,08051,725,44,51,42,64
271,08053,14,0,0,0,0
272,08055,280,10,13,13,21
273,08057,35,1,4,3,5
274,08059,30122,,,,NaN
275,08061,75,5,4,4,6
276,08063,438,12,27,24,26
277,08065,437,17,15,10,4
278,08067,2284,92,52,24,50
279,08069,15366,654,980,1064,902
280,08071,684,32,27,25,17
281,08073,786,19,32,41,24
282,08075,3279,105,70,53,18
283,08077,9356,382,507,498,519
284,08079,44,2,5,4,4
285,08081,547,27,33,23,30
286,08083,1272,77,38,39,30
287,08085,2243,137,135,118,164
288,08087,2160,68,102,103,82
289,08089,1662,65,67,54,71
290,08091,155,14,18,10,9
291,08093,395,24,24,28,40
292,08095,288,21,18,20,16
293,08097,1148,61,55,55,35
294,08099,1017,44,49,43,49
295,08101,13425,402,244,127,138
296,08103,274,9,12,14,15
297,08105,395,14,22,24,22
298,08107,1075,51,114,118,121
299,08109,256,6,4,4,3
300,08111,27,2,2,2,0
