,County,271,276,283
0,01001,1999,75,72
1,01003,6375,261,293
2,01005,981,0,1
3,01007,789,34,25
4,01009,1838,120,163
5,01011,635,9,7
6,01013,998,20,0
7,01015,4102,214,228
8,01017,1273,2,2
9,01019,715,22,12
10,01021,1805,30,4
11,01023,386,5,0
12,01025,1267,0,0
13,01027,707,22,0
14,01029,524,109,174
15,01031,1640,101,118
16,01033,1906,73,76
17,01035,554,1,2
18,01037,196,0,0
19,01039,1647,6,23
20,01041,590,15,12
21,01043,2258,115,85
22,01045,1625,117,188
23,01047,1852,5,7
24,01049,3167,94,27
25,01051,3095,46,22
26,01053,1709,0,0
27,01055,4020,138,135
28,01057,547,103,117
29,01059,1991,137,209
30,01061,833,3,16
31,01063,333,0,0
32,01065,745,0,2
33,01067,631,0,2
34,01069,3631,22,0
35,01071,1991,181,221
36,01073,22400,623,462
37,01075,457,100,105
38,01077,2063,95,112
39,01079,792,93,117
40,01081,6439,173,217
41,01083,2692,121,73
42,01085,699,32,42
43,01087,529,5,3
44,01089,8999,426,476
45,01091,967,0,1
46,01093,1042,13,10
47,01095,4267,24,59
48,01097,14282,343,411
49,01099,627,1,1
50,01101,9691,412,499
51,01103,3945,205,234
52,01105,579,0,0
53,01107,803,101,119
54,01109,1302,26,19
55,01111,795,42,41
56,01113,1902,89,124
57,01115,2797,,NaN
58,01117,7035,19,132
59,01119,464,0,0
60,01121,2550,0,2
61,01123,1272,47,66
62,01125,9983,419,562
63,01127,2680,66,50
64,01129,621,30,36
65,01131,557,0,0
66,01133,899,44,26
67,02013,15,3,3
68,02016,97,4,4
69,02020,6424,655,669
70,02050,267,58,56
71,02060,0,0,0
72,02068,21,,NaN
73,02070,45,11,15
74,02090,1870,69,0
75,02100,11,1,2
76,02105,0,,NaN
77,02110,456,49,58
78,02122,764,34,4
79,02130,78,,NaN
80,02150,91,11,12
81,02158,40,,NaN
82,02164,100,1,1
83,02170,877,85,78
84,02180,112,0,5
85,02185,218,66,74
86,02188,213,9,3
87,02195,16,,NaN
88,02198,34,,NaN
89,02220,71,5,7
90,02230,1,,NaN
91,02240,62,6,11
92,02261,149,16,23
93,02275,19,,NaN
94,02282,34,,NaN
95,02290,104,,NaN
96,04001,3781,120,110
97,04003,2034,108,162
98,04005,4746,254,270
99,04007,1748,224,367
100,04009,1038,90,118
101,04011,71,2,5
102,04012,590,4,0
103,04013,150280,3273,3474
104,04015,4182,85,128
105,04017,6100,305,362
106,04019,26955,316,436
107,04021,11379,133,111
108,04023,2956,50,84
109,04025,2776,67,39
110,04027,13261,20,21
111,05001,606,55,58
112,05003,501,2,12
113,05005,552,58,51
114,05007,7632,493,539
115,05009,951,152,209
116,05011,358,7,8
117,05013,42,8,14
118,05015,937,17,17
119,05017,1031,24,32
120,05019,467,46,55
121,05021,430,29,21
122,05023,433,25,19
123,05025,206,3,3
124,05027,658,17,4
125,05029,329,26,39
126,05031,4072,331,260
127,05033,1877,58,12
128,05035,2190,142,149
129,05037,544,95,132
130,05039,177,9,13
131,05041,377,6,0
132,05043,403,12,9
133,05045,3140,169,158
134,05047,465,14,11
135,05049,275,82,160
136,05051,2259,223,319
137,05053,335,13,4
138,05055,1259,82,16
139,05057,505,25,7
140,05059,2109,21,21
141,05061,544,29,39
142,05063,1381,0,23
143,05065,423,8,8
144,05067,619,61,23
145,05069,3967,49,0
146,05071,942,4,16
147,05073,153,10,9
