,State,382,388,395,402,409,416,423,430,437,444,451,458,465,472,479,486,493,500,507,514,521
0,Washington,4449,213,174,138,112,88,71,57,45,36,29,23,18,14,11,9,7,5,4,3,2
1,Illinois,21738,514,428,354,305,286,268,249,232,216,200,184,170,156,145,134,123,112,102,93,85
2,California,44155,4130,3177,2324,1835,1573,1355,1153,977,839,719,615,526,449,384,327,279,238,202,172,146
3,Arizona,14048,1143,940,747,630,566,513,455,405,355,314,276,241,212,184,160,139,120,104,91,79
4,Massachusetts,14999,482,405,329,279,254,234,214,195,177,160,144,130,117,106,95,85,77,69,61,55
5,Wisconsin,6613,190,152,121,104,100,96,91,84,78,73,68,63,59,54,51,47,43,40,37,34
6,Texas,39322,2523,2376,2201,2081,2027,1965,1893,1808,1719,1632,1536,1445,1352,1260,1171,1085,1001,923,849,779
7,Nebraska,1968,38,35,33,30,29,27,25,24,22,21,19,18,17,16,14,13,13,12,11,10
8,Utah,1736,78,61,47,39,37,36,34,32,30,28,26,24,22,20,19,18,16,15,14,13
9,Oregon,2023,83,68,56,49,50,51,50,49,48,48,47,46,45,44,43,42,42,41,40,39
10,Florida,27696,1243,1053,868,758,718,679,632,590,549,511,475,441,411,382,355,327,301,276,255,235
11,New York,44839,1294,1202,1078,862,548,322,187,107,62,35,20,12,7,4,2,1,0,0,0,0
12,Rhode Island,2212,68,55,45,39,37,35,33,30,28,26,24,22,20,18,17,15,14,13,11,10
13,Georgia,15092,1166,986,803,688,630,569,513,461,411,367,327,290,258,228,202,178,157,138,121,107
14,New Hampshire,1104,66,59,52,47,44,42,39,36,33,31,29,26,24,23,21,19,18,16,15,14
15,North Carolina,9983,703,614,523,474,470,466,454,441,427,412,398,383,367,350,334,318,303,289,275,261
16,New Jersey,21989,550,526,498,449,383,327,278,236,198,167,139,116,97,80,67,55,46,38,31,26
17,Colorado,5731,95,89,82,80,85,90,94,97,101,105,108,112,115,119,122,125,129,132,135,137
18,Maryland,7349,246,211,179,159,150,142,132,123,115,107,100,93,86,80,74,68,63,58,54,50
19,Nevada,4520,249,193,144,118,112,108,100,92,85,78,71,65,60,55,50,45,41,38,34,31
20,Tennessee,10469,593,457,338,281,278,272,260,246,232,218,205,193,181,169,158,147,137,128,119,110
21,Hawaii,417,39,33,26,22,22,21,21,20,19,18,17,17,16,15,15,14,13,13,12,12
22,Indiana,11817,299,232,179,153,159,163,162,161,159,156,153,150,148,145,142,139,135,131,128,124
23,Kentucky,4051,283,243,202,180,175,170,164,156,148,141,134,127,120,114,107,101,95,89,84,79
24,Minnesota,6367,118,94,75,67,75,81,84,87,90,93,95,98,101,103,106,108,111,113,115,117
25,Oklahoma,3813,268,221,176,152,151,150,146,141,136,131,126,120,115,110,105,99,95,90,85,81
26,Pennsylvania,22416,1139,973,819,710,646,591,535,482,433,389,349,312,278,247,220,195,174,154,136,120
27,South Carolina,7651,508,469,424,394,375,358,339,319,299,280,261,242,224,207,191,176,162,148,135,124
28,District of Columbia,952,30,27,24,23,22,21,20,19,18,17,16,15,14,13,12,12,11,10,10,9
29,Kansas,4075,186,152,123,109,111,112,111,109,106,104,101,98,95,92,89,86,83,80,76,73
30,Missouri,7449,239,187,146,124,119,114,108,101,94,87,81,76,71,66,61,56,52,48,45,41
31,Vermont,183,5,6,7,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5
32,Virginia,6778,379,369,357,344,325,307,290,274,258,244,230,216,202,190,177,166,155,144,134,125
33,Connecticut,7214,221,193,166,147,136,127,117,108,99,90,83,75,68,62,56,51,46,42,38,34
34,Iowa,5108,91,78,67,59,57,54,50,47,43,40,37,34,32,29,27,25,23,21,20,18
35,Louisiana,9119,317,270,229,197,172,153,133,116,101,88,76,65,55,47,40,34,29,25,22,18
36,Ohio,11659,441,366,299,258,245,233,220,206,192,180,168,157,147,137,128,119,111,103,96,89
37,Michigan,15854,365,296,242,206,191,176,159,144,130,117,104,94,84,75,67,60,53,47,42,37
38,South Dakota,1809,34,27,21,17,17,17,17,16,16,15,14,13,13,12,12,11,10,10,9,9
39,Arkansas,5076,242,198,160,139,139,139,135,131,125,120,115,110,105,99,94,89,84,80,75,71
40,Delaware,1208,38,33,29,26,23,20,18,16,14,13,11,10,9,8,7,6,5,5,4,3
