,County,172,178,185,192
0,01001,698,127,184,239
1,01003,1277,514,453,532
2,01005,399,69,109,140
3,01007,224,42,64,80
4,01009,320,97,94,116
5,01011,378,,,NaN
6,01013,652,,,NaN
7,01015,515,186,174,210
8,01017,677,,,NaN
9,01019,124,31,38,48
10,01021,331,108,112,133
11,01023,217,34,56,73
12,01025,317,59,86,112
13,01027,85,24,28,34
14,01029,45,9,12,14
15,01031,428,72,117,150
16,01033,509,136,156,193
17,01035,231,34,62,80
18,01037,66,11,18,22
19,01039,416,70,115,147
20,01041,132,,,NaN
21,01043,615,200,187,231
22,01045,395,133,139,165
23,01047,1002,167,276,355
24,01049,967,312,323,388
25,01051,1067,182,273,357
26,01053,488,126,149,188
27,01055,1011,340,323,389
28,01057,85,21,24,30
29,01059,938,,,NaN
30,01061,98,20,27,36
31,01063,198,,,NaN
32,01065,354,60,95,123
33,01067,155,28,43,55
34,01069,607,135,170,217
35,01071,435,218,179,203
36,01073,6746,1758,1963,2456
37,01075,89,16,25,31
38,01077,577,114,163,210
39,01079,136,33,35,45
40,01081,1596,275,432,558
41,01083,639,185,204,249
42,01085,484,,,NaN
43,01087,219,32,56,75
44,01089,2268,1063,859,987
45,01091,354,62,100,126
46,01093,290,75,82,103
47,01095,1980,367,531,687
48,01097,4904,1062,1376,1750
49,01099,260,35,65,87
50,01101,4547,637,1130,1497
51,01103,1338,292,358,458
52,01105,250,93,85,100
53,01107,274,55,77,97
54,01109,479,69,123,162
55,01111,263,73,83,103
56,01113,686,166,208,259
57,01115,544,186,174,210
58,01117,1691,478,530,652
59,01119,292,,,NaN
60,01121,401,113,124,154
61,01123,630,,,NaN
62,01125,2690,522,743,952
63,01127,1075,156,279,366
64,01129,148,49,49,58
65,01131,303,,,NaN
66,01133,299,54,83,107
67,02013,0,,,NaN
68,02016,1,,,NaN
69,02020,705,202,240,277
70,02050,14,,,NaN
71,02060,3,,,NaN
72,02068,0,,,NaN
73,02070,0,,,NaN
74,02090,245,101,93,103
75,02100,2,,,NaN
76,02105,0,,,NaN
77,02110,51,,,NaN
78,02122,200,51,65,76
79,02130,23,,,NaN
80,02150,5,,,NaN
81,02158,2,,,NaN
82,02164,0,,,NaN
83,02170,146,,,NaN
84,02180,15,,,NaN
85,02185,4,,,NaN
86,02188,6,,,NaN
87,02195,6,,,NaN
88,02198,2,,,NaN
89,02220,13,0,4,7
90,02230,0,,,NaN
91,02240,10,,,NaN
92,02261,10,,,NaN
93,02275,3,,,NaN
94,02282,0,,,NaN
95,02290,13,,,NaN
96,04001,2579,,,NaN
97,04003,1049,296,295,307
98,04005,2457,408,595,649
99,04007,445,129,131,133
100,04009,204,71,65,63
101,04011,32,,,NaN
102,04012,407,60,92,105
103,04013,80146,20499,22037,23040
104,04015,1825,542,518,532
105,04017,4337,682,1032,1132
106,04019,11767,2590,3010,3212
107,04021,5614,1375,1528,1603
108,04023,2180,303,508,563
109,04025,1123,239,278,299
110,04027,8302,1330,1957,2149
111,05001,59,26,17,15
112,05003,100,17,21,21
113,05005,30,7,7,7
114,05007,3470,496,707,777
115,05009,51,25,15,14
116,05011,80,27,21,21
117,05013,3,,,NaN
118,05015,228,39,47,53
119,05017,217,37,46,49
120,05019,71,14,21,21
121,05021,81,13,18,21
122,05023,132,20,26,28
123,05025,37,8,7,7
124,05027,109,20,25,28
125,05029,92,21,21,21
126,05031,545,74,110,123
127,05033,275,66,66,69
128,05035,841,80,158,179
129,05037,101,13,18,21
130,05039,12,,,NaN
131,05041,81,20,21,21
132,05043,92,15,20,21
133,05045,771,176,182,189
134,05047,30,6,7,7
135,05049,18,,,NaN
136,05051,332,51,65,71
137,05053,55,8,11,14
138,05055,148,25,33,35
