,County,424,430,437,444
0,01001,6513,64,51,40
1,01003,20347,173,143,116
2,01005,2212,32,25,22
3,01007,2529,37,40,41
4,01009,6383,62,53,46
5,01011,1194,6,4,3
6,01013,2072,26,19,17
7,01015,14162,79,56,43
8,01017,3466,13,11,8
9,01019,1794,4,3,2
10,01021,4007,35,30,23
11,01023,581,8,6,5
12,01025,3475,10,7,5
13,01027,1480,6,5,3
14,01029,1446,21,19,18
15,01031,5344,37,33,31
16,01033,6122,80,88,98
17,01035,1083,3,3,2
18,01037,944,30,30,35
19,01039,4027,9,7,4
20,01041,1491,8,6,5
21,01043,9289,172,192,205
22,01045,4730,14,10,7
23,01047,3502,47,50,55
24,01049,8674,75,58,58
25,01051,9831,130,117,93
26,01053,3839,18,16,12
27,01055,13604,70,55,42
28,01057,2051,8,5,4
29,01059,4177,113,109,115
30,01061,2426,8,6,5
31,01063,897,,,NaN
32,01065,2147,7,6,3
33,01067,1859,7,4,4
34,01069,10255,43,29,22
35,01071,6705,91,101,112
36,01073,74079,957,857,785
37,01075,1372,18,20,21
38,01077,9024,280,296,318
39,01079,2910,22,17,15
40,01081,15282,85,78,58
41,01083,9670,129,128,137
42,01085,1356,8,6,5
43,01087,1520,21,23,21
44,01089,33268,236,208,162
45,01091,2484,22,20,18
46,01093,3042,72,61,59
47,01095,11803,211,219,239
48,01097,37240,355,304,257
49,01099,1692,8,6,5
50,01101,23426,285,251,226
51,01103,14060,122,104,96
52,01105,1077,5,3,2
53,01107,2319,41,46,49
54,01109,2993,,,NaN
55,01111,1733,49,53,59
56,01113,4191,50,47,42
57,01115,9279,93,75,61
58,01117,22814,220,179,144
59,01119,1023,5,4,3
60,01121,7875,105,91,78
61,01123,3832,133,136,144
62,01125,24844,158,159,118
63,01127,7015,235,208,182
64,01129,1630,43,42,49
65,01131,1247,5,3,3
66,01133,2702,70,73,76
67,02013,364,0,1,0
68,02016,647,6,4,3
69,02020,27633,270,228,196
70,02050,3687,40,32,28
71,02060,0,0,0,0
72,02068,79,1,1,1
73,02070,208,0,0,0
74,02090,6495,64,51,43
75,02100,28,0,0,0
76,02105,0,0,0,0
77,02110,1283,7,4,3
78,02122,4098,24,20,18
79,02130,383,,,NaN
80,02150,1064,2,1,1
81,02158,1219,2,1,1
82,02164,177,0,0,0
83,02170,9439,233,189,164
84,02180,332,1,1,0
85,02185,1031,5,3,2
86,02188,596,3,1,1
87,02195,151,4,3,1
88,02198,84,1,1,0
89,02220,326,1,1,1
90,02230,20,0,0,0
91,02240,573,53,60,59
92,02261,458,0,0,0
93,02275,32,0,1,0
94,02282,72,,,NaN
95,02290,345,,,NaN
96,04001,10772,23,12,6
97,04003,11537,67,59,42
98,04005,16952,59,40,24
99,04007,6496,29,29,22
100,04009,5346,0,0,0
101,04011,563,0,0,0
102,04012,2430,0,1,0
103,04013,521233,,,NaN
104,04015,21922,201,183,135
105,04017,15595,,,NaN
106,04019,111825,421,304,190
107,04021,48839,1213,1354,1369
108,04023,7759,37,41,34
109,04025,18294,136,140,117
110,04027,36690,37,36,20
111,05001,2024,7,5,3
112,05003,1878,14,13,11
113,05005,3027,53,46,45
114,05007,27946,161,125,91
115,05009,3713,15,10,8
116,05011,1342,6,5,3
117,05013,408,2,2,2
118,05015,2739,4,3,2
119,05017,1607,5,4,3
120,05019,2070,4,4,2
121,05021,1714,4,3,3
122,05023,1928,14,13,12
123,05025,938,,,NaN
124,05027,2303,7,5,3
125,05029,2175,6,4,3
126,05031,13019,41,32,25
127,05033,6930,29,21,15
128,05035,5837,21,21,18
129,05037,1912,,,NaN
130,05039,751,2,2,1
131,05041,1352,5,3,2
132,05043,1972,6,5,3
133,05045,12091,77,53,41
134,05047,1666,9,7,5
135,05049,1098,5,4,3
136,05051,9974,45,26,18
137,05053,1625,11,8,5
138,05055,5980,24,20,17
139,05057,1958,7,6,4
140,05059,4954,21,19,14
141,05061,1619,,,NaN
142,05063,3705,9,7,5
143,05065,1649,3,2,2
144,05067,3197,6,4,4
145,05069,8707,22,14,11
146,05071,2861,24,19,14
147,05073,541,1,1,0
148,05075,2064,3,2,2
149,05077,1651,2,1,1
150,05079,3172,,,NaN
151,05081,1205,7,5,4
152,05083,2204,7,5,3
153,05085,6996,33,22,16
154,05087,1423,5,3,3
155,05089,1005,8,6,4
156,05091,4156,45,50,47
157,05093,5722,15,19,18
158,05095,855,7,5,3
159,05097,746,3,2,1
160,05099,813,6,4,3
161,05101,703,3,2,2
162,05103,2271,14,11,10
163,05105,817,,,NaN
164,05107,1728,5,3,2
165,05109,992,4,3,2
166,05111,3105,7,5,4
167,05113,1952,23,32,31
168,05115,7829,18,12,8
169,05117,886,2,1,1
170,05119,38091,174,148,108
171,05121,2048,10,8,6
172,05123,3492,14,12,9
173,05125,11661,56,45,33
174,05127,925,,,NaN
175,05129,667,1,1,0
176,05131,14920,67,48,33
177,05133,2772,16,11,10
178,05135,1542,5,3,3
179,05137,982,4,3,3
180,05139,3872,31,21,16
181,05141,1228,6,4,3
182,05143,29981,126,92,65
183,05145,7739,49,47,41
184,05147,632,2,2,2
185,05149,3401,5,4,3
186,06001,82593,460,359,258
187,06003,86,0,1,0
188,06005,3519,4,2,1
189,06007,11208,,,NaN
190,06009,1968,19,19,18
191,06011,2156,,,NaN
192,06013,64642,503,419,311
193,06015,1095,35,32,28
194,06017,9340,48,39,27
195,06019,97969,578,431,297
196,06021,2288,,,NaN
197,06023,3419,59,50,40
198,06025,27267,33,14,10
199,06027,1377,16,11,8
200,06029,105499,429,321,207
201,06031,22511,124,99,71
202,06033,3240,20,10,9
203,06035,5634,2,1,0
204,06037,1214178,3044,1936,1153
205,06039,15806,49,21,16
206,06041,13545,68,59,42
