,County,480,486,493,500
0,01001,NaN,84,138,164
1,01003,NaN,276,416,515
2,01005,NaN,9,10,11
3,01007,NaN,42,66,74
4,01009,NaN,127,188,214
5,01011,NaN,,,NaN
6,01013,NaN,32,53,60
7,01015,NaN,68,85,95
8,01017,NaN,32,45,55
9,01019,NaN,5,5,5
10,01021,NaN,87,117,134
11,01023,NaN,5,6,5
12,01025,NaN,6,7,7
13,01027,NaN,19,16,14
14,01029,NaN,7,8,8
15,01031,NaN,78,122,141
16,01033,NaN,20,20,18
17,01035,NaN,4,5,4
18,01037,NaN,12,14,13
19,01039,NaN,23,30,37
20,01041,NaN,11,11,13
21,01043,NaN,101,145,174
22,01045,NaN,56,82,99
23,01047,NaN,27,36,40
24,01049,NaN,34,45,51
25,01051,NaN,110,166,191
26,01053,NaN,11,12,13
27,01055,NaN,95,144,160
28,01057,NaN,4,3,5
29,01059,NaN,14,16,16
30,01061,NaN,60,80,90
31,01063,NaN,2,2,3
32,01065,NaN,11,12,13
33,01067,NaN,6,7,7
34,01069,NaN,83,111,128
35,01071,NaN,35,52,63
36,01073,NaN,,,NaN
37,01075,NaN,12,13,13
38,01077,NaN,28,25,19
39,01079,NaN,26,40,46
40,01081,NaN,119,158,184
41,01083,NaN,116,184,221
42,01085,NaN,11,12,13
43,01087,NaN,13,14,14
44,01089,NaN,388,567,698
45,01091,NaN,,,NaN
46,01093,NaN,35,40,48
47,01095,NaN,53,51,44
48,01097,NaN,302,373,378
49,01099,NaN,12,14,13
50,01101,NaN,402,658,760
51,01103,NaN,154,234,276
52,01105,NaN,,,NaN
53,01107,NaN,7,8,8
54,01109,NaN,16,15,16
55,01111,NaN,29,41,52
56,01113,NaN,42,48,53
57,01115,NaN,311,451,436
58,01117,NaN,,,NaN
59,01119,NaN,5,5,5
60,01121,NaN,139,213,255
61,01123,NaN,22,20,17
62,01125,NaN,143,161,158
63,01127,NaN,25,22,19
64,01129,NaN,6,6,6
65,01131,NaN,6,6,6
