,County,501,507,514,521
0,01001,NaN,38,43,40
1,01003,NaN,62,53,42
2,01005,NaN,5,5,4
3,01007,NaN,,,NaN
4,01009,NaN,34,34,28
5,01011,NaN,2,1,1
6,01013,NaN,8,8,6
7,01015,NaN,36,43,44
8,01017,NaN,30,33,34
9,01019,NaN,5,4,3
10,01021,NaN,14,11,8
11,01023,NaN,0,0,0
12,01025,NaN,3,2,2
13,01027,NaN,,,NaN
14,01029,NaN,3,3,3
15,01031,NaN,8,8,6
16,01033,NaN,10,9,7
17,01035,NaN,6,5,5
18,01037,NaN,2,2,1
19,01039,NaN,,,NaN
20,01041,NaN,3,3,3
21,01043,NaN,29,28,23
22,01045,NaN,8,7,6
23,01047,NaN,,,NaN
24,01049,NaN,43,71,105
25,01051,NaN,30,35,31
26,01053,NaN,27,48,76
27,01055,NaN,120,218,318
28,01057,NaN,7,5,5
29,01059,NaN,9,8,6
30,01061,NaN,4,4,3
31,01063,NaN,2,2,1
32,01065,NaN,5,4,4
33,01067,NaN,8,7,6
34,01069,NaN,13,9,6
35,01071,NaN,9,8,6
36,01073,NaN,377,525,643
37,01075,NaN,7,5,5
38,01077,NaN,18,19,16
39,01079,NaN,14,15,13
40,01081,NaN,71,71,69
41,01083,NaN,20,20,17
42,01085,NaN,,,NaN
43,01087,NaN,3,3,2
44,01089,NaN,73,75,60
45,01091,NaN,1,0,1
46,01093,NaN,25,24,23
47,01095,NaN,24,26,21
48,01097,NaN,196,219,202
49,01099,NaN,1,0,1
50,01101,NaN,128,175,203
51,01103,NaN,33,31,27
52,01105,NaN,2,2,1
53,01107,NaN,3,3,3
54,01109,NaN,5,4,4
55,01111,NaN,8,7,6
56,01113,NaN,15,12,10
57,01115,NaN,77,84,92
58,01117,NaN,92,111,125
59,01119,NaN,,,NaN
60,01121,NaN,41,79,123
61,01123,NaN,20,24,31
62,01125,NaN,38,33,27
63,01127,NaN,22,33,45
64,01129,NaN,8,6,6
65,01131,NaN,0,0,0
66,01133,NaN,44,61,78
67,02013,NaN,0,0,0
68,02016,NaN,4,3,3
69,02020,NaN,47,36,24
70,02050,NaN,4,3,3
71,02060,NaN,0,0,0
72,02068,NaN,1,1,0
73,02070,NaN,0,0,0
74,02090,NaN,19,14,8
75,02100,NaN,0,0,0
76,02105,NaN,0,0,0
77,02110,NaN,36,63,102
78,02122,NaN,10,8,6
79,02130,NaN,16,12,9
80,02150,NaN,3,3,3
81,02158,NaN,6,6,4
82,02164,NaN,0,0,0
83,02170,NaN,23,18,11
84,02180,NaN,5,4,4
85,02185,NaN,0,1,0
86,02188,NaN,,,NaN
87,02195,NaN,1,1,0
88,02198,NaN,10,10,9
89,02220,NaN,,,NaN
90,02230,NaN,0,0,0
91,02240,NaN,30,39,55
92,02261,NaN,,,NaN
93,02275,NaN,,,NaN
94,02282,NaN,1,1,0
95,02290,NaN,1,1,1
96,04001,NaN,0,0,0
97,04003,NaN,14,9,6
98,04005,NaN,0,0,0
99,04007,NaN,24,42,63
100,04009,NaN,18,32,48
101,04011,NaN,3,4,6
102,04012,NaN,,,NaN
103,04013,NaN,1858,1452,1194
104,04015,NaN,87,79,75
105,04017,NaN,23,12,9
106,04019,NaN,370,344,443
107,04021,NaN,232,206,176
108,04023,NaN,12,11,8
109,04025,NaN,87,70,58
110,04027,NaN,17,12,9
111,05001,NaN,8,7,6
112,05003,NaN,4,3,3
113,05005,NaN,7,7,5
114,05007,NaN,66,59,46
115,05009,NaN,28,52,78
116,05011,NaN,40,63,84
117,05013,NaN,0,1,0
118,05015,NaN,2,2,2
119,05017,NaN,2,3,2
120,05019,NaN,5,4,3
121,05021,NaN,,,NaN
122,05023,NaN,11,10,9
123,05025,NaN,,,NaN
124,05027,NaN,6,5,4
125,05029,NaN,3,4,2
126,05031,NaN,41,41,34
127,05033,NaN,23,27,30
128,05035,NaN,13,9,7
129,05037,NaN,,,NaN
130,05039,NaN,2,2,1
131,05041,NaN,,,NaN
132,05043,NaN,4,3,3
133,05045,NaN,44,36,30
134,05047,NaN,4,3,3
135,05049,NaN,5,4,3
136,05051,NaN,54,54,57
137,05053,NaN,25,27,29
138,05055,NaN,17,17,16
139,05057,NaN,3,3,3
140,05059,NaN,32,36,40
141,05061,NaN,2,2,2
142,05063,NaN,11,10,8
143,05065,NaN,2,1,1
144,05067,NaN,1,1,1
145,05069,NaN,36,39,44
146,05071,NaN,5,5,4
147,05073,NaN,1,1,1
148,05075,NaN,3,3,2
149,05077,NaN,2,2,2
150,05079,NaN,,,NaN
151,05081,NaN,2,2,2
152,05083,NaN,2,2,2
153,05085,NaN,46,45,41
154,05087,NaN,0,0,0
155,05089,NaN,,,NaN
156,05091,NaN,8,8,6
157,05093,NaN,8,7,5
158,05095,NaN,0,0,0
159,05097,NaN,1,1,1
160,05099,NaN,1,1,0
161,05101,NaN,1,1,1
162,05103,NaN,37,54,78
163,05105,NaN,1,1,0
164,05107,NaN,3,3,3
165,05109,NaN,0,1,0
166,05111,NaN,3,2,2
167,05113,NaN,,,NaN
168,05115,NaN,6,6,5
169,05117,NaN,,,NaN
170,05119,NaN,174,179,170
171,05121,NaN,12,11,9
172,05123,NaN,3,3,3
173,05125,NaN,77,80,83
174,05127,NaN,2,2,2
175,05129,NaN,,,NaN
176,05131,NaN,50,61,72
177,05133,NaN,5,4,4
178,05135,NaN,3,2,2
179,05137,NaN,1,1,0
180,05139,NaN,10,10,8
181,05141,NaN,26,38,61
182,05143,NaN,51,45,36
183,05145,NaN,29,27,24
184,05147,NaN,0,0,0
185,05149,NaN,3,3,3
186,06001,NaN,198,146,100
187,06003,NaN,0,0,0
188,06005,NaN,0,0,0
189,06007,NaN,103,84,69
190,06009,NaN,18,18,18
191,06011,NaN,0,0,0
192,06013,NaN,199,160,117
193,06015,NaN,0,0,0
194,06017,NaN,16,10,6
195,06019,NaN,116,79,52
196,06021,NaN,0,0,0
197,06023,NaN,54,44,33
198,06025,NaN,0,0,0
199,06027,NaN,0,0,0
200,06029,NaN,269,211,171
201,06031,NaN,43,54,54
