,County,179,185,192,199
0,01001,823,170,270,354
1,01003,1914,812,780,951
2,01005,472,108,161,210
3,01007,265,59,88,115
4,01009,441,155,167,210
5,01011,393,43,112,156
6,01013,679,,,NaN
7,01015,768,300,302,372
8,01017,734,101,220,298
9,01019,166,49,59,74
10,01021,463,160,164,206
11,01023,237,34,72,96
12,01025,383,92,130,169
13,01027,117,38,40,52
14,01029,79,45,37,44
15,01031,531,139,188,240
16,01033,728,290,301,368
17,01035,284,69,98,126
18,01037,71,9,19,27
19,01039,535,148,189,242
20,01041,156,34,50,65
21,01043,808,202,266,347
22,01045,512,157,193,244
23,01047,1117,180,338,456
24,01049,1292,429,508,633
25,01051,1245,263,407,535
26,01053,613,149,206,266
27,01055,1307,345,452,581
28,01057,119,43,49,60
29,01059,1020,143,303,413
30,01061,143,58,57,70
31,01063,220,36,67,90
32,01065,397,61,121,163
33,01067,189,47,62,81
34,01069,834,264,284,362
35,01071,561,172,208,264
36,01073,8640,2374,3053,3914
37,01075,129,54,49,61
38,01077,748,216,272,346
39,01079,184,57,72,89
40,01081,1993,517,705,906
41,01083,844,257,307,390
42,01085,512,57,148,203
43,01087,254,51,81,107
44,01089,3462,1333,1394,1716
45,01091,419,91,140,182
46,01093,418,160,173,214
47,01095,2335,457,738,980
48,01097,6017,1442,2050,2663
49,01099,312,70,106,139
50,01101,5057,821,1541,2072
51,01103,1664,399,560,728
52,01105,320,94,117,150
53,01107,302,46,91,124
54,01109,537,97,171,228
55,01111,317,64,94,126
56,01113,909,284,340,429
57,01115,790,277,306,382
58,01117,2208,646,801,1019
59,01119,317,42,94,128
60,01121,580,242,253,306
61,01123,696,117,216,290
62,01125,3152,641,998,1321
63,01127,1237,215,390,518
64,01129,208,80,83,101
65,01131,345,55,105,141
66,01133,343,60,110,144
67,02013,0,0,0,0
68,02016,1,0,0,0
69,02020,910,269,304,353
70,02050,16,,,NaN
71,02060,5,0,0,0
72,02068,0,0,0,0
73,02070,1,0,0,0
74,02090,308,88,104,122
75,02100,3,0,0,0
