,County,466,472,479,486
0,01001,6909,,,NaN
1,01003,20983,121,132,136
2,01005,2302,12,8,8
3,01007,2596,20,21,23
4,01009,6619,40,41,38
5,01011,1229,5,4,4
6,01013,2154,9,10,9
7,01015,14450,41,40,36
8,01017,3545,11,12,11
9,01019,1837,4,4,4
10,01021,4240,64,70,79
11,01023,603,5,5,4
12,01025,3502,,,NaN
13,01027,1533,20,22,20
14,01029,1483,6,7,5
15,01031,5489,32,36,43
16,01033,6279,22,19,16
17,01035,1100,2,2,2
18,01037,1068,,,NaN
19,01039,4105,16,11,12
20,01041,1515,8,8,7
21,01043,9615,58,61,60
22,01045,4810,11,12,11
23,01047,3536,,,NaN
24,01049,8811,20,18,17
25,01051,10013,0,0,0
26,01053,3925,9,9,9
27,01055,13792,56,82,116
28,01057,2119,10,11,9
29,01059,4238,10,11,9
30,01061,2469,,,NaN
31,01063,922,3,4,3
32,01065,2217,27,45,60
33,01067,1884,,,NaN
34,01069,10503,47,50,56
35,01071,6790,20,28,39
36,01073,76199,304,269,250
37,01075,1411,5,5,4
38,01077,9393,55,51,41
39,01079,2996,12,10,7
40,01081,15796,75,66,61
41,01083,9933,33,31,27
42,01085,1383,4,4,4
43,01087,1586,10,11,9
44,01089,34555,203,187,181
45,01091,2485,0,1,0
46,01093,3092,7,7,7
47,01095,12164,88,95,98
48,01097,40832,,,NaN
49,01099,1761,13,11,8
50,01101,24252,89,88,76
51,01103,14246,57,84,115
52,01105,1075,0,0,0
53,01107,2335,,,NaN
54,01109,3091,10,10,9
55,01111,1791,,,NaN
56,01113,4379,38,41,43
57,01115,9580,39,37,32
58,01117,23350,61,67,62
59,01119,1041,3,4,3
60,01121,8181,29,40,40
61,01123,4002,47,58,67
62,01125,25633,95,85,73
63,01127,7205,24,20,14
64,01129,1667,5,6,5
65,01131,1264,,,NaN
66,01133,2734,0,1,0
67,02013,366,0,1,0
68,02016,692,4,4,3
69,02020,30183,208,159,119
70,02050,3876,8,7,6
71,02060,0,0,0,0
72,02068,102,3,2,2
73,02070,229,1,1,1
74,02090,7643,507,683,1010
75,02100,31,1,0,1
76,02105,0,0,0,0
77,02110,1383,15,11,10
78,02122,4465,54,46,39
79,02130,439,11,10,8
80,02150,1106,4,3,3
81,02158,1277,11,10,8
82,02164,195,,,NaN
83,02170,11386,171,133,99
84,02180,352,,,NaN
85,02185,1073,7,6,5
86,02188,615,4,4,3
87,02195,167,,,NaN
88,02198,103,,,NaN
89,02220,350,,,NaN
90,02230,21,0,1,0
91,02240,673,28,45,67
92,02261,0,,,NaN
93,02275,54,,,NaN
94,02282,75,0,1,0
95,02290,360,1,0,1
96,04001,11335,8,2,0
97,04003,11922,33,23,16
98,04005,17745,98,73,57
99,04007,6899,35,59,76
100,04009,5550,8,6,4
101,04011,571,1,1,0
102,04012,2460,3,3,1
103,04013,538124,3566,3809,3860
104,04015,22693,115,100,89
105,04017,16207,55,38,24
106,04019,115289,419,340,275
107,04021,51397,358,330,275
108,04023,7919,8,6,3
109,04025,18725,125,144,153
110,04027,37091,42,31,23
111,05001,2095,4,3,3
112,05003,1998,53,85,125
113,05005,3157,21,23,28
114,05007,28817,152,153,151
115,05009,3807,20,21,24
116,05011,1384,,,NaN
117,05013,411,1,1,0
118,05015,2800,12,12,10
119,05017,1612,1,1,0
120,05019,2102,3,3,2
121,05021,1755,8,7,7
122,05023,1975,5,5,4
123,05025,950,1,1,1
124,05027,2340,1,1,1
125,05029,2217,5,6,4
126,05031,13369,82,93,101
127,05033,7061,18,18,18
128,05035,6035,45,50,52
129,05037,1943,3,4,2
130,05039,758,0,1,0
131,05041,1361,0,0,0
132,05043,1998,3,2,2
133,05045,12459,47,48,42
134,05047,1689,2,2,2
135,05049,1121,3,2,2
136,05051,10126,25,30,35
137,05053,1645,2,2,2
138,05055,6104,20,22,19
139,05057,1999,,,NaN
140,05059,5092,17,14,13
141,05061,1653,3,3,2
142,05063,3755,8,7,6
143,05065,1677,,,NaN
144,05067,3218,,,NaN
145,05069,8859,19,15,13
146,05071,2908,5,4,4
147,05073,546,0,0,0
148,05075,2110,10,10,8
149,05077,1671,,,NaN
150,05079,3200,3,2,2
151,05081,1235,1,1,1
152,05083,2229,8,8,7
153,05085,7277,40,38,33
154,05087,1452,2,2,2
155,05089,1053,4,3,3
156,05091,4291,29,40,48
157,05093,5833,25,34,43
158,05095,868,1,1,1
159,05097,754,0,0,0
160,05099,821,0,1,0
161,05101,720,4,4,4
162,05103,2305,,,NaN
163,05105,836,1,1,1
164,05107,1818,23,30,32
165,05109,1012,3,3,2
166,05111,3160,7,6,6
167,05113,1985,7,7,6
168,05115,8027,53,60,69
169,05117,893,,,NaN
170,05119,39047,139,135,122
171,05121,2102,9,8,7
172,05123,3587,12,12,9
173,05125,11873,43,51,59
174,05127,933,,,NaN
175,05129,680,1,1,1
176,05131,15186,19,18,13
177,05133,2789,2,2,2
178,05135,1592,8,8,7
179,05137,987,1,1,1
180,05139,4011,12,12,10
181,05141,1300,5,6,4
182,05143,30811,117,116,103
183,05145,7954,27,26,23
184,05147,645,0,1,0
185,05149,3426,4,4,4
186,06001,86704,510,424,322
187,06003,88,0,0,0
188,06005,3650,9,6,3
189,06007,11845,121,123,112
190,06009,2096,20,21,20
191,06011,2221,7,5,3
192,06013,68115,451,370,293
193,06015,1329,23,24,18
194,06017,9964,105,92,82
195,06019,101326,217,141,85
196,06021,2369,4,3,2
197,06023,3852,160,180,228
198,06025,28262,,,NaN
199,06027,1422,2,1,0
200,06029,108628,240,166,101
201,06031,22905,45,33,25
202,06033,3441,11,8,6
203,06035,5692,7,5,3
204,06037,1233772,1478,1038,635
205,06039,16408,48,36,24
206,06041,13981,57,59,53
207,06043,441,5,4,2
208,06045,4029,22,27,29
209,06047,31594,147,112,82
210,06049,493,,,NaN
211,06051,1277,1,1,1
212,06053,43461,75,60,44
213,06055,9800,39,23,16
214,06057,4625,71,69,59
215,06059,270284,431,314,206
216,06061,22240,149,106,73
217,06063,703,,,NaN
218,06065,298450,369,248,155
219,06067,103043,612,436,300
220,06069,6030,14,10,6
221,06071,296089,369,230,118
222,06073,276520,649,508,311
223,06075,36496,165,130,97
224,06077,72478,361,268,183
225,06079,21193,100,71,55
226,06081,41617,159,120,85
227,06083,34223,129,102,74
228,06085,118424,461,331,225
229,06087,15999,402,515,715
230,06089,11901,114,93,72
231,06091,110,0,0,0
232,06093,2071,93,129,177
233,06095,32477,239,213,174
234,06097,29886,67,58,38
235,06099,61430,415,372,273
236,06101,9366,33,24,18
237,06103,5507,32,21,17
238,06105,398,0,0,0
239,06107,49477,11,0,1
240,06109,4105,12,9,6
241,06111,80617,122,86,61
242,06113,13784,97,95,88
243,06115,6185,34,28,23
