,County,438,444,451,458
0,01001,6619,50,47,43
1,01003,20541,52,28,15
2,01005,2232,6,4,2
3,01007,2546,,,NaN
4,01009,6459,29,21,14
5,01011,1209,4,3,2
6,01013,2106,14,10,7
7,01015,14249,31,27,18
8,01017,3493,7,5,3
9,01019,1812,6,4,2
10,01021,4060,35,48,58
11,01023,583,1,0,0
12,01025,3454,0,0,0
13,01027,1485,,,NaN
14,01029,1456,4,2,1
15,01031,5392,15,8,5
16,01033,6179,20,10,5
17,01035,1086,1,1,0
18,01037,953,,,NaN
19,01039,4048,7,4,2
20,01041,1501,,,NaN
21,01043,9407,48,37,23
22,01045,4769,22,22,24
23,01047,3518,5,3,2
24,01049,8705,12,9,8
25,01051,9998,64,48,35
26,01053,3865,8,5,3
27,01055,13653,9,5,1
28,01057,2069,6,4,2
29,01059,4189,4,3,1
30,01061,2455,9,6,3
31,01063,906,3,2,1
32,01065,2171,7,5,3
33,01067,1872,,,NaN
34,01069,10357,57,63,74
35,01071,6742,18,15,9
36,01073,74942,334,258,175
37,01075,1392,6,4,2
38,01077,9159,56,32,16
39,01079,2932,7,5,3
40,01081,15457,73,61,53
41,01083,9769,43,32,21
42,01085,1363,2,2,1
43,01087,1541,7,4,2
44,01089,33660,189,188,181
45,01091,2494,,,NaN
46,01093,3066,7,5,2
47,01095,11888,39,32,21
48,01097,37590,102,70,41
49,01099,1710,5,4,2
50,01101,23834,184,143,117
51,01103,14144,19,9,5
52,01105,1082,,,NaN
53,01107,2329,3,2,1
54,01109,3049,,,NaN
55,01111,1754,7,5,3
56,01113,4238,18,14,9
57,01115,9379,37,27,17
58,01117,23116,115,88,65
59,01119,1029,,,NaN
60,01121,8028,65,51,42
61,01123,3875,36,55,64
62,01125,25179,143,136,117
63,01127,7070,19,10,5
64,01129,1639,3,2,1
65,01131,1244,0,0,0
66,01133,2718,5,3,2
67,02013,364,0,0,0
68,02016,656,6,8,10
69,02020,28651,639,810,1013
70,02050,3795,43,40,34
71,02060,0,0,0,0
72,02068,91,8,11,14
73,02070,208,0,0,0
74,02090,6709,157,223,277
75,02100,29,1,1,1
76,02105,0,0,0,0
77,02110,1301,12,16,21
78,02122,4173,62,89,110
79,02130,393,6,10,11
80,02150,1081,11,16,19
81,02158,1224,3,5,6
82,02164,187,,,NaN
83,02170,10126,404,472,565
84,02180,340,5,7,10
85,02185,1050,12,18,22
86,02188,598,1,2,2
87,02195,159,5,7,10
88,02198,86,,,NaN
89,02220,334,5,7,10
90,02230,20,0,0,0
91,02240,623,19,13,7
92,02261,0,0,0,0
93,02275,34,1,2,2
94,02282,72,0,0,0
95,02290,351,,,NaN
96,04001,11184,,,NaN
97,04003,11645,43,37,26
98,04005,17156,138,185,210
99,04007,6565,40,40,43
100,04009,5370,9,7,6
101,04011,566,1,1,1
102,04012,2446,7,6,4
103,04013,525666,2715,3480,4132
104,04015,22201,99,78,53
105,04017,15742,111,131,126
106,04019,113030,655,774,933
107,04021,49761,415,365,271
108,04023,7843,40,33,27
109,04025,18340,,,NaN
110,04027,36787,66,78,93
111,05001,2079,,,NaN
112,05003,1907,8,5,4
113,05005,3082,15,10,5
114,05007,28235,118,126,118
115,05009,3744,9,7,4
116,05011,1356,4,3,2
117,05013,409,0,0,0
118,05015,2755,4,4,2
119,05017,1610,1,0,0
120,05019,2084,4,2,2
121,05021,1723,3,2,2
122,05023,1948,5,4,3
123,05025,940,1,0,0
124,05027,2321,5,4,3
125,05029,2192,5,3,3
126,05031,13104,31,27,22
127,05033,6989,18,14,9
128,05035,5890,34,42,44
129,05037,1926,4,3,2
130,05039,756,2,1,1
131,05041,1357,1,1,1
132,05043,1985,4,2,2
133,05045,12235,62,66,64
134,05047,1680,4,3,2
135,05049,1100,0,1,0
136,05051,10041,14,6,4
137,05053,1637,3,2,1
138,05055,6022,22,22,17
139,05057,1984,8,5,4
140,05059,5014,33,33,34
141,05061,1641,,,NaN
142,05063,3722,5,4,2
143,05065,1662,4,2,2
144,05067,3210,4,2,2
145,05069,8746,12,11,8
146,05071,2884,6,4,3
147,05073,541,0,0,0
148,05075,2069,,,NaN
149,05077,1659,2,1,1
150,05079,3182,3,2,1
151,05081,1224,5,3,3
152,05083,2206,1,0,0
153,05085,7061,16,11,8
154,05087,1437,4,3,2
155,05089,1033,8,6,4
156,05091,4222,23,17,13
157,05093,5758,15,14,14
158,05095,862,2,1,1
159,05097,751,1,1,1
160,05099,818,1,1,1
161,05101,707,1,1,0
162,05103,2292,5,4,3
163,05105,827,2,2,1
164,05107,1743,4,3,2
165,05109,997,1,1,1
166,05111,3117,4,2,2
167,05113,1964,2,2,1
168,05115,7875,33,46,56
169,05117,888,0,1,0
170,05119,38399,109,98,78
171,05121,2066,5,4,3
172,05123,3526,27,38,46
173,05125,11743,24,20,14
174,05127,928,1,0,1
175,05129,673,2,1,1
176,05131,15060,38,27,18
177,05133,2780,1,1,1
178,05135,1553,3,2,1
179,05137,983,0,0,0
180,05139,3946,24,17,11
181,05141,1253,6,5,3
182,05143,30267,96,80,63
183,05145,7832,35,38,33
184,05147,636,,,NaN
185,05149,3408,2,2,1
186,06001,83861,446,382,347
187,06003,88,1,0,0
188,06005,3577,30,37,46
189,06007,11359,50,43,38
190,06009,2019,26,24,24
191,06011,2165,,,NaN
192,06013,65559,424,364,320
193,06015,1213,97,134,156
194,06017,9488,69,72,74
195,06019,99602,502,348,276
196,06021,2334,15,13,10
197,06023,3492,28,22,16
198,06025,27572,114,87,62
199,06027,1401,8,4,4
200,06029,106329,251,146,93
201,06031,22659,59,46,31
202,06033,3350,33,22,17
203,06035,5652,,,NaN
204,06037,1220893,2440,1771,1304
205,06039,16051,108,82,75
206,06041,13713,71,51,41
207,06043,410,,,NaN
208,06045,3949,10,6,4
209,06047,30687,194,151,110
210,06049,474,2,2,1
211,06051,1268,8,5,4
212,06053,42979,91,68,55
213,06055,9473,127,158,191
214,06057,4323,104,133,162
215,06059,266464,677,504,405
216,06061,21095,368,466,561
217,06063,685,5,3,2
218,06065,294736,743,724,710
219,06067,98660,1619,2116,2472
220,06069,5893,32,36,44
221,06071,291199,600,470,396
