,County,494,500,507,514
0,01001,NaN,,,NaN
1,01003,NaN,94,73,65
2,01005,NaN,6,4,4
3,01007,NaN,8,6,5
4,01009,NaN,41,32,29
5,01011,NaN,0,1,0
6,01013,NaN,12,9,7
7,01015,NaN,19,14,11
8,01017,NaN,42,43,53
9,01019,NaN,6,6,4
10,01021,NaN,22,14,12
11,01023,NaN,1,1,1
12,01025,NaN,3,2,2
13,01027,NaN,3,2,2
14,01029,NaN,3,3,2
15,01031,NaN,11,8,7
16,01033,NaN,11,8,7
17,01035,NaN,4,4,3
18,01037,NaN,3,3,2
19,01039,NaN,63,92,144
20,01041,NaN,2,2,1
21,01043,NaN,30,23,19
22,01045,NaN,10,9,6
23,01047,NaN,12,9,7
24,01049,NaN,12,9,8
25,01051,NaN,28,16,14
26,01053,NaN,8,7,6
27,01055,NaN,24,17,14
28,01057,NaN,8,7,6
29,01059,NaN,4,4,3
30,01061,NaN,8,6,5
31,01063,NaN,1,0,1
32,01065,NaN,5,4,4
33,01067,NaN,25,29,43
34,01069,NaN,29,21,19
35,01071,NaN,14,11,11
36,01073,NaN,167,139,127
37,01075,NaN,7,6,5
38,01077,NaN,17,10,8
39,01079,NaN,26,25,28
40,01081,NaN,63,62,58
41,01083,NaN,19,15,12
42,01085,NaN,3,2,2
43,01087,NaN,4,4,3
44,01089,NaN,72,46,36
45,01091,NaN,,,NaN
46,01093,NaN,25,27,26
47,01095,NaN,21,12,9
48,01097,NaN,124,104,77
49,01099,NaN,4,2,3
50,01101,NaN,76,59,58
51,01103,NaN,49,40,39
52,01105,NaN,1,1,1
53,01107,NaN,3,3,2
54,01109,NaN,5,4,4
55,01111,NaN,9,7,6
56,01113,NaN,22,18,16
57,01115,NaN,45,47,40
58,01117,NaN,62,62,62
59,01119,NaN,3,2,2
60,01121,NaN,13,8,7
61,01123,NaN,16,14,13
62,01125,NaN,39,26,20
63,01127,NaN,10,7,7
64,01129,NaN,4,3,3
65,01131,NaN,0,0,0
66,01133,NaN,12,9,7
67,02013,NaN,1,0,1
68,02016,NaN,3,2,2
69,02020,NaN,71,52,36
70,02050,NaN,4,4,3
71,02060,NaN,0,0,0
72,02068,NaN,,,NaN
73,02070,NaN,0,1,0
74,02090,NaN,26,15,10
75,02100,NaN,0,0,0
76,02105,NaN,0,0,0
77,02110,NaN,6,5,5
78,02122,NaN,12,7,5
79,02130,NaN,46,40,40
80,02150,NaN,3,3,3
81,02158,NaN,8,8,6
82,02164,NaN,0,1,0
83,02170,NaN,24,14,9
84,02180,NaN,2,2,1
85,02185,NaN,1,0,1
86,02188,NaN,0,1,0
87,02195,NaN,1,0,1
88,02198,NaN,11,10,9
89,02220,NaN,4,4,3
90,02230,NaN,0,0,0
91,02240,NaN,30,50,75
92,02261,NaN,,,NaN
93,02275,NaN,0,1,0
94,02282,NaN,2,1,1
95,02290,NaN,1,1,1
96,04001,NaN,,,NaN
97,04003,NaN,28,26,20
98,04005,NaN,0,0,0
99,04007,NaN,,,NaN
100,04009,NaN,,,NaN
101,04011,NaN,0,0,0
102,04012,NaN,,,NaN
103,04013,NaN,2496,2404,2103
104,04015,NaN,111,131,146
105,04017,NaN,51,52,43
106,04019,NaN,250,222,198
107,04021,NaN,309,283,252
108,04023,NaN,25,20,18
109,04025,NaN,133,135,124
110,04027,NaN,26,24,20
111,05001,NaN,5,4,4
112,05003,NaN,,,NaN
113,05005,NaN,10,9,9
114,05007,NaN,102,82,70
115,05009,NaN,13,12,10
116,05011,NaN,7,8,6
117,05013,NaN,0,1,0
118,05015,NaN,,,NaN
119,05017,NaN,2,2,1
120,05019,NaN,2,3,2
121,05021,NaN,9,8,8
122,05023,NaN,12,11,10
123,05025,NaN,,,NaN
124,05027,NaN,,,NaN
125,05029,NaN,7,8,7
126,05031,NaN,40,34,28
127,05033,NaN,20,20,23
128,05035,NaN,25,23,21
129,05037,NaN,,,NaN
130,05039,NaN,,,NaN
131,05041,NaN,2,2,1
132,05043,NaN,3,3,3
133,05045,NaN,61,59,53
134,05047,NaN,4,3,4
135,05049,NaN,6,6,5
136,05051,NaN,118,160,249
137,05053,NaN,35,52,77
138,05055,NaN,17,17,17
139,05057,NaN,3,3,3
140,05059,NaN,23,27,27
141,05061,NaN,,,NaN
142,05063,NaN,13,13,11
143,05065,NaN,,,NaN
144,05067,NaN,1,1,1
145,05069,NaN,36,47,57
146,05071,NaN,4,4,4
147,05073,NaN,2,2,1
148,05075,NaN,4,3,4
149,05077,NaN,5,5,5
150,05079,NaN,,,NaN
151,05081,NaN,4,3,4
152,05083,NaN,6,5,5
153,05085,NaN,50,53,50
154,05087,NaN,,,NaN
155,05089,NaN,4,4,4
156,05091,NaN,,,NaN
157,05093,NaN,14,13,12
158,05095,NaN,1,1,1
159,05097,NaN,1,1,1
160,05099,NaN,,,NaN
161,05101,NaN,0,1,0
162,05103,NaN,12,11,10
163,05105,NaN,2,3,2
164,05107,NaN,7,7,6
165,05109,NaN,,,NaN
166,05111,NaN,7,6,6
167,05113,NaN,8,8,7
168,05115,NaN,6,6,6
169,05117,NaN,5,4,4
170,05119,NaN,204,199,198
171,05121,NaN,28,33,36
172,05123,NaN,5,5,5
173,05125,NaN,88,103,117
174,05127,NaN,2,2,1
175,05129,NaN,12,12,11
176,05131,NaN,47,57,73
177,05133,NaN,5,4,4
178,05135,NaN,3,3,2
179,05137,NaN,0,1,0
180,05139,NaN,9,9,8
181,05141,NaN,11,11,10
182,05143,NaN,57,50,39
183,05145,NaN,46,44,45
184,05147,NaN,0,0,0
185,05149,NaN,5,5,5
186,06001,NaN,302,239,176
187,06003,NaN,1,1,1
188,06005,NaN,11,17,15
189,06007,NaN,154,156,143
190,06009,NaN,19,23,26
191,06011,NaN,22,32,30
192,06013,NaN,271,219,170
193,06015,NaN,11,7,5
194,06017,NaN,36,25,18
195,06019,NaN,184,143,109
196,06021,NaN,16,23,22
197,06023,NaN,77,59,47
198,06025,NaN,,,NaN
199,06027,NaN,2,4,3
200,06029,NaN,400,432,421
201,06031,NaN,21,19,13
202,06033,NaN,11,9,7
203,06035,NaN,22,34,31
204,06037,NaN,5021,8534,9894
205,06039,NaN,18,14,10
206,06041,NaN,24,22,16
207,06043,NaN,3,4,5
208,06045,NaN,41,39,39
209,06047,NaN,81,60,44
210,06049,NaN,10,14,13
211,06051,NaN,7,12,10
212,06053,NaN,,,NaN
213,06055,NaN,18,14,9
214,06057,NaN,21,16,11
215,06059,NaN,345,337,276
216,06061,NaN,114,84,64
217,06063,NaN,4,7,6
218,06065,NaN,321,255,185
219,06067,NaN,467,368,273
220,06069,NaN,,,NaN
221,06071,NaN,501,511,411
222,06073,NaN,395,313,216
223,06075,NaN,77,58,44
224,06077,NaN,172,122,91
225,06079,NaN,,,NaN
226,06081,NaN,144,132,117
227,06083,NaN,34,23,16
228,06085,NaN,144,104,75
229,06087,NaN,0,0,0
230,06089,NaN,99,70,55
231,06091,NaN,1,1,1
232,06093,NaN,40,30,23
233,06095,NaN,113,91,65
234,06097,NaN,163,209,260
235,06099,NaN,182,134,92
236,06101,NaN,40,40,40
237,06103,NaN,,,NaN
238,06105,NaN,7,10,9
239,06107,NaN,,,NaN
240,06109,NaN,22,32,30
241,06111,NaN,106,82,64
242,06113,NaN,56,51,45
243,06115,NaN,40,38,35
244,08001,NaN,351,231,143
245,08003,NaN,40,30,21
246,08005,NaN,431,298,195
247,08007,NaN,7,6,3
248,08009,NaN,,,NaN
249,08011,NaN,2,2,1
250,08013,NaN,103,91,65
251,08014,NaN,14,9,5
252,08015,NaN,27,23,22
253,08017,NaN,0,1,0
254,08019,NaN,5,3,2
255,08021,NaN,25,18,13
256,08023,NaN,6,5,3
257,08025,NaN,,,NaN
258,08027,NaN,2,2,1
259,08029,NaN,13,10,7
260,08031,NaN,241,179,107
261,08033,NaN,,,NaN
262,08035,NaN,183,136,85
263,08037,NaN,8,6,4
264,08039,NaN,17,13,9
265,08041,NaN,1041,864,650
266,08043,NaN,73,65,53
267,08045,NaN,60,70,82
268,08047,NaN,7,4,3
269,08049,NaN,4,2,2
270,08051,NaN,2,1,1
271,08053,NaN,0,0,0
272,08055,NaN,,,NaN
273,08057,NaN,1,1,1
274,08059,NaN,248,163,99
275,08061,NaN,0,0,0
276,08063,NaN,,,NaN
277,08065,NaN,6,4,2
278,08067,NaN,23,17,11
279,08069,NaN,141,97,58
280,08071,NaN,5,4,2
281,08073,NaN,1,1,0
282,08075,NaN,12,10,8
283,08077,NaN,352,351,310
284,08079,NaN,1,1,0
285,08081,NaN,32,47,60
286,08083,NaN,28,29,27
287,08085,NaN,58,60,65
288,08087,NaN,12,8,6
289,08089,NaN,11,8,4
290,08091,NaN,,,NaN
291,08093,NaN,16,14,11
292,08095,NaN,3,2,1
293,08097,NaN,4,2,2
294,08099,NaN,6,4,3
295,08101,NaN,120,93,58
296,08103,NaN,4,3,2
297,08105,NaN,8,6,3
298,08107,NaN,14,12,10
299,08109,NaN,2,2,1
300,08111,NaN,1,0,0
301,08113,NaN,3,2,2
302,08115,NaN,0,1,0
303,08117,NaN,9,6,4
304,08119,NaN,26,19,15
305,08121,NaN,,,NaN
306,08123,NaN,248,186,124
307,08125,NaN,9,6,4
308,09001,NaN,100,54,26
309,09003,NaN,156,94,48
310,09005,NaN,10,4,2
311,09007,NaN,20,12,6
312,09009,NaN,149,90,44
313,09011,NaN,36,21,12
314,09013,NaN,24,16,11
315,09015,NaN,21,10,6
316,10001,NaN,69,35,22
317,10003,NaN,400,245,179
318,10005,NaN,88,62,41
319,11001,NaN,98,64,35
320,12001,NaN,140,118,98
321,12003,NaN,8,5,5
322,12005,NaN,62,39,27
323,12007,NaN,7,5,4
324,12009,NaN,194,119,80
325,12011,NaN,829,529,354
326,12013,NaN,2,2,2
327,12015,NaN,86,62,46
328,12017,NaN,47,35,25
329,12019,NaN,91,55,38
330,12021,NaN,199,133,97
331,12023,NaN,27,18,16
332,12027,NaN,22,15,13
333,12029,NaN,,,NaN
334,12031,NaN,431,312,236
335,12033,NaN,79,54,40
336,12035,NaN,32,25,18
337,12037,NaN,8,6,5
338,12039,NaN,12,8,6
339,12041,NaN,5,4,3
340,12043,NaN,5,4,3
341,12045,NaN,1,1,1
342,12047,NaN,,,NaN
343,12049,NaN,18,12,8
344,12051,NaN,26,20,15
345,12053,NaN,89,61,43
346,12055,NaN,32,22,14
347,12057,NaN,937,662,477
348,12059,NaN,4,3,3
349,12061,NaN,60,46,37
350,12063,NaN,27,26,25
351,12065,NaN,8,6,5
352,12067,NaN,1,0,1
353,12069,NaN,245,164,124
354,12071,NaN,420,257,176
355,12073,NaN,172,121,95
356,12075,NaN,25,20,16
357,12077,NaN,1,1,1
358,12079,NaN,4,3,3
359,12081,NaN,168,112,76
360,12083,NaN,125,81,59
361,12085,NaN,74,51,41
362,12086,NaN,1703,1032,689
363,12087,NaN,18,11,7
364,12089,NaN,65,56,49
365,12091,NaN,61,42,32
366,12093,NaN,44,30,29
367,12095,NaN,703,486,342
368,12097,NaN,226,162,109
369,12099,NaN,524,343,233
370,12101,NaN,220,147,100
371,12103,NaN,237,146,97
372,12105,NaN,359,247,168
373,12107,NaN,44,38,29
374,12109,NaN,116,77,58
375,12111,NaN,186,137,104
376,12113,NaN,72,61,54
377,12115,NaN,139,99,69
378,12117,NaN,208,145,105
379,12119,NaN,41,33,29
380,12121,NaN,10,8,6
381,12123,NaN,2,2,1
382,12125,NaN,2,2,2
383,12127,NaN,257,175,126
384,12129,NaN,10,6,4
385,12131,NaN,21,15,11
386,12133,NaN,3,3,1
387,13001,NaN,,,NaN
388,13003,NaN,,,NaN
389,13005,NaN,,,NaN
390,13007,NaN,0,0,0
391,13009,NaN,15,13,13
392,13011,NaN,5,4,3
393,13013,NaN,35,27,22
394,13015,NaN,43,36,32
395,13017,NaN,6,6,4
396,13019,NaN,6,4,4
397,13021,NaN,34,29,24
398,13023,NaN,3,3,2
399,13025,NaN,6,5,4
400,13027,NaN,5,4,3
401,13029,NaN,11,8,7
402,13031,NaN,6,6,4
403,13033,NaN,6,6,4
404,13035,NaN,5,5,3
405,13037,NaN,1,1,1
406,13039,NaN,14,10,9
407,13043,NaN,,,NaN
408,13045,NaN,31,25,22
409,13047,NaN,37,30,26
410,13049,NaN,51,44,43
411,13051,NaN,97,105,105
412,13053,NaN,94,87,84
413,13055,NaN,9,7,6
414,13057,NaN,72,56,42
415,13059,NaN,19,14,10
416,13061,NaN,0,0,0
417,13063,NaN,93,78,56
418,13065,NaN,0,0,0
419,13067,NaN,238,192,147
420,13069,NaN,5,5,4
421,13071,NaN,,,NaN
422,13073,NaN,38,32,26
423,13075,NaN,,,NaN
424,13077,NaN,34,28,21
425,13079,NaN,0,0,0
426,13081,NaN,,,NaN
427,13083,NaN,9,8,6
428,13085,NaN,8,6,6
429,13087,NaN,9,8,6
430,13089,NaN,177,137,100
431,13091,NaN,,,NaN
432,13093,NaN,4,4,3
433,13095,NaN,17,19,16
434,13097,NaN,61,48,38
435,13099,NaN,,,NaN
436,13101,NaN,0,1,0
437,13103,NaN,10,9,7
438,13105,NaN,1,0,1
439,13107,NaN,5,5,3
440,13109,NaN,,,NaN
441,13111,NaN,4,4,2
442,13113,NaN,24,23,19
443,13115,NaN,44,60,85
444,13117,NaN,59,48,37
445,13119,NaN,6,6,4
446,13121,NaN,210,140,100
447,13123,NaN,6,4,4
448,13125,NaN,1,0,1
449,13127,NaN,28,21,16
450,13129,NaN,29,49,78
451,13131,NaN,25,29,27
452,13133,NaN,1,0,1
453,13135,NaN,257,211,166
454,13137,NaN,3,3,3
455,13139,NaN,56,48,36
456,13141,NaN,3,2,1
457,13143,NaN,3,3,2
458,13145,NaN,34,42,60
459,13147,NaN,5,5,4
460,13149,NaN,0,1,0
461,13151,NaN,100,89,70
462,13153,NaN,26,22,15
463,13155,NaN,,,NaN
464,13157,NaN,26,24,20
465,13159,NaN,1,0,1
466,13161,NaN,,,NaN
467,13163,NaN,2,2,2
468,13165,NaN,,,NaN
469,13167,NaN,1,1,1
470,13169,NaN,6,6,4
471,13171,NaN,3,3,2
472,13173,NaN,3,3,2
473,13175,NaN,12,10,9
474,13177,NaN,0,0,0
475,13179,NaN,60,78,89
476,13181,NaN,3,3,2
477,13183,NaN,4,3,3
478,13185,NaN,39,34,29
479,13187,NaN,9,7,6
480,13189,NaN,6,5,4
481,13191,NaN,0,0,0
482,13193,NaN,,,NaN
483,13195,NaN,,,NaN
484,13197,NaN,,,NaN
485,13199,NaN,6,5,4
486,13201,NaN,0,0,0
487,13205,NaN,4,3,3
488,13207,NaN,10,9,7
489,13209,NaN,,,NaN
490,13211,NaN,,,NaN
491,13213,NaN,18,12,11
492,13215,NaN,81,60,51
493,13217,NaN,31,24,17
494,13219,NaN,4,3,2
495,13221,NaN,5,4,3
496,13223,NaN,41,28,18
497,13225,NaN,7,7,5
498,13227,NaN,,,NaN
499,13229,NaN,3,3,3
500,13231,NaN,18,20,26
501,13233,NaN,7,5,5
502,13235,NaN,1,1,1
503,13237,NaN,6,6,4
504,13239,NaN,0,1,0
505,13241,NaN,5,4,3
506,13243,NaN,,,NaN
507,13245,NaN,55,39,27
508,13247,NaN,36,30,24
509,13249,NaN,0,0,0
