,County,508,514,521,528
0,01001,NaN,35,26,25
1,01003,NaN,63,52,43
2,01005,NaN,4,4,3
3,01007,NaN,4,3,2
4,01009,NaN,21,13,11
5,01011,NaN,4,3,2
6,01013,NaN,6,4,4
7,01015,NaN,31,24,25
8,01017,NaN,22,17,15
9,01019,NaN,4,3,3
10,01021,NaN,10,6,4
11,01023,NaN,2,1,1
12,01025,NaN,3,2,2
13,01027,NaN,7,5,5
14,01029,NaN,8,7,6
15,01031,NaN,,,NaN
16,01033,NaN,45,77,119
17,01035,NaN,4,3,3
18,01037,NaN,4,4,3
19,01039,NaN,28,30,30
20,01041,NaN,4,3,3
21,01043,NaN,35,31,29
22,01045,NaN,10,9,7
23,01047,NaN,3,2,2
24,01049,NaN,25,18,18
25,01051,NaN,,,NaN
26,01053,NaN,18,21,28
27,01055,NaN,61,37,32
28,01057,NaN,10,8,6
29,01059,NaN,23,25,32
30,01061,NaN,4,3,3
31,01063,NaN,2,2,2
32,01065,NaN,5,5,3
33,01067,NaN,2,1,1
34,01069,NaN,16,21,31
35,01071,NaN,30,51,82
36,01073,NaN,323,294,313
37,01075,NaN,3,3,2
38,01077,NaN,43,52,64
39,01079,NaN,37,57,80
40,01081,NaN,51,41,38
41,01083,NaN,37,43,48
42,01085,NaN,,,NaN
43,01087,NaN,3,3,2
44,01089,NaN,149,157,182
45,01091,NaN,1,1,1
46,01093,NaN,27,24,22
47,01095,NaN,64,81,102
48,01097,NaN,194,169,166
49,01099,NaN,0,1,0
50,01101,NaN,89,62,61
51,01103,NaN,53,55,53
52,01105,NaN,2,2,2
53,01107,NaN,4,3,2
54,01109,NaN,,,NaN
55,01111,NaN,9,7,6
56,01113,NaN,17,16,13
57,01115,NaN,41,30,25
58,01117,NaN,87,80,84
59,01119,NaN,0,1,0
60,01121,NaN,44,56,92
61,01123,NaN,23,24,32
62,01125,NaN,41,38,32
63,01127,NaN,0,0,0
64,01129,NaN,,,NaN
65,01131,NaN,0,0,0
66,01133,NaN,40,42,50
67,02013,NaN,0,0,0
68,02016,NaN,2,2,1
69,02020,NaN,47,40,30
70,02050,NaN,3,2,2
71,02060,NaN,0,0,0
72,02068,NaN,1,0,1
73,02070,NaN,1,0,1
74,02090,NaN,11,5,4
75,02100,NaN,0,0,0
76,02105,NaN,0,0,0
