,County,515,521,528,535
0,01001,7241,21,19,14
1,01003,21868,75,70,60
2,01005,2345,1,1,0
3,01007,2685,7,5,4
4,01009,6945,13,9,6
5,01011,1243,,,NaN
6,01013,2242,7,5,4
7,01015,14719,20,15,12
8,01017,3728,10,7,5
9,01019,1873,2,2,2
10,01021,4476,9,8,5
11,01023,621,3,2,2
12,01025,3530,2,2,1
13,01027,1600,4,4,3
14,01029,1534,8,6,5
15,01031,5635,7,6,4
16,01033,6413,24,19,20
17,01035,1136,3,3,1
18,01037,1117,5,4,3
19,01039,4275,17,11,9
20,01041,1559,4,4,3
21,01043,9952,27,24,18
22,01045,4928,6,5,3
23,01047,3607,2,2,2
24,01049,8972,10,8,6
25,01051,10293,3,3,2
26,01053,4016,9,8,5
27,01055,14175,23,14,8
28,01057,2188,12,7,5
29,01059,4313,8,7,5
30,01061,2579,6,4,3
31,01063,936,1,1,1
32,01065,2272,4,4,3
33,01067,1945,,,NaN
34,01069,10781,35,50,59
35,01071,6932,41,54,66
36,01073,81003,190,161,139
37,01075,1468,,,NaN
38,01077,9603,26,21,18
39,01079,3133,17,13,11
40,01081,16278,36,30,24
41,01083,10179,,,NaN
42,01085,1422,1,1,1
43,01087,1630,2,2,1
44,01089,35690,94,80,71
45,01091,2505,1,0,1
46,01093,3240,10,6,3
47,01095,12453,,,NaN
48,01097,42105,158,146,130
49,01099,1800,,,NaN
50,01101,25081,15,8,5
51,01103,14629,25,15,12
52,01105,1086,0,1,0
53,01107,2369,3,2,2
54,01109,3143,2,1,1
55,01111,1875,6,5,3
56,01113,4548,,,NaN
57,01115,10162,14,8,4
58,01117,25607,51,44,37
59,01119,1057,0,0,0
60,01121,8460,20,16,15
61,01123,4138,19,19,19
62,01125,26173,34,26,21
63,01127,7338,10,7,6
64,01129,1705,1,1,0
65,01131,1269,0,0,0
66,01133,2834,,,NaN
67,02013,369,0,0,0
68,02016,718,3,2,1
69,02020,31019,95,120,148
70,02050,3911,,,NaN
71,02060,0,0,0,0
72,02068,112,0,1,0
73,02070,233,1,1,0
74,02090,8078,10,8,5
75,02100,31,0,0,0
