,County,487,493,500,507
0,01001,NaN,194,281,369
1,01003,NaN,277,298,413
2,01005,NaN,9,7,7
3,01007,NaN,,,NaN
4,01009,NaN,115,125,172
5,01011,NaN,1,1,1
6,01013,NaN,39,48,67
7,01015,NaN,44,32,32
8,01017,NaN,61,89,117
9,01019,NaN,,,NaN
10,01021,NaN,67,57,62
11,01023,NaN,3,2,3
12,01025,NaN,3,2,3
13,01027,NaN,7,6,5
14,01029,NaN,6,4,4
15,01031,NaN,,,NaN
16,01033,NaN,16,13,12
17,01035,NaN,3,3,3
18,01037,NaN,,,NaN
19,01039,NaN,40,59,80
20,01041,NaN,,,NaN
21,01043,NaN,80,71,79
22,01045,NaN,38,35,40
23,01047,NaN,31,35,40
24,01049,NaN,30,29,30
25,01051,NaN,99,136,189
26,01053,NaN,10,9,7
27,01055,NaN,66,54,57
28,01057,NaN,6,5,4
29,01059,NaN,4,4,3
30,01061,NaN,,,NaN
31,01063,NaN,,,NaN
32,01065,NaN,8,6,6
33,01067,NaN,28,45,62
34,01069,NaN,77,79,95
35,01071,NaN,33,37,52
36,01073,NaN,,,NaN
37,01075,NaN,7,5,5
38,01077,NaN,33,30,26
39,01079,NaN,55,73,94
40,01081,NaN,95,87,102
41,01083,NaN,89,83,113
42,01085,NaN,11,9,8
43,01087,NaN,11,10,8
44,01089,NaN,296,255,310
45,01091,NaN,,,NaN
46,01093,NaN,22,22,20
47,01095,NaN,47,42,36
48,01097,NaN,232,187,178
49,01099,NaN,6,4,4
50,01101,NaN,,,NaN
51,01103,NaN,151,171,236
52,01105,NaN,2,2,1
53,01107,NaN,4,3,3
54,01109,NaN,7,6,5
55,01111,NaN,28,30,33
56,01113,NaN,40,39,43
57,01115,NaN,,,NaN
58,01117,NaN,,,NaN
59,01119,NaN,4,3,3
60,01121,NaN,,,NaN
61,01123,NaN,15,12,9
62,01125,NaN,103,81,82
63,01127,NaN,12,7,5
64,01129,NaN,4,4,3
65,01131,NaN,2,1,1
66,01133,NaN,8,7,6
67,02013,NaN,,,NaN
68,02016,NaN,2,1,1
69,02020,NaN,88,64,44
70,02050,NaN,5,4,4
71,02060,NaN,0,0,0
72,02068,NaN,3,2,2
73,02070,NaN,0,1,0
74,02090,NaN,46,32,22
75,02100,NaN,0,0,0
76,02105,NaN,0,0,0
77,02110,NaN,12,7,7
78,02122,NaN,20,14,10
79,02130,NaN,92,109,139
80,02150,NaN,3,3,2
81,02158,NaN,7,7,5
82,02164,NaN,1,0,1
83,02170,NaN,43,27,16
84,02180,NaN,3,2,2
85,02185,NaN,2,2,2
86,02188,NaN,0,1,0
87,02195,NaN,1,0,1
88,02198,NaN,,,NaN
89,02220,NaN,3,3,2
90,02230,NaN,0,0,0
91,02240,NaN,7,6,4
92,02261,NaN,,,NaN
93,02275,NaN,0,1,0
94,02282,NaN,4,3,3
95,02290,NaN,1,0,1
96,04001,NaN,0,0,0
97,04003,NaN,41,39,37
98,04005,NaN,3,1,0
99,04007,NaN,0,0,0
100,04009,NaN,,,NaN
101,04011,NaN,0,0,0
102,04012,NaN,,,NaN
103,04013,NaN,2314,1975,1642
104,04015,NaN,52,46,35
105,04017,NaN,28,23,14
106,04019,NaN,212,210,161
107,04021,NaN,334,345,303
108,04023,NaN,59,63,69
109,04025,NaN,138,135,131
110,04027,NaN,17,13,8
111,05001,NaN,8,8,8
112,05003,NaN,11,10,9
113,05005,NaN,8,7,7
114,05007,NaN,150,148,142
115,05009,NaN,15,15,14
116,05011,NaN,,,NaN
117,05013,NaN,0,0,0
118,05015,NaN,3,3,3
119,05017,NaN,,,NaN
120,05019,NaN,5,5,5
121,05021,NaN,7,8,6
122,05023,NaN,9,8,8
123,05025,NaN,0,1,0
124,05027,NaN,,,NaN
125,05029,NaN,8,7,8
126,05031,NaN,51,46,40
127,05033,NaN,19,23,28
128,05035,NaN,27,25,23
129,05037,NaN,6,6,5
130,05039,NaN,1,1,1
131,05041,NaN,1,1,1
132,05043,NaN,4,4,4
133,05045,NaN,68,61,58
134,05047,NaN,2,3,2
135,05049,NaN,8,7,7
136,05051,NaN,110,180,246
137,05053,NaN,10,10,9
138,05055,NaN,16,15,15
139,05057,NaN,2,3,2
140,05059,NaN,19,18,18
141,05061,NaN,3,3,3
142,05063,NaN,11,10,9
143,05065,NaN,2,2,1
144,05067,NaN,2,3,2
145,05069,NaN,15,13,11
146,05071,NaN,5,4,4
147,05073,NaN,,,NaN
148,05075,NaN,4,3,4
149,05077,NaN,7,7,6
150,05079,NaN,,,NaN
