,County,256,262,269,276
0,01001,1828,57,37,24
1,01003,6073,798,1022,1305
2,01005,921,49,66,79
3,01007,686,23,21,19
4,01009,1656,44,28,17
5,01011,613,7,7,7
6,01013,926,8,7,7
7,01015,3679,135,100,65
8,01017,1205,20,14,7
9,01019,639,37,27,17
10,01021,1648,65,44,29
11,01023,366,7,5,0
12,01025,1156,55,41,23
13,01027,611,26,21,14
14,01029,427,58,46,38
15,01031,1462,123,124,103
16,01033,1734,72,82,87
17,01035,540,5,7,5
18,01037,179,7,0,0
19,01039,1478,94,56,34
20,01041,547,7,7,5
21,01043,1959,43,29,18
22,01045,1509,129,151,129
23,01047,1808,,,NaN
24,01049,2610,157,199,204
25,01051,2826,152,139,109
26,01053,1652,51,41,26
27,01055,3685,175,143,102
28,01057,485,19,9,7
29,01059,1842,64,81,90
30,01061,733,117,127,100
31,01063,308,6,0,0
32,01065,666,27,16,10
33,01067,566,59,67,53
34,01069,3347,469,598,539
35,01071,1690,109,124,126
36,01073,20666,806,766,650
37,01075,400,26,17,11
38,01077,1815,99,108,115
39,01079,652,30,26,21
40,01081,6141,180,116,68
41,01083,2258,140,146,147
42,01085,662,7,7,7
43,01087,492,7,7,3
44,01089,8234,295,253,203
45,01091,743,13,7,7
46,01093,997,21,15,8
47,01095,4032,92,63,40
48,01097,13739,300,260,220
49,01099,597,7,7,7
50,01101,9007,143,116,81
51,01103,3461,128,126,110
52,01105,544,,,NaN
53,01107,684,10,7,7
54,01109,1238,30,18,12
55,01111,702,36,23,14
56,01113,1821,49,32,19
57,01115,2461,125,110,78
58,01117,6375,316,251,173
59,01119,438,0,5,0
60,01121,2253,109,81,49
61,01123,1195,28,16,10
62,01125,9194,,,NaN
63,01127,2424,92,80,64
64,01129,582,15,7,7
65,01131,538,7,7,5
66,01133,764,20,14,8
67,02013,14,5,0,0
68,02016,96,0,0,0
69,02020,4957,611,829,1108
70,02050,124,,,NaN
71,02060,0,0,0,0
72,02068,14,7,0,0
73,02070,31,0,0,0
74,02090,1345,189,229,273
75,02100,9,0,0,0
76,02105,0,0,0,0
77,02110,389,,,NaN
78,02122,651,26,45,57
79,02130,69,0,7,7
80,02150,73,8,7,7
81,02158,14,0,0,0
82,02164,95,0,0,0
83,02170,682,66,99,133
84,02180,86,15,10,14
85,02185,157,40,36,34
86,02188,143,34,18,21
87,02195,13,0,0,0
88,02198,32,0,0,5
89,02220,70,7,7,7
90,02230,0,0,0,0
91,02240,47,0,0,6
92,02261,129,,,NaN
93,02275,19,0,0,0
94,02282,30,0,0,0
95,02290,86,5,7,8
96,04001,3579,72,75,77
97,04003,1919,17,18,21
98,04005,4275,364,383,449
99,04007,1451,166,230,279
100,04009,885,67,90,111
101,04011,60,0,0,0
102,04012,548,6,7,7
103,04013,143183,1853,2224,2515
104,04015,4050,80,81,77
105,04017,5819,37,37,35
106,04019,25925,465,315,207
107,04021,10745,184,168,156
108,04023,2883,40,48,42
109,04025,2617,104,147,193
110,04027,12815,156,178,203
111,05001,459,81,98,120
112,05003,452,28,19,20
113,05005,402,71,68,60
114,05007,6890,370,398,406
115,05009,806,86,77,64
116,05011,345,,,NaN
117,05013,36,0,0,0
118,05015,757,102,132,161
119,05017,1013,,,NaN
120,05019,381,46,54,62
121,05021,339,49,61,71
122,05023,360,35,20,14
123,05025,192,7,6,7
124,05027,555,137,177,224
125,05029,294,,,NaN
126,05031,3261,370,389,416
127,05033,1560,186,202,215
128,05035,2007,70,69,70
129,05037,480,41,46,45
130,05039,171,7,6,7
131,05041,320,26,15,14
132,05043,363,,,NaN
133,05045,2704,248,255,247
134,05047,325,56,68,79
135,05049,198,61,79,103
136,05051,2028,170,191,227
137,05053,277,14,12,14
138,05055,956,109,128,159
139,05057,405,,,NaN
140,05059,1954,63,63,70
141,05061,503,42,26,21
142,05063,1213,138,185,228
143,05065,268,59,48,40
144,05067,441,104,138,144
145,05069,3543,366,340,336
146,05071,883,46,56,72
147,05073,122,,,NaN
148,05075,492,68,54,40
149,05077,1081,40,45,46
150,05079,2088,88,78,58
151,05081,373,21,18,14
152,05083,446,44,64,82
153,05085,1314,162,165,167
154,05087,376,28,18,14
155,05089,107,12,6,7
156,05091,910,92,122,156
157,05093,1773,98,114,125
158,05095,145,13,6,7
159,05097,169,,,NaN
160,05099,233,14,12,8
161,05101,256,14,12,11
162,05103,275,19,12,14
163,05105,96,7,6,7
164,05107,550,75,98,125
165,05109,237,14,12,9
166,05111,711,65,81,100
167,05113,280,19,12,14
168,05115,2243,177,234,299
169,05117,161,,,NaN
170,05119,9770,609,608,627
171,05121,472,70,97,122
172,05123,1563,54,53,49
173,05125,2261,242,338,436
174,05127,112,,,NaN
175,05129,154,15,8,7
176,05131,3946,292,308,338
177,05133,1213,,,NaN
178,05135,254,37,34,25
179,05137,373,27,17,11
180,05139,943,65,74,82
181,05141,178,7,6,7
182,05143,9899,436,383,295
183,05145,966,174,214,259
184,05147,61,7,3,0
185,05149,1268,,,NaN
186,06001,21708,460,387,315
187,06003,2,0,0,0
188,06005,296,0,0,0
189,06007,2894,43,30,19
190,06009,324,7,4,0
191,06011,538,7,7,6
192,06013,17159,600,552,515
193,06015,146,7,0,0
194,06017,1188,96,129,178
195,06019,28975,557,484,423
196,06021,603,24,21,16
197,06023,518,10,7,6
198,06025,12047,243,229,209
199,06027,194,,,NaN
200,06029,32443,426,410,376
201,06031,7887,95,50,30
202,06033,588,47,36,31
203,06035,743,6,7,7
204,06037,274565,7359,7940,8879
205,06039,4642,140,127,110
206,06041,6773,73,49,36
207,06043,76,0,0,0
208,06045,988,93,108,128
209,06047,9033,138,143,139
210,06049,27,0,0,0
211,06051,169,3,0,0
212,06053,10312,336,281,224
213,06055,1752,66,67,71
214,06057,544,7,7,6
215,06059,54640,1335,1479,1675
216,06061,3648,50,30,21
217,06063,51,0,0,0
218,06065,59991,1672,1752,1860
219,06067,23076,570,414,290
220,06069,1365,19,11,7
221,06071,56275,2113,2218,2439
222,06073,48436,1923,1958,1950
223,06075,11475,303,259,225
224,06077,20485,195,120,75
225,06079,3685,166,172,181
226,06081,10207,339,344,315
