,County,403,409,416,423
0,01001,6264,134,155,168
1,01003,19732,241,190,146
2,01005,2115,43,50,56
3,01007,2450,25,22,19
4,01009,6097,53,41,33
5,01011,1169,10,8,6
6,01013,1961,16,9,5
7,01015,13275,282,275,269
8,01017,3410,33,27,20
9,01019,1770,9,8,5
10,01021,3870,74,78,74
11,01023,550,,,NaN
12,01025,3436,9,6,2
13,01027,1443,20,16,13
14,01029,1377,21,22,24
15,01031,5245,23,12,6
16,01033,6001,29,25,18
17,01035,1067,,,NaN
18,01037,888,22,19,13
19,01039,3957,41,27,18
20,01041,1443,16,11,7
21,01043,8891,53,63,69
22,01045,4640,38,25,15
23,01047,3403,77,83,90
24,01049,8446,27,18,11
25,01051,9376,107,89,70
26,01053,3774,20,11,6
27,01055,13176,82,68,51
28,01057,2002,17,12,7
29,01059,3991,29,37,40
30,01061,2396,12,8,4
31,01063,876,9,8,5
32,01065,2097,38,33,33
33,01067,1824,11,6,4
34,01069,10086,51,32,19
35,01071,6492,43,50,52
36,01073,70986,651,665,617
37,01075,1328,32,39,42
38,01077,8603,53,50,41
39,01079,2829,23,22,18
40,01081,14961,115,80,48
41,01083,9359,57,37,22
42,01085,1310,8,7,5
43,01087,1420,19,17,12
44,01089,32405,305,230,157
45,01091,2358,62,36,54
46,01093,2818,76,86,87
47,01095,11261,63,54,43
48,01097,36108,611,613,576
49,01099,1661,7,6,4
50,01101,22565,204,150,102
51,01103,13659,145,181,195
52,01105,1055,,,NaN
53,01107,2246,22,15,10
54,01109,2933,13,6,4
55,01111,1636,35,41,46
56,01113,4047,36,27,17
57,01115,8822,81,62,47
58,01117,21929,252,203,159
59,01119,983,5,5,3
60,01121,7517,110,102,90
61,01123,3585,101,104,112
62,01125,24110,298,270,243
63,01127,6518,67,57,51
64,01129,1565,15,11,8
65,01131,1218,10,7,6
66,01133,2467,26,32,34
67,02013,362,3,1,1
68,02016,557,86,81,78
69,02020,26607,238,209,191
70,02050,3559,15,7,3
71,02060,0,0,0,0
72,02068,73,,,NaN
73,02070,203,2,2,0
74,02090,6236,134,146,159
75,02100,27,0,0,0
76,02105,0,0,0,0
77,02110,1243,24,26,28
78,02122,4006,16,13,10
79,02130,362,36,36,41
80,02150,1056,,,NaN
81,02158,1199,5,2,1
82,02164,177,0,0,0
83,02170,8577,293,270,265
84,02180,326,,,NaN
85,02185,1008,3,2,0
86,02188,588,2,2,0
87,02195,85,26,33,36
88,02198,77,0,0,0
89,02220,314,2,0,1
90,02230,20,1,0,0
91,02240,452,2,0,1
92,02261,458,0,0,0
93,02275,29,0,1,0
94,02282,68,0,1,0
95,02290,335,,,NaN
96,04001,10461,127,106,76
97,04003,11210,201,190,192
98,04005,16539,259,258,237
99,04007,6399,33,19,11
100,04009,5290,25,15,9
101,04011,559,3,2,1
102,04012,2398,10,5,2
103,04013,510360,3810,2455,1478
104,04015,21183,239,180,129
105,04017,15630,128,85,51
106,04019,109488,846,566,354
107,04021,46149,598,471,352
108,04023,7632,15,10,4
109,04025,17054,149,118,102
110,04027,36425,90,47,23
111,05001,1993,32,39,38
112,05003,1827,27,35,36
113,05005,2891,47,64,71
114,05007,27243,350,362,334
115,05009,3638,42,44,38
116,05011,1321,3,3,2
117,05013,398,4,3,2
118,05015,2713,8,7,6
119,05017,1585,3,3,2
120,05019,2036,35,41,40
121,05021,1693,10,10,7
122,05023,1885,8,7,6
123,05025,922,4,4,4
124,05027,2259,46,62,68
125,05029,2144,11,10,7
126,05031,12831,48,37,24
127,05033,6781,46,39,26
128,05035,5754,33,33,26
129,05037,1890,10,10,7
130,05039,736,6,5,4
131,05041,1329,23,30,32
132,05043,1946,6,5,4
133,05045,11767,102,86,63
134,05047,1630,21,18,14
135,05049,1076,8,7,6
136,05051,9726,121,91,56
137,05053,1580,14,15,11
138,05055,5894,29,29,24
139,05057,1924,48,64,71
140,05059,4848,116,171,182
141,05061,1579,19,19,13
142,05063,3663,10,6,2
143,05065,1632,7,6,5
144,05067,3172,6,6,4
145,05069,8604,67,64,50
146,05071,2755,55,58,59
147,05073,534,6,6,4
148,05075,2047,10,10,7
149,05077,1639,7,6,5
150,05079,3152,26,35,39
151,05081,1171,10,8,7
152,05083,2165,11,7,3
153,05085,6802,75,64,42
154,05087,1405,5,5,4
155,05089,961,10,10,7
156,05091,4027,52,50,38
157,05093,5671,32,34,28
158,05095,828,7,6,5
159,05097,728,10,8,7
160,05099,792,9,9,6
161,05101,691,9,9,6
162,05103,2217,9,6,3
163,05105,801,11,10,8
164,05107,1701,22,32,34
165,05109,975,26,33,36
166,05111,3077,10,9,7
167,05113,1892,12,8,4
168,05115,7737,87,83,73
169,05117,872,5,5,4
170,05119,37387,273,248,174
171,05121,2010,28,36,40
172,05123,3442,15,15,12
173,05125,11427,75,61,37
174,05127,918,,,NaN
175,05129,662,6,6,4
176,05131,14583,113,90,61
177,05133,2706,54,59,55
178,05135,1517,,,NaN
179,05137,964,4,4,2
180,05139,3708,27,24,15
181,05141,1194,,,NaN
182,05143,29386,222,186,144
183,05145,7567,42,30,17
184,05147,623,7,6,5
185,05149,3355,24,21,13
186,06001,80668,713,543,343
187,06003,81,0,1,0
188,06005,3463,20,14,8
189,06007,10962,87,62,40
190,06009,1905,,,NaN
191,06011,2128,11,4,2
192,06013,62248,466,236,139
193,06015,987,30,23,20
194,06017,9095,57,28,16
195,06019,95393,856,619,426
196,06021,2225,13,10,5
197,06023,3180,88,84,78
198,06025,26903,42,23,10
199,06027,1287,39,27,22
200,06029,102627,652,341,185
201,06031,21955,82,33,17
202,06033,3156,59,47,35
203,06035,5601,42,31,30
204,06037,1191923,8480,6260,4325
205,06039,15467,163,132,109
206,06041,13136,87,50,29
207,06043,395,2,1,1
208,06045,3796,,,NaN
209,06047,28915,434,298,240
210,06049,452,3,1,1
211,06051,1211,3,2,1
212,06053,42138,195,96,52
213,06055,9038,85,71,54
214,06057,3960,86,65,54
215,06059,261220,1329,895,553
216,06061,19763,180,130,96
217,06063,653,3,1,1
218,06065,289450,933,556,275
219,06067,93281,947,656,448
220,06069,5767,43,29,18
221,06071,286607,1429,997,654
222,06073,260091,2291,1439,890
223,06075,34260,340,248,166
224,06077,66569,476,296,192
225,06079,19612,213,132,85
226,06081,38998,453,357,251
227,06083,31805,251,112,64
228,06085,110621,1253,1043,813
229,06087,14588,103,61,37
230,06089,10985,92,65,50
231,06091,99,0,1,0
232,06093,1740,31,24,19
233,06095,30024,200,115,69
234,06097,28141,366,303,250
235,06099,56132,712,527,358
236,06101,8845,62,39,28
237,06103,5081,,,NaN
238,06105,367,27,25,21
239,06107,47784,304,166,107
240,06109,3946,57,43,36
241,06111,77623,587,361,193
242,06113,12834,182,139,108
243,06115,5733,42,22,13
244,08001,48413,725,814,907
245,08003,1278,25,25,23
246,08005,48463,781,797,786
247,08007,649,9,7,6
248,08009,271,1,1,0
249,08011,1477,,,NaN
250,08013,18799,305,264,223
251,08014,3737,74,80,84
252,08015,1442,30,29,27
253,08017,125,0,1,0
254,08019,362,3,3,3
255,08021,441,7,7,5
256,08023,187,,,NaN
257,08025,1979,19,14,8
258,08027,164,0,1,0
259,08029,2470,23,22,20
260,08031,59584,1075,1310,1444
261,08033,68,1,1,1
262,08035,21327,541,556,539
