,County,417,423,430,437
0,01001,6426,51,34,23
1,01003,20103,132,107,79
2,01005,2184,40,49,54
3,01007,2481,12,12,9
4,01009,6291,,,NaN
5,01011,1185,6,6,4
6,01013,2041,30,24,20
7,01015,14064,,,NaN
8,01017,3442,6,3,1
9,01019,1788,7,6,5
10,01021,3957,33,26,20
11,01023,575,,,NaN
12,01025,3464,10,8,6
13,01027,1469,7,4,2
14,01029,1412,12,9,5
15,01031,5290,14,11,7
16,01033,6035,24,31,35
17,01035,1076,3,2,2
18,01037,912,9,7,6
19,01039,4015,13,7,4
20,01041,1484,15,12,10
21,01043,9068,92,86,87
22,01045,4702,16,7,4
23,01047,3442,16,12,8
24,01049,8580,83,99,103
25,01051,9644,117,111,108
26,01053,3807,8,5,3
27,01055,13496,123,83,68
28,01057,2033,7,4,2
29,01059,4048,41,50,52
30,01061,2418,10,8,6
31,01063,887,4,4,3
32,01065,2136,8,4,2
33,01067,1844,7,6,5
34,01069,10200,49,51,44
35,01071,6578,27,17,12
36,01073,72740,833,790,808
37,01075,1352,9,8,6
38,01077,8692,54,71,75
39,01079,2872,11,6,3
40,01081,15147,52,32,20
41,01083,9486,39,27,19
42,01085,1342,,,NaN
43,01087,1489,,,NaN
44,01089,32922,162,115,76
45,01091,2470,,,NaN
46,01093,2948,65,65,64
47,01095,11514,108,78,62
48,01097,36717,225,180,125
49,01099,1676,4,4,3
50,01101,23013,150,117,89
51,01103,13877,74,52,38
52,01105,1071,6,5,3
53,01107,2272,10,9,6
54,01109,2949,,,NaN
55,01111,1677,21,24,25
56,01113,4135,40,42,41
57,01115,9133,128,92,80
58,01117,22519,241,208,180
59,01119,1016,,,NaN
60,01121,7715,72,54,42
61,01123,3670,28,16,9
62,01125,24560,113,57,34
63,01127,6689,86,91,87
64,01129,1583,6,6,4
65,01131,1246,17,22,23
66,01133,2604,,,NaN
67,02013,363,0,0,0
68,02016,643,16,8,3
69,02020,27292,385,414,452
70,02050,3642,51,59,59
71,02060,0,0,0,0
72,02068,76,1,0,0
73,02070,208,1,1,0
74,02090,6415,78,73,68
75,02100,28,0,0,0
76,02105,0,0,0,0
77,02110,1270,6,3,2
78,02122,4065,27,25,26
79,02130,376,3,2,1
