,State,418,423,430,437,444
0,Washington,5135,89,65,65,37
1,Illinois,23217,188,172,147,91
2,California,56674,1586,1461,1250,209
3,Arizona,16553,226,218,178,140
4,Massachusetts,16673,225,200,165,84
5,Wisconsin,7177,80,76,60,49
6,Texas,46519,1089,981,889,401
7,Nebraska,2127,17,18,17,15
8,Utah,2027,50,47,35,33
9,Oregon,2324,31,42,37,36
10,Florida,32348,571,526,457,261
11,New York,49016,599,493,463,441
12,Rhode Island,2576,29,26,18,18
13,Georgia,18262,358,338,305,154
14,New Hampshire,1199,18,21,23,22
15,North Carolina,11709,203,202,178,131
16,New Jersey,23925,314,242,240,203
17,Colorado,6040,47,35,36,41
18,Maryland,8055,93,74,63,57
19,Nevada,5121,79,62,45,43
20,Tennessee,11638,123,111,98,83
21,Hawaii,450,6,6,6,7
22,Indiana,12864,118,99,89,79
23,Kentucky,5005,159,134,110,99
24,Minnesota,6815,65,66,46,40
25,Oklahoma,4701,129,88,71,53
26,Pennsylvania,24566,253,228,199,151
27,South Carolina,8878,126,135,119,92
28,District of Columbia,1042,9,8,7,6
29,Kansas,4791,56,38,18,31
30,Missouri,8661,163,133,101,74
31,Vermont,214,6,8,10,10
32,Virginia,10060,419,372,272,243
33,Connecticut,7788,65,60,48,44
34,Iowa,5642,81,67,51,48
35,Louisiana,9903,131,100,97,33
36,Ohio,17870,36,43,48,32
37,Michigan,16779,123,102,96,93
38,South Dakota,1912,13,14,14,13
39,Arkansas,5481,149,102,75,66
40,Delaware,1511,34,32,28,24
41,Mississippi,6903,92,85,66,53
42,New Mexico,3853,44,38,26,20
43,North Dakota,1488,9,8,10,9
44,Wyoming,691,9,9,8,7
45,Alaska,306,3,5,5,3
46,Maine,725,20,19,19,18
47,Alabama,10329,187,173,140,102
48,Idaho,1916,30,29,28,31
49,Montana,1393,15,13,13,11
50,Puerto Rico,2081,20,13,16,18
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,134,NaN,NaN,NaN,NaN
53,West Virginia,2531,46,38,34,31
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
