,State,376,381,388,395,402
0,Washington,313335,8503,6356,6183,6037
1,Illinois,1128613,19674,19905,18611,17847
2,California,3342647,152309,162723,155528,150819
3,Arizona,762145,39759,44094,44130,45839
4,Massachusetts,526423,32681,29406,27296,25154
5,Wisconsin,592921,10740,11031,10732,10857
6,Texas,2412627,101299,110216,112928,118125
7,Nebraska,190950,3152,3044,2823,2682
8,Utah,347208,13513,13548,13695,14146
9,Oregon,143373,4349,4220,4006,3815
10,Florida,1727107,92907,99310,108286,121179
11,New York,1428839,75375,78393,72345,67967
12,Rhode Island,115956,641509,400999,1059360,1059360
13,Georgia,912479,41910,44250,43435,43341
14,New Hampshire,66058,4654,4052,3642,3269
15,North Carolina,761302,52117,52003,53138,55747
16,New Jersey,700346,27297,27751,25478,23869
17,Colorado,397101,8641,8612,7963,7541
18,Maryland,355636,12629,13293,12623,12033
19,Nevada,279146,7465,7955,7560,7366
20,Tennessee,729187,23338,24402,23592,23070
21,Hawaii,26156,586,624,573,532
22,Indiana,628391,14046,14159,12670,11679
23,Kentucky,364498,36008,30738,29619,29515
24,Minnesota,462528,7155,6962,6621,6470
25,Oklahoma,390868,19469,19678,19357,18995
26,Pennsylvania,849966,31186,30903,27958,25801
27,South Carolina,445916,33386,36363,38305,41092
28,District of Columbia,37008,1405,1517,1433,1350
29,Kansas,279008,4637,4357,4483,5407
30,Missouri,474767,8960,9125,8469,8083
31,Vermont,12083,850,764,690,622
32,Virginia,507640,27506,29577,28161,27123
33,Connecticut,253954,329345,479371,784008,1504727
34,Iowa,320187,4559,4492,4270,4158
35,Louisiana,401591,155344,524990,820782,1048371
36,Ohio,899079,36359,33924,32495,31373
37,Michigan,612710,50434,50072,80226,87442
38,South Dakota,108315,1300,1298,1209,1157
39,Arkansas,296494,11625,12051,11749,11756
40,Delaware,78495,3814,4144,3876,3644
41,Mississippi,275706,10924,11178,10723,10505
42,New Mexico,174550,4457,4453,4150,4023
43,North Dakota,97680,651,648,601,577
44,Wyoming,52057,1414,1252,1197,1162
45,Alaska,54459,930,915,835,777
46,Maine,39543,2122,2057,1800,1581
47,Alabama,460860,19329,20157,19612,19479
48,Idaho,163165,9223,7701,8330,8400
49,Montana,94070,1773,1720,1647,1631
50,Puerto Rico,94238,NaN,NaN,NaN,NaN
51,Virgin Islands,2421,NaN,NaN,NaN,NaN
52,Guam,7608,NaN,NaN,NaN,NaN
53,West Virginia,121425,5001,4979,4395,3940
54,Northern Mariana Islands,133,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
