,State,369,374,381,388,395
0,Washington,4148,151,142,134,126
1,Illinois,20744,624,547,457,382
2,California,37543,3782,3816,3673,3542
3,Arizona,12239,1118,1134,1106,1070
4,Massachusetts,14178,507,499,491,484
5,Wisconsin,6199,260,252,240,230
6,Texas,35090,1810,1745,1679,1614
7,Nebraska,1894,59,53,47,42
8,Utah,1597,101,100,97,93
9,Oregon,1882,114,110,105,100
10,Florida,25446,1209,1221,1195,1166
11,New York,42544,1466,1468,1418,1371
12,Rhode Island,2110,73,68,64,61
13,Georgia,13303,921,915,846,767
14,New Hampshire,990,58,53,50,47
15,North Carolina,8720,623,629,608,585
16,New Jersey,20972,548,527,508,489
17,Colorado,5512,150,126,107,92
18,Maryland,6900,288,275,257,240
19,Nevada,4029,247,235,223,212
20,Tennessee,8970,474,425,381,344
21,Hawaii,341,15,14,13,12
22,Indiana,9728,356,317,290,269
23,Kentucky,3460,253,249,238,228
24,Minnesota,6166,164,143,125,109
25,Oklahoma,3293,207,195,184,175
26,Pennsylvania,20593,1225,1132,1039,955
27,South Carolina,6552,389,364,339,318
28,District of Columbia,879,24,21,19,17
29,Kansas,3613,170,148,129,112
30,Missouri,6786,315,286,253,225
31,Vermont,171,6,5,5,4
32,Virginia,6081,369,370,368,353
33,Connecticut,6911,222,202,182,164
34,Iowa,4488,124,113,104,96
35,Louisiana,8590,318,281,240,201
36,Ohio,10768,436,398,363,333
37,Michigan,15219,482,433,389,350
38,South Dakota,1705,52,45,40,35
39,Arkansas,4650,289,270,244,218
40,Delaware,1049,30,28,27,25
41,Mississippi,5777,309,296,270,235
42,New Mexico,3157,183,176,160,145
43,North Dakota,1436,35,29,23,18
44,Wyoming,571,21,16,13,10
45,Alaska,259,11,8,4,3
46,Maine,547,46,51,55,57
47,Alabama,6662,622,625,607,589
48,Idaho,1681,59,50,44,39
49,Montana,1151,36,30,27,24
50,Puerto Rico,1778,68,63,60,57
51,Virgin Islands,24,0,0,0,0
52,Guam,129,2,2,1,1
53,West Virginia,1899,130,111,94,78
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN
