,State,389,395,402,409,416,423,430
0,Washington,328047,8900,9923,12170,13931,13207,12370
1,Illinois,1162154,22191,23822,27848,30008,27196,25068
2,California,3485841,105086,108305,117048,118541,102476,89468
3,Arizona,797270,22895,22279,22727,21722,17389,13984
4,Massachusetts,557777,10448,10312,10746,10767,9433,8375
5,Wisconsin,607213,11099,12059,12825,12230,10227,8812
6,Texas,2565258,87554,84074,83364,78498,64820,54243
7,Nebraska,197236,3513,3907,4611,5077,4694,4282
8,Utah,361294,5695,5401,5262,4849,3922,3225
9,Oregon,150281,3391,3474,3815,4035,3656,3353
10,Florida,1827373,50341,48610,49172,47491,39752,33676
11,New York,1539870,57980,62533,69670,72134,64072,57111
12,Rhode Island,120821,3175,3131,3133,2862,2281,1871
13,Georgia,964737,25165,24205,24311,23244,19212,16082
14,New Hampshire,70785,2365,2374,2493,2498,2169,1900
15,North Carolina,821894,25583,25357,26020,25326,21450,18361
16,New Jersey,745987,20223,22371,26419,29431,27935,26759
17,Colorado,413836,9057,10098,11641,12260,10851,9769
18,Maryland,370983,9409,9726,10489,10758,9540,8539
19,Nevada,288348,4646,4342,4236,3983,3276,2767
20,Tennessee,757418,12432,12662,13322,13004,11074,9588
21,Hawaii,27058,1015,1197,1489,1749,1726,1708
22,Indiana,648875,10755,10041,9998,9671,8210,7124
23,Kentucky,388798,10881,10504,10452,9897,8242,6965
24,Minnesota,473567,7586,8378,9628,10344,9448,8683
25,Oklahoma,413542,10058,9519,9295,8620,7040,5851
26,Pennsylvania,896996,25747,26792,28944,29488,26027,23230
27,South Carolina,487293,14640,13781,13519,12663,10319,8525
28,District of Columbia,38918,1093,1187,1341,1410,1245,1096
29,Kansas,288475,5557,5283,5251,5000,4145,3473
30,Missouri,487338,7629,7419,7572,7396,6255,5354
31,Vermont,13677,835,865,928,929,793,689
32,Virginia,549999,19538,19758,20632,20283,17341,14968
33,Connecticut,267337,7460,7419,7739,7724,6702,5866
34,Iowa,329258,4979,4802,4851,4654,3853,3248
35,Louisiana,419891,9825,9701,10012,9847,8403,7239
36,Ohio,939350,19099,18216,18265,17574,14723,12495
37,Michigan,628956,11932,12804,14396,15249,13886,12839
38,South Dakota,110315,1220,1129,1094,1015,818,670
39,Arkansas,313028,7120,6595,6352,5874,4788,3970
40,Delaware,83003,2099,2048,2093,2043,1774,1571
41,Mississippi,287436,6022,5848,5955,5764,4802,4052
42,New Mexico,180571,2938,2850,2923,2849,2401,2056
43,North Dakota,98597,830,884,978,992,865,773
44,Wyoming,53136,681,665,709,728,639,566
45,Alaska,56405,748,685,659,613,504,423
46,Maine,42529,1968,2150,2534,2793,2635,2509
47,Alabama,480931,10557,9984,9868,9361,7771,6543
48,Idaho,167483,2551,2437,2428,2306,1913,1607
49,Montana,97401,1434,1491,1584,1531,1269,1077
50,Puerto Rico,97609,3105,3963,5477,5662,4700,4283
51,Virgin Islands,2524,108,125,148,166,169,174
52,Guam,7689,86,118,173,205,195,188
53,West Virginia,127588,3094,2948,2949,2821,2351,1994
54,Northern Mariana Islands,134,14,16,21,24,24,24
55,American Samoa,0,0,0,0,0,0,0
