,State,432,437,444,451,458
0,Washington,362385,6354,6298,6294,6512
1,Illinois,1239502,15323,15292,15406,15507
2,California,3663913,19044,17957,17232,17069
3,Arizona,840492,3699,3260,3357,3336
4,Massachusetts,631031,15177,14852,14812,14801
5,Wisconsin,634453,4762,4766,4602,4567
6,Texas,2786219,27381,27170,27632,28189
7,Nebraska,208553,1869,1887,1899,1909
8,Utah,384756,2892,2855,2767,2878
9,Oregon,164164,2317,2350,2249,2177
10,Florida,2047379,34398,33979,33438,33507
11,New York,1859474,63590,62800,62002,59971
12,Rhode Island,136419,2811,2803,2806,2760
13,Georgia,1056421,9749,10608,11005,10741
14,New Hampshire,83340,2368,2401,2255,2353
15,North Carolina,910833,9817,9661,9389,10206
16,New Jersey,900273,29704,29433,29635,29385
17,Colorado,459361,7712,7593,7500,7894
18,Maryland,409075,7668,7636,7711,7669
19,Nevada,303273,1927,1955,1763,1872
20,Tennessee,809692,8296,8415,8406,8172
21,Hawaii,30579,669,679,653,657
22,Indiana,684733,6011,5974,5871,5905
23,Kentucky,425333,3629,3651,3702,3798
24,Minnesota,516608,9594,9352,9442,9511
25,Oklahoma,437853,2499,2593,2687,2581
26,Pennsylvania,1017881,27418,27728,27985,28101
27,South Carolina,550068,7785,7566,7610,7948
28,District of Columbia,44248,958,910,891,856
29,Kansas,303418,1453,1431,1410,1455
30,Missouri,580417,4976,4876,4795,5314
31,Vermont,19002,1106,1098,1059,1109
32,Virginia,616509,10010,10147,10229,10050
33,Connecticut,308439,8439,8103,8042,7586
34,Iowa,350219,3845,3870,3872,3932
35,Louisiana,443905,3250,3442,3289,3493
36,Ohio,1013119,11641,11631,11500,11480
37,Michigan,732938,20912,20713,20585,19777
38,South Dakota,117336,1355,1363,1361,1372
39,Arkansas,330008,1216,1599,2064,1566
40,Delaware,94402,1800,1820,1826,1756
41,Mississippi,304695,1715,1669,1700,1602
42,New Mexico,191230,1344,1320,1336,1373
43,North Dakota,102639,937,942,923,943
44,Wyoming,56190,467,454,468,443
45,Alaska,62265,1093,1073,1116,1105
46,Maine,50030,1371,1353,1364,1374
47,Alabama,514619,2408,1909,1679,1306
48,Idaho,179763,1920,1920,1911,1906
49,Montana,104163,1096,1070,1115,1109
50,Puerto Rico,106935,1663,1657,1665,1670
51,Virgin Islands,2907,148,142,139,140
52,Guam,7804,22,22,18,21
53,West Virginia,140991,2906,2892,2893,2937
54,Northern Mariana Islands,159,2,4,4,3
55,American Samoa,0,0,0,0,0
