,State,228,234,241,248,255
0,Washington,77235,2937,2904,2928,2918
1,Illinois,251515,17164,17073,17138,17364
2,California,738856,33979,31824,29309,29119
3,Arizona,205767,4381,4231,4162,4372
4,Massachusetts,122562,0,0,0,0
5,Wisconsin,81193,5473,5524,5353,5446
6,Texas,658202,28966,29012,28881,29251
7,Nebraska,35886,2075,2130,2170,2173
8,Utah,54660,2814,2776,2689,2638
9,Oregon,28044,1546,1529,1558,1556
10,Florida,646431,24491,22904,22619,20467
11,New York,439501,5249,5347,5388,5283
12,Rhode Island,22243,562,572,560,579
13,Georgia,283199,13520,13402,13607,13932
14,New Hampshire,7447,178,163,163,178
15,North Carolina,181517,10644,10742,10393,10428
16,New Jersey,194058,2352,2487,2585,2539
17,Colorado,59251,1976,1958,1947,1961
18,Maryland,112119,4283,4455,4202,4191
19,Nevada,71610,2648,2689,2680,2744
20,Tennessee,164126,10067,10204,10193,10226
21,Hawaii,9855,1573,1553,1520,1583
22,Indiana,99804,6442,6430,6458,6434
23,Kentucky,52774,4917,4881,4910,4819
24,Minnesota,80587,5704,5831,5773,5841
25,Oklahoma,63607,5882,5880,5930,5807
26,Pennsylvania,143824,5427,5386,5796,5280
27,South Carolina,124952,6698,6651,6340,6424
28,District of Columbia,14279,324,305,313,315
29,Kansas,45830,4022,4001,4031,4073
30,Missouri,94492,9988,9662,9630,9132
31,Vermont,1648,42,42,39,39
32,Virginia,126877,6799,6874,6660,6797
33,Connecticut,53365,882,853,868,892
34,Iowa,70215,6190,5720,5066,5258
35,Louisiana,152868,5097,4570,4698,4189
36,Ohio,130558,8467,8224,8004,7974
37,Michigan,117191,5974,5993,5774,5820
38,South Dakota,15109,1889,1839,1811,1708
39,Arkansas,65377,4400,4284,4231,4194
40,Delaware,18043,506,552,493,457
41,Mississippi,86888,4295,4278,4206,4289
42,New Mexico,26107,871,885,871,869
43,North Dakota,13631,1937,1883,1881,1904
44,Wyoming,4032,185,208,182,197
45,Alaska,5760,493,508,508,507
46,Maine,4683,145,149,141,146
47,Alabama,132314,7543,7222,7074,6835
48,Idaho,33664,1840,1764,1771,1733
49,Montana,8264,926,902,875,890
50,Puerto Rico,34533,1831,1839,1802,1833
51,Virgin Islands,1181,48,50,31,31
52,Guam,1619,337,342,351,393
53,West Virginia,11418,1390,1420,1503,1428
54,Northern Mariana Islands,58,1,1,1,1
55,American Samoa,0,0,0,0,0
